"",BBK01.SU1051,BBK01.SU1051_FLAGS
"",Deposits of banks (MFIs) / Deposits under savings and loan contracts / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:28,
1973-12,0.530,
1974-01,0.525,
1974-02,0.531,
1974-03,0.534,
1974-04,0.526,
1974-05,0.581,
1974-06,0.576,
1974-07,0.573,
1974-08,0.573,
1974-09,0.603,
1974-10,0.605,
1974-11,0.598,
1974-12,0.739,
1975-01,0.728,
1975-02,0.720,
1975-03,0.749,
1975-04,0.773,
1975-05,0.799,
1975-06,0.808,
1975-07,0.809,
1975-08,0.827,
1975-09,0.855,
1975-10,0.887,
1975-11,0.881,
1975-12,0.939,
1976-01,0.913,
1976-02,0.909,
1976-03,0.905,
1976-04,0.939,
1976-05,0.955,
1976-06,0.956,
1976-07,0.960,
1976-08,0.953,
1976-09,0.957,
1976-10,0.955,
1976-11,0.947,
1976-12,1.013,
1977-01,1.006,
1977-02,0.950,
1977-03,0.973,
1977-04,0.991,
1977-05,0.994,
1977-06,0.983,
1977-07,0.980,
1977-08,0.979,
1977-09,0.983,
1977-10,0.989,
1977-11,0.970,
1977-12,1.017,
1978-01,1.001,
1978-02,0.981,
1978-03,0.971,
1978-04,0.976,
1978-05,0.952,
1978-06,0.927,
1978-07,0.920,
1978-08,0.903,
1978-09,0.899,
1978-10,0.899,
1978-11,0.894,
1978-12,0.967,
1979-01,0.934,
1979-02,0.919,
1979-03,0.900,
1979-04,0.907,
1979-05,0.903,
1979-06,0.879,
1979-07,0.870,
1979-08,0.859,
1979-09,0.868,
1979-10,0.870,
1979-11,0.849,
1979-12,0.882,
1980-01,0.877,
1980-02,0.871,
1980-03,0.855,
1980-04,0.857,
1980-05,0.862,
1980-06,0.840,
1980-07,0.843,
1980-08,0.835,
1980-09,0.842,
1980-10,0.872,
1980-11,0.857,
1980-12,0.938,
1981-01,0.932,
1981-02,0.918,
1981-03,0.909,
1981-04,0.929,
1981-05,0.925,
1981-06,0.922,
1981-07,0.927,
1981-08,0.931,
1981-09,0.932,
1981-10,0.970,
1981-11,0.966,
1981-12,1.032,
1982-01,1.027,
1982-02,1.010,
1982-03,1.009,
1982-04,1.028,
1982-05,1.026,
1982-06,1.019,
1982-07,1.018,
1982-08,1.017,
1982-09,1.017,
1982-10,1.028,
1982-11,1.031,
1982-12,1.118,
1983-01,1.112,
1983-02,1.104,
1983-03,1.116,
1983-04,1.130,
1983-05,1.134,
1983-06,1.130,
1983-07,1.124,
1983-08,1.120,
1983-09,1.112,
1983-10,1.116,
1983-11,1.104,
1983-12,1.140,
1984-01,1.117,
1984-02,1.110,
1984-03,1.105,
1984-04,1.107,
1984-05,1.100,
1984-06,1.088,
1984-07,1.077,
1984-08,1.060,
1984-09,1.050,
1984-10,1.036,
1984-11,1.026,
1984-12,1.078,
1985-01,1.070,
1985-02,1.057,
1985-03,1.040,
1985-04,1.029,
1985-05,1.008,
1985-06,0.993,
1985-07,0.981,
1985-08,0.957,
1985-09,0.941,
1985-10,0.939,
1985-11,0.931,
1985-12,0.954,
1986-01,0.923,
1986-02,0.894,
1986-03,0.873,
1986-04,0.863,
1986-05,0.847,
1986-06,0.820,
1986-07,0.798,
1986-08,0.784,
1986-09,0.743,
1986-10,0.728,
1986-11,0.717,
1986-12,0.741,
1987-01,0.717,
1987-02,0.707,
1987-03,0.688,
1987-04,0.687,
1987-05,0.678,
1987-06,0.672,
1987-07,0.669,
1987-08,0.662,
1987-09,0.654,
1987-10,0.661,
1987-11,0.654,
1987-12,0.706,
1988-01,0.704,
1988-02,0.693,
1988-03,0.687,
1988-04,0.687,
1988-05,0.679,
1988-06,0.671,
1988-07,0.660,
1988-08,0.643,
1988-09,0.630,
1988-10,0.619,
