"",BBK01.OEBB05H,BBK01.OEBB05H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:42,
2002-01,193.214,
2002-04,193.031,
2002-07,191.032,
2002-10,190.213,
2003-01,186.260,
2003-04,183.725,
2003-07,181.693,
2003-10,179.386,
2004-01,172.784,
2004-04,172.369,
2004-07,169.753,
2004-10,164.184,
2005-01,167.123,
2005-04,166.006,
2005-07,165.867,
2005-10,160.261,
2006-01,164.632,
2006-04,157.597,
2006-07,161.418,
2006-10,154.818,
2007-01,154.676,
2007-04,150.222,
2007-07,152.485,
2007-10,145.890,
2008-01,149.825,
2008-04,154.955,
2008-07,153.092,
2008-10,133.879,
2009-01,135.686,
2009-04,108.758,
2009-07,108.703,
2009-10,103.616,
2010-01,102.566,
2010-04,100.809,
2010-07,101.179,
2010-10,98.814,
2011-01,96.206,
2011-04,97.727,
2011-07,102.849,
2011-10,105.598,
2012-01,109.617,
2012-04,104.921,
2012-07,109.889,
2012-10,102.697,
2013-01,109.139,
2013-04,111.848,
2013-07,99.710,
2013-10,99.175,
2014-01,97.107,
2014-04,97.550,
2014-07,99.609,
