"",BBDR1.A.DE0007.N.BUL.BETWGESK.P.I10.A,BBDR1.A.DE0007.N.BUL.BETWGESK.P.I10.A_FLAGS
"",bulwiengesa AG / Price index for total number of owner-occupied apartments / 7 large cities / Unadjusted figure,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:11:24,
1990,75.5,
1991,80.2,
1992,85.9,
1993,90.6,
1994,95.2,
1995,96.3,
1996,94.1,
1997,91.9,
1998,91.7,
1999,91.6,
2000,92.6,
2001,93.3,
2002,93.8,
2003,92.2,
2004,90.5,
2005,89.6,
2006,90.9,
2007,92.4,
2008,93.8,
2009,95.5,
2010,100.0,
2011,109.3,
2012,118.9,
2013,129.6,
2014,136.4,
"",Source: Bundesbank calculations based on data provided by bulwiengesa AG,
