"",BBK01.QX6590,BBK01.QX6590_FLAGS
"",Banks in Germany: Liabilities to non-residents / Qatar / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:25:07,
1995-01,0.005,
1995-02,0.004,
1995-03,0.005,
1995-04,0.004,
1995-05,0.005,
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,.,No value available
1996-01,.,No value available
1996-02,.,No value available
1996-03,0.005,
1996-04,0.011,
1996-05,0.031,
1996-06,0.020,
1996-07,0.016,
1996-08,0.025,
1996-09,0.018,
1996-10,0.023,
1996-11,0.013,
1996-12,0.014,
1997-01,0.014,
1997-02,0.015,
1997-03,0.015,
1997-04,0.035,
1997-05,0.014,
1997-06,0.003,
1997-07,0.004,
1997-08,0.003,
1997-09,0.004,
1997-10,0.008,
1997-11,0.014,
1997-12,0.014,
1998-01,0.010,
1998-02,0.009,
1998-03,0.010,
1998-04,0.003,
1998-05,0.044,
1998-06,0.003,
1998-07,0.004,
1998-08,0.003,
1998-09,0.003,
1998-10,0.004,
1998-11,0.012,
1998-12,0.044,
1999-01,0.010,
1999-02,0.012,
1999-03,0.019,
1999-04,0.006,
1999-05,0.002,
1999-06,0.019,
1999-07,0.006,
1999-08,0.041,
1999-09,0.014,
1999-10,0.001,
1999-11,0.078,
1999-12,0.229,
2000-01,0.067,
2000-02,0.071,
2000-03,0.049,
2000-04,0.045,
2000-05,0.034,
2000-06,0.038,
2000-07,0.037,
2000-08,0.030,
2000-09,0.022,
2000-10,0.011,
2000-11,0.010,
2000-12,0.017,
2001-01,0.009,
2001-02,0.014,
2001-03,0.015,
2001-04,0.011,
2001-05,0.011,
2001-06,0.016,
2001-07,0.021,
2001-08,0.020,
2001-09,0.018,
2001-10,0.019,
2001-11,0.018,
2001-12,0.027,
2002-01,0.016,
2002-02,0.014,
2002-03,0.017,
2002-04,0.063,
2002-05,0.019,
2002-06,0.018,
2002-07,0.021,
2002-08,0.021,
2002-09,0.064,
2002-10,0.011,
2002-11,0.018,
2002-12,0.005,
2003-01,0.004,
2003-02,0.012,
2003-03,0.030,
2003-04,0.035,
2003-05,0.030,
2003-06,0.089,
2003-07,0.037,
2003-08,0.030,
2003-09,0.029,
2003-10,0.019,
2003-11,0.056,
2003-12,0.037,
2004-01,0.041,
2004-02,0.097,
2004-03,0.029,
2004-04,0.024,
2004-05,0.048,
2004-06,0.042,
2004-07,0.024,
2004-08,0.036,
2004-09,0.035,
2004-10,0.040,
2004-11,0.037,
2004-12,0.102,
2005-01,0.038,
2005-02,0.046,
2005-03,0.166,
2005-04,0.068,
2005-05,0.128,
2005-06,0.115,
2005-07,0.066,
2005-08,0.050,
2005-09,0.048,
2005-10,0.059,
2005-11,0.078,
2005-12,0.107,
2006-01,0.088,
2006-02,0.288,
2006-03,0.189,
2006-04,0.163,
2006-05,0.048,
2006-06,0.017,
2006-07,0.022,
2006-08,0.142,
2006-09,0.080,
2006-10,0.034,
2006-11,0.052,
2006-12,0.089,
2007-01,0.231,
2007-02,0.111,
2007-03,0.045,
2007-04,0.029,
2007-05,0.015,
2007-06,0.076,
2007-07,0.110,
2007-08,0.055,
2007-09,0.034,
2007-10,0.050,
2007-11,0.072,
2007-12,0.205,
2008-01,0.076,
2008-02,0.180,
2008-03,0.242,
2008-04,0.346,
2008-05,0.167,
2008-06,0.256,
2008-07,0.383,
2008-08,0.267,
2008-09,0.273,
2008-10,0.138,
2008-11,0.126,
2008-12,0.058,
2009-01,0.167,
2009-02,0.171,
2009-03,0.194,
2009-04,0.237,
2009-05,0.220,
2009-06,0.023,
2009-07,0.257,
2009-08,0.011,
2009-09,0.052,
2009-10,0.026,
2009-11,0.194,
2009-12,0.012,
2010-01,0.125,
2010-02,0.003,
2010-03,0.002,
2010-04,0.011,
2010-05,0.003,
2010-06,0.136,
2010-07,0.037,
2010-08,0.214,
2010-09,0.030,
2010-10,0.020,
2010-11,0.427,
2010-12,0.438,
2011-01,0.420,
2011-02,0.421,
2011-03,0.426,
2011-04,0.385,
2011-05,0.425,
2011-06,0.358,
2011-07,0.250,
2011-08,0.085,
2011-09,0.092,
2011-10,0.088,
2011-11,0.107,
2011-12,0.012,
2012-01,0.032,
2012-02,0.150,
2012-03,0.003,
2012-04,0.004,
2012-05,0.002,
2012-06,0.003,
2012-07,0.248,
2012-08,0.214,
2012-09,0.278,
2012-10,0.024,
2012-11,0.024,
2012-12,0.444,
2013-01,0.199,
2013-02,0.136,
2013-03,0.080,
2013-04,0.543,
2013-05,0.369,
2013-06,0.341,
2013-07,0.248,
2013-08,0.291,
2013-09,0.394,
2013-10,0.395,
2013-11,0.285,
2013-12,0.088,
2014-01,0.380,
2014-02,0.489,
2014-03,0.067,
2014-04,0.486,
2014-05,0.440,
2014-06,0.011,
2014-07,0.014,
2014-08,0.033,
2014-09,0.013,
2014-10,0.416,
2014-11,0.511,
2014-12,0.021,
