"",BBK01.OUK106,BBK01.OUK106_FLAGS
"",Domestic bank debt securities / with a maturity  of up to and including 2 years / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:51,
1993-12,0.217,
1994-01,0.055,
1994-02,0.025,
1994-03,0.025,
1994-04,0.025,
1994-05,0.025,
1994-06,0.025,
1994-07,0.025,
1994-08,0.025,
1994-09,0.025,
1994-10,0.063,
1994-11,0.051,
1994-12,0.050,
1995-01,0.050,
1995-02,0.050,
1995-03,0.050,
1995-04,0.050,
1995-05,0.026,
1995-06,0.026,
1995-07,0.026,
1995-08,0.026,
1995-09,0.026,
1995-10,-,Nothing exists
1995-11,-,Nothing exists
1995-12,-,Nothing exists
1996-01,-,Nothing exists
1996-02,-,Nothing exists
1996-03,0.008,
1996-04,0.008,
1996-05,0.008,
1996-06,0.005,
1996-07,-,Nothing exists
1996-08,0.012,
1996-09,0.012,
1996-10,0.012,
1996-11,0.109,
1996-12,0.217,
1997-01,0.193,
1997-02,0.192,
1997-03,0.192,
1997-04,0.192,
1997-05,0.232,
1997-06,0.232,
1997-07,0.234,
1997-08,0.232,
1997-09,0.232,
1997-10,0.232,
1997-11,0.133,
1997-12,0.133,
1998-01,0.051,
1998-02,0.051,
1998-03,0.051,
1998-04,0.051,
1998-05,0.051,
1998-06,0.051,
1998-07,0.051,
1998-08,0.204,
1998-09,0.204,
1998-10,0.204,
1998-11,0.204,
1998-12,0.051,
1999-01,0.444,
1999-02,0.687,
1999-03,0.706,
1999-04,0.545,
1999-05,0.626,
1999-06,0.624,
1999-07,0.704,
1999-08,0.545,
1999-09,0.768,
1999-10,0.801,
1999-11,0.761,
1999-12,0.756,
2000-01,1.283,
2000-02,1.431,
2000-03,1.550,
2000-04,1.491,
2000-05,1.760,
2000-06,2.156,
2000-07,2.615,
2000-08,2.499,
2000-09,2.208,
2000-10,2.355,
2000-11,2.315,
2000-12,1.856,
2001-01,1.850,
2001-02,1.832,
2001-03,1.922,
2001-04,2.149,
2001-05,2.136,
2001-06,1.992,
2001-07,1.874,
2001-08,1.663,
2001-09,1.611,
2001-10,1.616,
2001-11,1.680,
2001-12,1.531,
2002-01,1.327,
2002-02,1.156,
2002-03,1.501,
2002-04,1.500,
2002-05,1.424,
2002-06,1.281,
2002-07,1.326,
2002-08,1.232,
2002-09,1.112,
2002-10,1.209,
2002-11,0.952,
2002-12,1.077,
2003-01,1.588,
2003-02,1.589,
2003-03,1.808,
2003-04,1.634,
2003-05,1.671,
2003-06,1.584,
2003-07,1.456,
2003-08,1.404,
2003-09,1.394,
2003-10,2.090,
2003-11,2.211,
2003-12,2.269,
2004-01,2.389,
2004-02,2.434,
2004-03,2.879,
2004-04,3.007,
2004-05,3.070,
2004-06,3.081,
2004-07,2.904,
2004-08,2.643,
2004-09,2.888,
2004-10,2.860,
2004-11,2.962,
2004-12,2.938,
2005-01,2.254,
2005-02,1.857,
2005-03,2.182,
2005-04,1.946,
2005-05,1.893,
2005-06,1.948,
2005-07,2.018,
2005-08,1.877,
2005-09,1.800,
2005-10,1.644,
2005-11,1.545,
2005-12,1.474,
2006-01,1.782,
2006-02,2.326,
2006-03,2.732,
2006-04,2.821,
2006-05,2.779,
2006-06,2.746,
2006-07,2.889,
2006-08,2.945,
2006-09,3.120,
2006-10,3.145,
2006-11,3.127,
2006-12,2.907,
2007-01,3.039,
2007-02,3.039,
2007-03,2.733,
2007-04,2.906,
2007-05,2.764,
2007-06,2.737,
2007-07,2.449,
2007-08,2.100,
2007-09,2.040,
2007-10,2.623,
2007-11,2.834,
2007-12,2.772,
2008-01,2.577,
2008-02,2.072,
2008-03,2.043,
2008-04,3.430,
2008-05,3.349,
2008-06,3.516,
2008-07,3.312,
2008-08,4.142,
2008-09,4.163,
2008-10,3.998,
2008-11,3.821,
2008-12,3.767,
2009-01,3.538,
2009-02,3.368,
2009-03,4.282,
2009-04,4.215,
2009-05,3.055,
2009-06,2.612,
2009-07,2.635,
2009-08,2.691,
2009-09,2.458,
2009-10,2.356,
2009-11,2.298,
2009-12,2.041,
2010-01,1.278,
2010-02,1.299,
2010-03,1.286,
2010-04,1.188,
2010-05,1.157,
2010-06,1.101,
2010-07,0.913,
2010-08,0.203,
2010-09,0.241,
2010-10,0.249,
2010-11,0.228,
2010-12,0.260,
2011-01,0.382,
2011-02,0.371,
2011-03,0.279,
2011-04,0.297,
2011-05,0.347,
2011-06,0.468,
2011-07,0.455,
2011-08,0.415,
2011-09,0.353,
2011-10,0.389,
2011-11,0.411,
2011-12,0.371,
2012-01,0.315,
2012-02,0.261,
2012-03,0.224,
2012-04,0.169,
2012-05,0.249,
2012-06,0.198,
2012-07,0.192,
2012-08,0.156,
2012-09,0.145,
2012-10,0.135,
2012-11,0.263,
2012-12,0.298,
2013-01,0.527,
2013-02,0.374,
2013-03,0.410,
2013-04,0.366,
2013-05,0.355,
2013-06,0.375,
2013-07,0.397,
2013-08,0.432,
2013-09,0.427,
2013-10,0.361,
2013-11,0.347,
2013-12,0.316,
2014-01,0.295,
2014-02,0.250,
2014-03,0.145,
2014-04,0.154,
2014-05,0.124,
2014-06,0.071,
2014-07,0.042,
2014-08,0.065,
2014-09,0.067,
2014-10,0.057,
2014-11,0.067,
2014-12,0.087,Provisional value
