"",BBK01.OEAF32H,BBK01.OEAF32H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:29,
2002-01,161.095,
2002-04,160.539,
2002-07,161.315,
2002-10,162.031,
2003-01,161.944,
2003-04,162.086,
2003-07,162.703,
2003-10,162.697,
2004-01,160.554,
2004-04,160.876,
2004-07,160.453,
2004-10,160.084,
2005-01,160.667,
2005-04,160.575,
2005-07,160.878,
2005-10,160.818,
2006-01,160.518,
2006-04,159.877,
2006-07,159.939,
2006-10,158.835,
2007-01,157.089,
2007-04,156.100,
2007-07,155.414,
2007-10,150.462,
2008-01,148.393,
2008-04,147.371,
2008-07,146.611,
2008-10,144.897,
2009-01,143.319,
2009-04,131.243,
2009-07,131.606,
2009-10,132.093,
2010-01,130.616,
2010-04,131.483,
2010-07,132.097,
2010-10,133.347,
2011-01,132.286,
2011-04,132.879,
2011-07,134.024,
2011-10,134.594,
2012-01,134.884,
2012-04,134.920,
2012-07,136.397,
2012-10,136.736,
2013-01,137.349,
2013-04,138.857,
2013-07,140.147,
2013-10,141.041,
2014-01,141.387,
2014-04,143.168,
2014-07,145.259,
