"",BBK01.QUV613,BBK01.QUV613_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents / Thailand / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:18,
2001-12,0.260,
2002-01,0.233,
2002-02,0.277,
2002-03,0.257,
2002-04,0.242,
2002-05,0.202,
2002-06,0.193,
2002-07,0.209,
2002-08,0.206,
2002-09,0.202,
2002-10,0.216,
2002-11,0.199,
2002-12,0.190,
2003-01,0.184,
2003-02,0.196,
2003-03,0.203,
2003-04,0.206,
2003-05,0.194,
2003-06,0.251,
2003-07,0.196,
2003-08,0.190,
2003-09,0.189,
2003-10,0.197,
2003-11,0.175,
2003-12,0.183,
2004-01,0.211,
2004-02,0.196,
2004-03,0.206,
2004-04,0.216,
2004-05,0.215,
2004-06,0.201,
2004-07,0.189,
2004-08,0.190,
2004-09,0.188,
2004-10,0.184,
2004-11,0.186,
2004-12,0.181,
2005-01,0.188,
2005-02,0.190,
2005-03,0.196,
2005-04,0.207,
2005-05,0.218,
2005-06,0.200,
2005-07,0.266,
2005-08,0.244,
2005-09,0.226,
2005-10,0.184,
2005-11,0.174,
2005-12,0.118,
2006-01,0.074,
2006-02,0.068,
2006-03,0.064,
2006-04,0.068,
2006-05,0.054,
2006-06,0.049,
2006-07,0.045,
2006-08,0.045,
2006-09,0.051,
2006-10,0.050,
2006-11,0.045,
2006-12,0.050,
2007-01,0.066,
2007-02,0.065,
2007-03,0.068,
2007-04,0.073,
2007-05,0.081,
2007-06,0.080,
2007-07,0.062,
2007-08,0.054,
2007-09,0.050,
2007-10,0.051,
2007-11,0.055,
2007-12,0.044,
2008-01,0.076,
2008-02,0.082,
2008-03,0.077,
2008-04,0.163,
2008-05,0.069,
2008-06,0.050,
2008-07,0.053,
2008-08,0.053,
2008-09,0.058,
2008-10,0.057,
2008-11,0.063,
2008-12,0.047,
2009-01,0.097,
2009-02,0.083,
2009-03,0.184,
2009-04,0.084,
2009-05,0.104,
2009-06,0.095,
2009-07,0.093,
2009-08,0.056,
2009-09,0.063,
2009-10,0.044,
2009-11,0.063,
2009-12,0.043,
2010-01,0.036,
2010-02,0.047,
2010-03,0.067,
2010-04,0.070,
2010-05,0.077,
2010-06,0.077,
2010-07,0.064,
2010-08,0.074,
2010-09,0.079,
2010-10,0.067,
2010-11,0.140,
2010-12,0.109,
2011-01,0.136,
2011-02,0.135,
2011-03,0.129,
2011-04,0.118,
2011-05,0.234,
2011-06,0.154,
2011-07,0.087,
2011-08,0.084,
2011-09,0.065,
2011-10,0.076,
2011-11,0.062,
2011-12,0.090,
2012-01,0.126,
2012-02,0.146,
2012-03,0.119,
2012-04,0.115,
2012-05,0.165,
2012-06,0.131,
2012-07,0.113,
2012-08,0.141,
2012-09,0.059,
2012-10,0.063,
2012-11,0.076,
2012-12,0.096,
2013-01,0.111,
2013-02,0.099,
2013-03,0.098,
2013-04,0.110,
2013-05,0.099,
2013-06,0.066,
2013-07,0.082,
2013-08,0.080,
2013-09,0.089,
2013-10,0.079,
2013-11,0.077,
2013-12,0.082,
2014-01,0.073,
2014-02,0.065,
2014-03,0.078,
2014-04,0.079,
2014-05,0.213,
2014-06,0.120,
2014-07,0.174,
2014-08,0.184,
2014-09,0.168,
2014-10,0.199,
2014-11,0.192,
2014-12,0.183,
