"",BBK01.PQ0435,BBK01.PQ0435_FLAGS
"",Other loans to domestic employees and other individuals / Medium-term / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:53,
1968-10,0.003,
1969-01,0.003,
1969-04,0.009,
1969-07,0.009,
1969-10,0.004,
1970-01,0.008,
1970-04,0.009,
1970-07,0.004,
1970-10,0.004,
1971-01,0.004,
1971-04,0.004,
1971-07,0.004,
1971-10,0.004,
1972-01,0.003,
1972-04,0.003,
1972-07,0.008,
1972-10,0.009,
1973-01,0.010,
1973-04,0.005,
1973-07,0.005,
1973-10,0.010,
1974-01,0.010,
1974-04,0.021,
1974-07,0.021,
1974-10,0.008,
1975-01,0.009,
1975-04,0.009,
1975-07,0.009,
1975-10,0.009,
1976-01,0.008,
1976-04,0.006,
1976-07,0.006,
1976-10,0.006,
1977-01,0.010,
1977-04,0.009,
1977-07,0.008,
1977-10,0.009,
1978-01,0.009,
1978-04,0.009,
1978-07,0.007,
1978-10,0.011,
1979-01,0.012,
1979-04,0.013,
1979-07,0.015,
1979-10,0.015,
1980-01,0.019,
1980-04,0.014,
1980-07,0.013,
1980-10,0.011,
1981-01,0.012,
1981-04,0.011,
1981-07,0.010,
1981-10,0.008,
1982-01,0.008,
1982-04,0.008,
1982-07,0.009,
1982-10,0.010,
1983-01,0.010,
1983-04,0.010,
1983-07,0.011,
1983-10,0.013,
1984-01,0.012,
1984-04,0.013,
1984-07,0.013,
1984-10,0.023,
1985-01,0.025,
1985-04,0.022,
1985-07,0.026,
1985-10,0.024,
1986-01,0.026,
1986-04,0.022,
1986-07,0.020,
1986-10,0.020,
1987-01,0.026,
1987-04,0.025,
1987-07,0.030,
1987-10,0.027,
1988-01,0.046,
1988-04,0.044,
1988-07,0.046,
1988-10,0.052,
1989-01,0.050,
1989-04,0.046,
1989-07,0.039,
1989-10,0.061,
1990-01,0.055,
1990-04,0.052,
1990-07,0.053,
1990-10,0.044,
1991-01,0.038,
1991-04,0.044,
1991-07,0.049,
1991-10,0.060,
1992-01,0.060,
1992-04,0.072,
1992-07,0.088,
1992-10,0.090,
1993-01,0.072,
1993-04,0.071,
1993-07,0.066,
1993-10,0.061,
1994-01,0.058,
1994-04,0.071,
1994-07,0.080,
1994-10,0.084,
1995-01,0.183,
1995-04,0.203,
1995-07,0.209,
1995-10,0.175,
1996-01,0.211,
1996-04,0.220,
1996-07,0.232,
1996-10,0.247,
1997-01,0.234,
1997-04,1.070,
1997-07,1.079,
1997-10,1.061,
1998-01,1.876,
1998-04,1.874,
1998-07,1.855,
1998-10,1.834,
1999-01,1.319,
1999-04,1.533,
1999-07,1.643,
1999-10,1.720,
2000-01,3.246,
2000-04,3.336,
2000-07,3.445,
2000-10,3.863,
2001-01,3.840,
2001-04,3.910,
2001-07,4.211,
2001-10,4.205,
2002-01,3.769,
2002-04,3.684,
2002-07,3.763,
2002-10,3.826,
2003-01,3.709,
2003-04,3.141,
2003-07,2.926,
2003-10,2.915,
2004-01,2.894,
2004-04,2.984,
2004-07,3.054,
2004-10,3.099,
2005-01,3.098,
2005-04,3.145,
2005-07,3.218,
2005-10,3.922,
2006-01,3.864,
2006-04,3.978,
2006-07,4.078,
2006-10,4.254,
2007-01,4.241,
2007-04,4.443,
2007-07,4.518,
2007-10,3.855,
2008-01,3.866,
2008-04,4.003,
2008-07,3.567,
2008-10,4.580,
2009-01,4.867,
2009-04,5.352,
2009-07,5.720,
2009-10,6.825,
2010-01,6.849,
2010-04,5.563,
2010-07,4.979,
2010-10,5.013,
2011-01,5.012,
2011-04,5.055,
2011-07,5.037,
2011-10,5.007,
2012-01,4.300,
2012-04,4.290,
2012-07,4.190,
2012-10,4.130,
2013-01,4.115,
2013-04,4.093,
2013-07,4.034,
2013-10,3.992,
2014-01,4.078,
2014-04,4.278,
2014-07,4.470,
2014-10,4.507,
