"",BBK01.OUC298,BBK01.OUC298_FLAGS
"",Time deposits of resident households / for more than two years / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:07,
1999-01,1.461,
1999-02,1.421,
1999-03,1.369,
1999-04,1.333,
1999-05,1.312,
1999-06,1.278,
1999-07,1.244,
1999-08,1.216,
1999-09,0.515,
1999-10,0.494,
1999-11,0.487,
1999-12,0.515,
2000-01,0.493,
2000-02,0.472,
2000-03,0.463,
2000-04,0.444,
2000-05,0.430,
2000-06,0.419,
2000-07,0.407,
2000-08,0.391,
2000-09,0.383,
2000-10,0.365,
2000-11,0.383,
2000-12,0.383,
2001-01,0.374,
2001-02,0.368,
2001-03,0.363,
2001-04,0.346,
2001-05,0.333,
2001-06,0.326,
2001-07,0.320,
2001-08,0.320,
2001-09,0.318,
2001-10,0.307,
2001-11,0.295,
2001-12,0.294,
2002-01,0.287,
2002-02,0.277,
2002-03,0.280,
2002-04,0.273,
2002-05,0.421,
2002-06,0.265,
2002-07,0.261,
2002-08,0.258,
2002-09,0.256,
2002-10,0.235,
2002-11,0.235,
2002-12,0.247,
2003-01,0.235,
2003-02,0.228,
2003-03,0.225,
2003-04,0.226,
2003-05,0.232,
2003-06,0.232,
2003-07,0.234,
2003-08,0.231,
2003-09,0.229,
2003-10,0.229,
2003-11,0.228,
2003-12,0.234,
2004-01,0.237,
2004-02,0.242,
2004-03,0.239,
2004-04,0.240,
2004-05,0.244,
2004-06,0.341,
2004-07,0.347,
2004-08,0.341,
2004-09,0.344,
2004-10,0.342,
2004-11,0.342,
2004-12,2.449,
2005-01,2.416,
2005-02,2.416,
2005-03,2.397,
2005-04,2.378,
2005-05,2.368,
2005-06,2.341,
2005-07,2.313,
2005-08,2.272,
2005-09,2.241,
2005-10,2.213,
2005-11,2.166,
2005-12,2.151,
2006-01,2.106,
2006-02,2.073,
2006-03,2.059,
2006-04,2.055,
2006-05,2.044,
2006-06,2.047,
2006-07,2.041,
2006-08,2.031,
2006-09,2.010,
2006-10,1.992,
2006-11,1.966,
2006-12,1.951,
2007-01,1.914,
2007-02,1.877,
2007-03,1.861,
2007-04,1.849,
2007-05,1.842,
2007-06,1.833,
2007-07,1.827,
2007-08,1.820,
2007-09,1.818,
2007-10,1.809,
2007-11,1.798,
2007-12,1.790,
2008-01,1.791,
2008-02,1.775,
2008-03,1.748,
2008-04,1.737,
2008-05,1.718,
2008-06,1.694,
2008-07,1.686,
2008-08,1.670,
2008-09,1.636,
2008-10,1.649,
2008-11,1.862,
2008-12,2.091,
2009-01,2.180,
2009-02,2.236,
2009-03,2.444,
2009-04,2.529,
2009-05,2.608,
2009-06,2.566,
2009-07,2.668,
2009-08,2.775,
2009-09,2.894,
2009-10,2.957,
2009-11,3.021,
2009-12,3.063,
2010-01,3.139,
2010-02,3.184,
2010-03,3.218,
2010-04,3.262,
2010-05,3.260,
2010-06,3.231,
2010-07,3.237,
2010-08,3.232,
2010-09,3.219,
2010-10,3.206,
2010-11,3.176,
2010-12,3.098,
2011-01,3.026,
2011-02,2.912,
2011-03,2.901,
2011-04,2.361,
2011-05,2.325,
2011-06,2.337,
2011-07,2.333,
2011-08,2.262,
2011-09,2.155,
2011-10,2.122,
2011-11,2.119,
2011-12,2.110,
2012-01,2.051,
2012-02,2.030,
2012-03,1.942,
2012-04,1.931,
2012-05,1.908,
2012-06,1.872,
2012-07,1.799,
2012-08,1.799,
2012-09,1.722,
2012-10,1.680,
2012-11,1.689,
2012-12,1.639,
2013-01,1.578,
2013-02,1.533,
2013-03,1.494,
2013-04,1.423,
2013-05,1.389,
2013-06,1.351,
2013-07,1.318,
2013-08,1.295,
2013-09,1.262,
2013-10,1.228,
2013-11,1.209,
2013-12,1.183,
2014-01,1.154,
2014-02,1.132,
2014-03,1.004,
2014-04,0.963,
2014-05,0.938,
2014-06,0.921,
2014-07,0.884,
2014-08,0.866,
2014-09,0.838,
2014-10,0.816,
2014-11,0.796,
2014-12,0.763,Provisional value
