"",BBFB1.Q.N.DE.S6.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.Q.N.DE.S6.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other Asian countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:47:08,
1991-01,-400.257,
1991-04,1067.133,
1991-07,709.782,
1991-10,467.402,
1992-01,3496.288,
1992-04,1346.276,
1992-07,1784.524,
1992-10,1443.776,
1993-01,4474.001,
1993-04,-177.243,
1993-07,568.952,
1993-10,4427.948,
1994-01,410.772,
1994-04,2114.967,
1994-07,2602.731,
1994-10,315.866,
1995-01,547.936,
1995-04,6612.137,
1995-07,3944.536,
1995-10,3981.751,
1996-01,1169.054,
1996-04,1601.256,
1996-07,-4.010,
1996-10,-348.612,
1997-01,5443.547,
1997-04,8114.513,
1997-07,-2283.093,
1997-10,3322.197,
1998-01,1125.212,
1998-04,6696.141,
1998-07,6431.923,
1998-10,15580.543,
1999-01,-8931.252,
1999-04,10431.388,
1999-07,8869.573,
1999-10,12953.022,
2000-01,729.863,
2000-04,8404.499,
2000-07,4641.899,
2000-10,-982.199,
2001-01,11611.709,
2001-04,4710.239,
2001-07,3032.942,
2001-10,-4468.440,
2002-01,6260.709,
2002-04,-1996.776,
2002-07,7481.388,
2002-10,-4329.431,
2003-01,1825.789,
2003-04,3588.677,
2003-07,-3849.766,
2003-10,303.307,
2004-01,-376.292,
2004-04,-466.674,
2004-07,4222.213,
2004-10,4489.903,
2005-01,-5013.710,
2005-04,5559.082,
2005-07,6857.954,
2005-10,6454.163,
2006-01,1138.514,
2006-04,-2114.042,
2006-07,4345.834,
2006-10,10427.276,
2007-01,3082.942,
2007-04,10633.499,
2007-07,-398.006,
2007-10,21969.474,
2008-01,4634.475,
2008-04,9722.268,
2008-07,14358.016,
2008-10,-19572.345,
2009-01,10036.705,
2009-04,-12215.232,
2009-07,4441.968,
2009-10,-340.197,
2010-01,6472.850,
2010-04,8290.806,
2010-07,4464.310,
2010-10,4335.313,
2011-01,326.290,
2011-04,1923.210,
2011-07,7746.127,
2011-10,17898.064,
2012-01,15368.974,
2012-04,14480.993,
2012-07,2484.848,
2012-10,-15757.997,
2013-01,-4893.322,
2013-04,-48.848,
2013-07,-1252.132,
2013-10,4634.769,
2014-01,-647.089,Provisional value
2014-04,6909.273,Provisional value
2014-07,-2642.528,Provisional value
2014-10,-1362.810,Provisional value
