"",BBK01.OUL365,BBK01.OUL365_FLAGS
"",Loans to foreign non-banks for over five years / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:28,
1999-01,0.723,
1999-02,0.736,
1999-03,0.752,
1999-04,0.783,
1999-05,0.797,
1999-06,0.811,
1999-07,0.846,
1999-08,0.859,
1999-09,0.872,
1999-10,0.871,
1999-11,0.901,
1999-12,0.925,
2000-01,0.933,
2000-02,0.938,
2000-03,0.940,
2000-04,0.946,
2000-05,0.963,
2000-06,0.968,
2000-07,0.973,
2000-08,0.976,
2000-09,0.984,
2000-10,0.970,
2000-11,0.982,
2000-12,0.963,
2001-01,0.962,
2001-02,0.970,
2001-03,0.975,
2001-04,0.976,
2001-05,0.976,
2001-06,0.986,
2001-07,0.997,
2001-08,1.002,
2001-09,1.008,
2001-10,1.014,
2001-11,1.008,
2001-12,1.009,
2002-01,1.025,
2002-02,1.027,
2002-03,1.043,
2002-04,1.049,
2002-05,1.051,
2002-06,1.050,
2002-07,1.040,
2002-08,1.047,
2002-09,1.045,
2002-10,1.046,
2002-11,1.036,
2002-12,1.028,
2003-01,1.020,
2003-02,1.015,
2003-03,1.022,
2003-04,1.028,
2003-05,1.024,
2003-06,1.002,
2003-07,1.012,
2003-08,1.011,
2003-09,1.022,
2003-10,1.027,
2003-11,1.027,
2003-12,1.030,
2004-01,1.029,
2004-02,1.036,
2004-03,1.044,
2004-04,1.038,
2004-05,1.073,
2004-06,1.076,
2004-07,1.081,
2004-08,1.088,
2004-09,1.092,
2004-10,1.085,
2004-11,1.089,
2004-12,1.086,
2005-01,1.094,
2005-02,1.091,
2005-03,1.095,
2005-04,1.103,
2005-05,1.104,
2005-06,1.113,
2005-07,1.109,
2005-08,1.126,
2005-09,1.130,
2005-10,1.139,
2005-11,1.143,
2005-12,1.221,
2006-01,1.227,
2006-02,1.244,
2006-03,1.260,
2006-04,1.262,
2006-05,1.274,
2006-06,1.256,
2006-07,1.263,
2006-08,1.275,
2006-09,1.276,
2006-10,1.292,
2006-11,1.289,
2006-12,1.356,
2007-01,1.351,
2007-02,1.357,
2007-03,1.371,
2007-04,1.385,
2007-05,1.398,
2007-06,1.424,
2007-07,1.458,
2007-08,1.485,
2007-09,1.513,
2007-10,1.519,
2007-11,1.542,
2007-12,1.564,
2008-01,1.582,
2008-02,1.583,
2008-03,1.591,
2008-04,1.934,
2008-05,1.953,
2008-06,1.986,
2008-07,2.043,
2008-08,2.055,
2008-09,2.122,
2008-10,2.146,
2008-11,2.171,
2008-12,2.104,
2009-01,2.101,
2009-02,2.124,
2009-03,2.136,
2009-04,2.150,
2009-05,2.162,
2009-06,2.175,
2009-07,2.195,
2009-08,2.202,
2009-09,2.310,
2009-10,2.321,
2009-11,2.340,
2009-12,2.328,
2010-01,2.329,
2010-02,2.335,
2010-03,2.343,
2010-04,2.358,
2010-05,2.367,
2010-06,2.411,
2010-07,2.421,
2010-08,2.440,
2010-09,2.446,
2010-10,2.438,
2010-11,2.454,
2010-12,2.507,
2011-01,2.518,
2011-02,2.546,
2011-03,2.458,
2011-04,2.491,
2011-05,2.208,
2011-06,2.221,
2011-07,2.248,
2011-08,2.294,
2011-09,2.345,
2011-10,2.360,
2011-11,2.375,
2011-12,2.435,
2012-01,2.456,
2012-02,2.474,
2012-03,2.484,
2012-04,2.514,
2012-05,2.443,
2012-06,2.524,
2012-07,2.552,
2012-08,2.572,
2012-09,2.607,
2012-10,2.651,
2012-11,2.671,
2012-12,2.706,
2013-01,2.730,
2013-02,2.754,
2013-03,2.780,
2013-04,2.829,
2013-05,2.860,
2013-06,2.884,
2013-07,2.938,
2013-08,2.979,
2013-09,2.982,
2013-10,3.003,
2013-11,3.041,
2013-12,3.094,
2014-01,3.103,
2014-02,3.125,
2014-03,3.154,
2014-04,3.119,
2014-05,3.150,
2014-06,3.153,
2014-07,3.175,
2014-08,3.201,
2014-09,3.230,
2014-10,3.241,
2014-11,3.276,
2014-12,3.331,Provisional value
