"",BBK01.TYI305,BBK01.TYI305_FLAGS
"",Deposits with an agreed maturity of uo to 2 years / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:46,
1980-01,0,
1980-02,2244,
1980-03,-98,
1980-04,625,
1980-05,3126,
1980-06,-2212,
1980-07,2200,
1980-08,2311,
1980-09,-3299,
1980-10,2628,
1980-11,2262,
1980-12,7445,
1981-01,-2401,
1981-02,2280,
1981-03,1029,
1981-04,4901,
1981-05,3701,
1981-06,-1618,
1981-07,4872,
1981-08,3962,
1981-09,-213,
1981-10,1844,
1981-11,-1174,
1981-12,5761,
1982-01,-1530,
1982-02,708,
1982-03,-1776,
1982-04,844,
1982-05,2025,
1982-06,-3059,
1982-07,3071,
1982-08,1911,
1982-09,-1433,
1982-10,1684,
1982-11,-4390,
1982-12,5655,
1983-01,-5440,
1983-02,-370,
1983-03,-3601,
1983-04,-1825,
1983-05,698,
1983-06,-2993,
1983-07,1980,
1983-08,2403,
1983-09,-681,
1983-10,1851,
1983-11,-2141,
1983-12,5358,
1984-01,-3292,
1984-02,1448,
1984-03,-2875,
1984-04,1386,
1984-05,3384,
1984-06,-1689,
1984-07,2317,
1984-08,3826,
1984-09,-1045,
1984-10,1940,
1984-11,-1810,
1984-12,2370,
1985-01,-1049,
1985-02,1725,
1985-03,-2469,
1985-04,1516,
1985-05,2876,
1985-06,-970,
1985-07,387,
1985-08,1495,
1985-09,-3608,
1985-10,1039,
1985-11,-966,
1985-12,5674,
1986-01,804,
1986-02,-454,
1986-03,-5549,
1986-04,-2648,
1986-05,2304,
1986-06,-305,
1986-07,2002,
1986-08,4209,
1986-09,-2470,
1986-10,3515,
1986-11,555,
1986-12,2616,
1987-01,1569,
1987-02,-774,
1987-03,-4852,
1987-04,-578,
1987-05,3189,
1987-06,-5147,
1987-07,1743,
1987-08,2286,
1987-09,-3016,
1987-10,3319,
1987-11,384,
1987-12,6698,
1988-01,-2001,
1988-02,-2094,
1988-03,-5208,
1988-04,819,
1988-05,1271,
1988-06,-3377,
1988-07,-283,
1988-08,4031,
1988-09,1636,
1988-10,2113,
1988-11,1425,
1988-12,4425,
1989-01,-2296,
1989-02,1641,
1989-03,322,
1989-04,2994,
1989-05,2167,
1989-06,233,
1989-07,3977,
1989-08,5110,
1989-09,840,
1989-10,2767,
1989-11,3921,
1989-12,10898,
1990-01,3355,
1990-02,3885,
1990-03,-353,
1990-04,1697,
1990-05,5412,
1990-06,244,
1990-07,1270,
1990-08,10074,
1990-09,3409,
1990-10,5156,
1990-11,1752,
1990-12,8403,
1991-01,6096,
1991-02,5770,
1991-03,-1910,
1991-04,1249,
1991-05,5194,
1991-06,-773,
1991-07,1095,
1991-08,7729,
1991-09,-868,
1991-10,3671,
1991-11,3257,
1991-12,10108,
1992-01,8111,
1992-02,4835,
1992-03,-1482,
1992-04,2141,
1992-05,5118,
1992-06,-1401,
1992-07,5891,
1992-08,5374,
1992-09,8104,
1992-10,-1769,
1992-11,-6827,
1992-12,-1036,
1993-01,7760,
1993-02,1965,
1993-03,-33,
1993-04,2129,
1993-05,4547,
1993-06,-1933,
1993-07,5084,
1993-08,1138,
1993-09,-4848,
1993-10,1935,
1993-11,-2130,
1993-12,18069,
1994-01,4134,
1994-02,1069,
1994-03,55,
1994-04,-745,
1994-05,-1129,
1994-06,-8504,
1994-07,-2825,
1994-08,-3065,
1994-09,-8376,
1994-10,-5137,
1994-11,-10331,
1994-12,-3120,
1995-01,-1397,
1995-02,-4897,
1995-03,-5848,
1995-04,-6094,
1995-05,52,
1995-06,-8238,
1995-07,-2531,
1995-08,2947,
1995-09,-4816,
1995-10,-3396,
1995-11,-4508,
1995-12,-572,
1996-01,1867,
1996-02,-1885,
1996-03,-6920,
1996-04,-4837,
1996-05,155,
1996-06,-6385,
1996-07,-1351,
1996-08,2785,
1996-09,-5644,
1996-10,-2971,
1996-11,-4599,
1996-12,7356,
1997-01,4833,
1997-02,-3339,
1997-03,-5298,
1997-04,-1426,
1997-05,1541,
1997-06,-8123,
1997-07,250,
1997-08,2207,
1997-09,-4313,
1997-10,1731,
1997-11,1309,
1997-12,8786,
1998-01,-383,
1998-02,-676,
1998-03,-4255,
1998-04,41,
1998-05,3639,
1998-06,-6885,
1998-07,4660,
1998-08,2604,
1998-09,-3106,
1998-10,1677,
1998-11,-107,
1998-12,22952,
1999-01,6429,
1999-02,-1944,
1999-03,213,
1999-04,-5541,
1999-05,-99,
1999-06,-6225,
1999-07,2139,
1999-08,1761,
1999-09,-2655,
1999-10,6074,
1999-11,813,
1999-12,13995,
2000-01,-10354,
2000-02,2004,
2000-03,1194,
2000-04,-3759,
2000-05,9235,
2000-06,-2523,
2000-07,1277,
2000-08,7037,
2000-09,4094,
2000-10,371,
2000-11,5542,
2000-12,12407,
2001-01,1453,
2001-02,2475,
2001-03,4123,
2001-04,-2778,
2001-05,3138,
2001-06,1909,
2001-07,1598,
2001-08,3677,
2001-09,-1172,
2001-10,882,
2001-11,-3849,
2001-12,6311,
2002-01,-10150,
2002-02,-3474,
2002-03,1577,
2002-04,-4821,
2002-05,4498,
2002-06,293,
2002-07,-223,
2002-08,3716,
2002-09,-9412,
2002-10,6765,
2002-11,-5557,
2002-12,6836,
2003-01,-4710,
2003-02,-732,
2003-03,-5182,
2003-04,-1991,
2003-05,7439,
2003-06,-11817,
2003-07,-1341,
2003-08,2907,
2003-09,-13815,
2003-10,-3548,
2003-11,-338,
2003-12,3477,
2004-01,-14070,
2004-02,-5239,
2004-03,-109,
2004-04,-4976,
2004-05,8690,
2004-06,-9830,
2004-07,3858,
2004-08,676,
2004-09,-5113,
2004-10,2291,
2004-11,-9456,
2004-12,23534,
2005-01,-15815,
2005-02,-5586,
2005-03,-5496,
2005-04,6928,
2005-05,3015,
2005-06,-5752,
2005-07,1085,
2005-08,1138,
2005-09,122,
2005-10,2102,
2005-11,844,
2005-12,10161,
2006-01,278,
2006-02,746,
2006-03,1277,
2006-04,12707,
2006-05,496,
2006-06,4880,
2006-07,4630,
2006-08,9753,
2006-09,10454,
2006-10,8638,
2006-11,7342,
2006-12,15666,
2007-01,2678,
2007-02,4161,
2007-03,8138,
2007-04,17446,
2007-05,6354,
2007-06,12250,
2007-07,9275,
2007-08,26851,
2007-09,16168,
2007-10,15610,
2007-11,10750,
2007-12,51087,
2008-01,-5104,
2008-02,19663,
2008-03,717,
2008-04,25197,
2008-05,17389,
2008-06,-4282,
2008-07,35642,
2008-08,14100,
2008-09,-846,
2008-10,13849,
2008-11,9973,
2008-12,-2185,
2009-01,-47781,
2009-02,-23076,
2009-03,-19398,
2009-04,-20829,
2009-05,-15038,
2009-06,-33914,
2009-07,-19038,
2009-08,-17977,
2009-09,-26100,
2009-10,-30739,
2009-11,-16828,
2009-12,3747,
2010-01,-27625,
2010-02,-11584,
2010-03,-39,
2010-04,-21911,
2010-05,-5293,
2010-06,-1503,
2010-07,-1517,
2010-08,4517,
2010-09,2529,
2010-10,670,
2010-11,-5099,
2010-12,8782,
2011-01,-6742,
2011-02,5234,
2011-03,3793,
2011-04,10218,
2011-05,10897,
2011-06,-381,
2011-07,13495,
2011-08,6574,
2011-09,12290,
2011-10,-2706,
2011-11,1659,
2011-12,6228,
2012-01,-1039,
2012-02,-3625,
2012-03,-806,
2012-04,3125,
2012-05,2921,
2012-06,6632,
2012-07,-830,
2012-08,-2059,
2012-09,-13549,
2012-10,-11137,
2012-11,-9022,
2012-12,-24151,
2013-01,-10233,
2013-02,-8282,
2013-03,3628,
2013-04,-1310,
2013-05,73,
2013-06,-5667,
2013-07,-3021,
2013-08,2389,
2013-09,-6474,
2013-10,-720,
2013-11,-1876,
2013-12,7128,
2014-01,-4926,
2014-02,4383,
2014-03,3685,
2014-04,-3323,
2014-05,7294,
2014-06,-2521,
2014-07,40,
2014-08,2917,
2014-09,-4846,
2014-10,-9337,
2014-11,320,
2014-12,4602,
2015-01,-4202,
