"",BBK01.XU8869,BBK01.XU8869_FLAGS
"",Germany / Imports / Product Classification for Production Statistics from 2002 / Intermediate goods / 1 /,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,thousand,
last update,2015-02-20 10:38:49,
1995-01,7771609,
1995-02,8508176,
1995-03,10326040,
1995-04,8706703,
1995-05,9302626,
1995-06,9903162,
1995-07,9341020,
1995-08,8523610,
1995-09,9325326,
1995-10,9792966,
1995-11,9121547,
1995-12,9034510,
1996-01,9092272,
1996-02,8221313,
1996-03,9046375,
1996-04,8730509,
1996-05,8679640,
1996-06,8878310,
1996-07,9142228,
1996-08,7901961,
1996-09,8649689,
1996-10,9715271,
1996-11,9057659,
1996-12,8456145,
1997-01,8751079,
1997-02,8561543,
1997-03,9159449,
1997-04,9446551,
1997-05,9896546,
1997-06,10290622,
1997-07,10713537,
1997-08,9444710,
1997-09,10048111,
1997-10,11064955,
1997-11,10738107,
1997-12,9731037,
1998-01,10848616,
1998-02,10510923,
1998-03,11349920,
1998-04,12305291,
1998-05,10481197,
1998-06,12064479,
1998-07,11810251,
1998-08,10215801,
1998-09,9887222,
1998-10,11574750,
1998-11,10012087,
1998-12,10283188,
1999-01,8998244,
1999-02,10308610,
1999-03,11167191,
1999-04,10554946,
1999-05,10775706,
1999-06,11234630,
1999-07,11886068,
1999-08,11356722,
1999-09,10946873,
1999-10,11793952,
1999-11,12024050,
1999-12,11039338,
2000-01,11948240,
2000-02,12028414,
2000-03,13668656,
2000-04,12122905,
2000-05,14746322,
2000-06,13465919,
2000-07,13189024,
2000-08,14993107,
2000-09,13996005,
2000-10,15311551,
2000-11,15328293,
2000-12,14290267,
2001-01,13854391,
2001-02,14310271,
2001-03,14558494,
2001-04,14762284,
2001-05,14688737,
2001-06,14551053,
2001-07,14564056,
2001-08,13259999,
2001-09,12813282,
2001-10,13915465,
2001-11,13993017,
2001-12,10875391,
2002-01,11452681,
2002-02,11493139,
2002-03,12360709,
2002-04,13454986,
2002-05,11897744,
2002-06,13757424,
2002-07,12707497,
2002-08,12426447,
2002-09,12240104,
2002-10,13476820,
2002-11,13328462,
2002-12,11552027,
2003-01,12010768,
2003-02,12468820,
2003-03,13417503,
2003-04,12880155,
2003-05,12880238,
2003-06,12966148,
2003-07,12591782,
2003-08,11489805,
2003-09,12597519,
2003-10,13287912,
2003-11,13777171,
2003-12,12032388,
2004-01,12514179,
2004-02,13141276,
2004-03,14379803,
2004-04,14319525,
2004-05,13576698,
2004-06,13912734,
2004-07,15012980,
2004-08,14117440,
2004-09,14828813,
2004-10,15214669,
2004-11,15926986,
2004-12,13863883,
2005-01,14170257,
2005-02,14110144,
2005-03,14501691,
2005-04,15360222,
2005-05,15769882,
2005-06,15106949,
2005-07,15611145,
2005-08,14834567,
2005-09,15183355,
2005-10,16203950,
2005-11,16454583,
2005-12,15596998,
2006-01,16318238,
2006-02,16281977,
2006-03,18073069,
2006-04,17496211,
2006-05,18261988,
2006-06,18160504,
2006-07,18817644,
2006-08,18114081,
2006-09,18955053,
2006-10,20367812,
2006-11,19893936,
2006-12,17657154,
2007-01,19410431,
2007-02,20539201,
2007-03,21010781,
2007-04,20729658,
2007-05,20630520,
2007-06,21260498,
2007-07,20709661,
2007-08,20622829,
2007-09,19885218,
2007-10,21823613,
2007-11,20151513,
2007-12,17737283,
"",General: 1 Source: Federal Statistical Office.,
