"",BBFB1.Q.N.DE.W1.S1.S1.T.A.FA.D3.FL._Z._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.A.FA.D3.FL._Z._T._X.N_FLAGS
"",Assets (Net Acquisition of) / Financial account / Debt instruments (FDI) / Rest of the World / Total economy / Direct investment between fellow enterprises,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-30 15:57:33,
1991-01,-,Nothing exists
1991-04,-,Nothing exists
1991-07,-,Nothing exists
1991-10,-,Nothing exists
1992-01,-,Nothing exists
1992-04,-,Nothing exists
1992-07,-,Nothing exists
1992-10,-,Nothing exists
1993-01,-,Nothing exists
1993-04,-,Nothing exists
1993-07,-,Nothing exists
1993-10,-,Nothing exists
1994-01,-,Nothing exists
1994-04,-,Nothing exists
1994-07,-,Nothing exists
1994-10,-,Nothing exists
1995-01,-19.513,
1995-04,-6.187,
1995-07,135.875,
1995-10,-14.637,
1996-01,-19.741,
1996-04,45.418,
1996-07,-70.023,
1996-10,-69.950,
1997-01,13.884,
1997-04,-66.778,
1997-07,-115.917,
1997-10,170.361,
1998-01,50.829,
1998-04,129.881,
1998-07,465.816,
1998-10,1513.474,
1999-01,-16.860,
1999-04,-57.971,
1999-07,-86.171,
1999-10,20.295,
2000-01,-26.228,
2000-04,1406.210,
2000-07,30.846,
2000-10,598.503,
2001-01,615.650,
2001-04,-86.858,
2001-07,370.658,
2001-10,1179.711,
2002-01,602.256,
2002-04,64.474,
2002-07,1484.649,
2002-10,1382.974,
2003-01,-139.482,
2003-04,-302.844,
2003-07,-1756.030,
2003-10,-373.604,
2004-01,452.111,
2004-04,989.243,
2004-07,117.159,
2004-10,-183.644,
2005-01,637.297,
2005-04,7.279,
2005-07,109.610,
2005-10,-659.481,
2006-01,256.599,
2006-04,-147.660,
2006-07,373.421,
2006-10,855.710,
2007-01,-1095.563,
2007-04,-251.032,
2007-07,128.103,
2007-10,958.912,
2008-01,563.259,
2008-04,145.669,
2008-07,-625.342,
2008-10,-2216.806,
2009-01,3.858,
2009-04,565.855,
2009-07,463.931,
2009-10,-110.354,
2010-01,-184.556,
2010-04,1335.337,
2010-07,2569.994,
2010-10,1930.865,
2011-01,238.276,
2011-04,470.338,
2011-07,-288.322,
2011-10,947.302,
2012-01,-1522.989,
2012-04,-129.496,
2012-07,205.038,
2012-10,2268.266,
2013-01,734.518,
2013-04,3400.759,
2013-07,916.643,
2013-10,-3309.340,
2014-01,2521.451,
2014-04,1881.746,
2014-07,2919.040,
