"",BBNZ1.Q.DE.N.H.0933.A,BBNZ1.Q.DE.N.H.0933.A_FLAGS
"",Germany / National accounts / Unit labour costs per hour / Construction,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:58,
1991-01,68.25,
1991-04,63.48,
1991-07,62.81,
1991-10,69.09,
1992-01,72.30,
1992-04,66.76,
1992-07,67.95,
1992-10,72.23,
1993-01,78.91,
1993-04,72.31,
1993-07,71.84,
1993-10,80.26,
1994-01,82.52,
1994-04,73.74,
1994-07,74.01,
1994-10,81.00,
1995-01,86.67,
1995-04,78.27,
1995-07,79.02,
1995-10,87.16,
1996-01,99.58,
1996-04,80.61,
1996-07,80.77,
1996-10,88.57,
1997-01,98.61,
1997-04,80.27,
1997-07,80.64,
1997-10,86.16,
1998-01,93.66,
1998-04,83.97,
1998-07,81.55,
1998-10,85.77,
1999-01,96.93,
1999-04,84.70,
1999-07,79.98,
1999-10,82.90,
2000-01,96.39,
2000-04,86.33,
2000-07,82.50,
2000-10,85.97,
2001-01,99.67,
2001-04,88.38,
2001-07,83.82,
2001-10,86.27,
2002-01,100.07,
2002-04,87.94,
2002-07,82.96,
2002-10,87.07,
2003-01,105.75,
2003-04,90.80,
2003-07,83.61,
2003-10,87.59,
2004-01,104.69,
2004-04,90.30,
2004-07,86.06,
2004-10,87.87,
2005-01,112.38,
2005-04,90.37,
2005-07,84.69,
2005-10,88.58,
2006-01,113.74,
2006-04,93.48,
2006-07,85.97,
2006-10,86.34,
2007-01,109.00,
2007-04,96.97,
2007-07,90.58,
2007-10,91.22,
2008-01,111.63,
2008-04,95.59,
2008-07,91.33,
2008-10,94.44,
2009-01,124.88,
2009-04,105.83,
2009-07,96.72,
2009-10,100.36,
2010-01,117.82,
2010-04,96.95,
2010-07,92.53,
2010-10,98.46,
2011-01,114.31,
2011-04,100.58,
2011-07,95.40,
2011-10,97.31,
2012-01,114.75,
2012-04,104.02,
2012-07,98.82,
2012-10,102.74,
2013-01,122.00,
2013-04,104.98,
2013-07,97.39,
2013-10,102.95,
2014-01,115.37,
2014-04,105.34,
2014-07,99.04,
2014-10,103.05,
