"",BBK01.OUN393,BBK01.OUN393_FLAGS
"",Time deposits of banks (MFIs) (excluding the Bundesbank) / short-therm / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:43,
1999-01,22.368,
1999-02,22.078,
1999-03,20.314,
1999-04,18.309,
1999-05,19.265,
1999-06,19.024,
1999-07,18.806,
1999-08,22.377,
1999-09,21.495,
1999-10,25.075,
1999-11,23.844,
1999-12,18.432,
2000-01,18.530,
2000-02,15.083,
2000-03,15.755,
2000-04,13.128,
2000-05,13.828,
2000-06,10.023,
2000-07,9.107,
2000-08,10.396,
2000-09,8.884,
2000-10,10.135,
2000-11,9.887,
2000-12,9.952,
2001-01,7.671,
2001-02,9.985,
2001-03,10.302,
2001-04,7.150,
2001-05,9.223,
2001-06,11.611,
2001-07,11.494,
2001-08,14.004,
2001-09,12.071,
2001-10,13.432,
2001-11,13.318,
2001-12,10.266,
2002-01,12.214,
2002-02,13.014,
2002-03,11.257,
2002-04,9.030,
2002-05,14.527,
2002-06,14.222,
2002-07,11.940,
2002-08,15.326,
2002-09,10.939,
2002-10,14.950,
2002-11,13.062,
2002-12,12.521,
2003-01,12.752,
2003-02,15.391,
2003-03,14.257,
2003-04,14.119,
2003-05,17.909,
2003-06,18.758,
2003-07,18.982,
2003-08,18.338,
2003-09,18.282,
2003-10,19.912,
2003-11,21.592,
2003-12,16.422,
2004-01,12.467,
2004-02,13.286,
2004-03,12.864,
2004-04,12.123,
2004-05,13.597,
2004-06,13.358,
2004-07,14.202,
2004-08,13.956,
2004-09,16.202,
2004-10,15.051,
2004-11,15.081,
2004-12,15.274,
2005-01,18.335,
2005-02,22.454,
2005-03,19.525,
2005-04,17.536,
2005-05,15.168,
2005-06,16.649,
2005-07,14.164,
2005-08,18.059,
2005-09,22.331,
2005-10,20.801,
2005-11,16.870,
2005-12,17.705,
2006-01,16.615,
2006-02,17.533,
2006-03,17.539,
2006-04,17.154,
2006-05,16.372,
2006-06,15.675,
2006-07,14.231,
2006-08,16.007,
2006-09,13.389,
2006-10,12.974,
2006-11,11.804,
2006-12,15.803,
2007-01,14.738,
2007-02,13.742,
2007-03,17.877,
2007-04,20.639,
2007-05,20.745,
2007-06,20.257,
2007-07,19.481,
2007-08,28.004,
2007-09,27.008,
2007-10,30.045,
2007-11,26.396,
2007-12,25.684,
2008-01,27.915,
2008-02,31.501,
2008-03,32.239,
2008-04,30.975,
2008-05,30.884,
2008-06,23.195,
2008-07,30.300,
2008-08,29.884,
2008-09,29.686,
2008-10,24.921,
2008-11,26.282,
2008-12,31.175,
2009-01,32.433,
2009-02,34.189,
2009-03,31.271,
2009-04,30.497,
2009-05,27.457,
2009-06,22.088,
2009-07,23.683,
2009-08,20.116,
2009-09,19.477,
2009-10,20.224,
2009-11,20.360,
2009-12,20.817,
2010-01,22.279,
2010-02,25.988,
2010-03,23.639,
2010-04,21.185,
2010-05,21.777,
2010-06,14.015,
2010-07,15.529,
2010-08,16.485,
2010-09,14.152,
2010-10,14.100,
2010-11,12.829,
2010-12,13.036,
2011-01,11.473,
2011-02,16.170,
2011-03,16.153,
2011-04,14.632,
2011-05,17.507,
2011-06,14.689,
2011-07,16.062,
2011-08,16.851,
2011-09,14.634,
2011-10,14.699,
2011-11,15.979,
2011-12,13.687,
2012-01,13.773,
2012-02,12.438,
2012-03,12.067,
2012-04,11.164,
2012-05,11.258,
2012-06,13.404,
2012-07,11.487,
2012-08,11.995,
2012-09,10.118,
2012-10,10.410,
2012-11,10.661,
2012-12,10.497,
2013-01,9.771,
2013-02,10.288,
2013-03,10.402,
2013-04,11.072,
2013-05,11.378,
2013-06,11.138,
2013-07,9.643,
2013-08,14.632,
2013-09,13.001,
2013-10,13.547,
2013-11,13.757,
2013-12,13.782,
2014-01,15.464,
2014-02,16.842,
2014-03,18.288,
2014-04,16.289,
2014-05,14.972,
2014-06,14.416,
2014-07,14.237,
2014-08,14.548,
2014-09,13.896,
2014-10,14.330,
2014-11,10.752,
2014-12,9.453,Provisional value
