"",BBK01.WZ3437,BBK01.WZ3437_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 14.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:19,
1986-06,6.24,
1986-07,6.23,
1986-08,6.04,
1986-09,6.46,
1986-10,6.74,
1986-11,6.33,
1986-12,6.37,
1987-01,6.38,
1987-02,6.59,
1987-03,6.19,
1987-04,6.21,
1987-05,6.29,
1987-06,6.79,
1987-07,7.01,
1987-08,7.15,
1987-09,7.49,
1987-10,7.02,
1987-11,7.01,
1987-12,7.20,
1988-01,7.43,
1988-02,7.04,
1988-03,7.09,
1988-04,7.30,
1988-05,7.51,
1988-06,7.42,
1988-07,7.46,
1988-08,7.36,
1988-09,7.11,
1988-10,6.88,
1988-11,7.03,
1988-12,6.97,
1989-01,6.94,
1989-02,7.09,
1989-03,7.13,
1989-04,6.96,
1989-05,7.08,
1989-06,6.86,
1989-07,6.69,
1989-08,6.87,
1989-09,6.98,
1989-10,7.08,
1989-11,7.25,
1989-12,7.25,
1990-01,7.66,
1990-02,8.47,
1990-03,8.29,
1990-04,8.83,
1990-05,8.68,
1990-06,8.59,
1990-07,8.46,
1990-08,8.87,
1990-09,9.02,
1990-10,8.85,
1990-11,8.60,
1990-12,9.09,
1991-01,8.32,
1991-02,8.10,
1991-03,8.22,
1991-04,8.03,
1991-05,8.01,
1991-06,8.21,
1991-07,8.39,
1991-08,8.10,
1991-09,8.05,
1991-10,7.94,
1991-11,7.81,
1991-12,7.66,
1992-01,7.50,
1992-02,7.52,
1992-03,7.51,
1992-04,7.72,
1992-05,7.70,
1992-06,7.80,
1992-07,7.79,
1992-08,7.66,
1992-09,7.27,
1992-10,7.23,
1992-11,7.16,
1992-12,7.11,
1993-01,7.03,
1993-02,6.86,
1993-03,6.95,
1993-04,6.97,
1993-05,7.04,
1993-06,6.88,
1993-07,6.74,
1993-08,6.39,
1993-09,6.44,
1993-10,6.25,
1993-11,6.28,
1993-12,6.15,
1994-01,6.20,
1994-02,6.75,
1994-03,6.94,
1994-04,7.22,
1994-05,7.55,
1994-06,7.47,
1994-07,7.46,
1994-08,7.74,
1994-09,7.97,
1994-10,7.94,
1994-11,7.74,
1994-12,7.91,
1995-01,7.73,
1995-02,7.65,
1995-03,7.75,
1995-04,7.59,
1995-05,7.26,
1995-06,7.60,
1995-07,7.46,
1995-08,7.39,
1995-09,7.45,
1995-10,7.24,
1995-11,6.99,
1995-12,6.81,
1996-01,6.64,
1996-02,7.20,
1996-03,7.21,
1996-04,7.08,
1996-05,7.25,
1996-06,7.26,
1996-07,7.07,
1996-08,7.17,
1996-09,6.86,
1996-10,6.78,
1996-11,6.53,
1996-12,6.61,
1997-01,6.60,
1997-02,6.19,
1997-03,6.61,
1997-04,6.57,
1997-05,6.69,
1997-06,6.40,
1997-07,6.13,
1997-08,6.28,
1997-09,6.03,
1997-10,6.08,
1997-11,5.94,
1997-12,5.74,
1998-01,5.48,
1998-02,5.34,
1998-03,5.29,
1998-04,5.45,
1998-05,5.28,
1998-06,5.20,
1998-07,5.05,
1998-08,4.74,
1998-09,4.51,
1998-10,4.74,
1998-11,4.52,
1998-12,4.48,
1999-01,4.20,
1999-02,4.59,
1999-03,4.67,
1999-04,4.50,
1999-05,4.79,
1999-06,5.11,
1999-07,5.27,
1999-08,5.46,
1999-09,5.62,
1999-10,5.58,
1999-11,5.55,
1999-12,5.71,
2000-01,5.89,
2000-02,5.76,
2000-03,5.47,
2000-04,5.61,
2000-05,5.44,
2000-06,5.45,
2000-07,5.40,
2000-08,5.40,
2000-09,5.42,
2000-10,5.43,
2000-11,5.31,
2000-12,5.17,
2001-01,5.14,
2001-02,5.07,
2001-03,5.11,
2001-04,5.40,
2001-05,5.62,
2001-06,5.51,
2001-07,5.37,
2001-08,5.28,
2001-09,5.37,
2001-10,4.97,
2001-11,5.03,
2001-12,5.33,
2002-01,5.25,
2002-02,5.27,
2002-03,5.53,
2002-04,5.43,
2002-05,5.46,
2002-06,5.26,
2002-07,5.21,
2002-08,4.94,
2002-09,4.80,
2002-10,5.04,
2002-11,5.02,
2002-12,4.74,
2003-01,4.56,
2003-02,4.58,
2003-03,4.66,
2003-04,4.75,
2003-05,4.34,
2003-06,4.54,
2003-07,4.69,
2003-08,4.69,
2003-09,4.67,
2003-10,4.87,
2003-11,4.93,
2003-12,4.80,
2004-01,4.84,
2004-02,4.65,
2004-03,4.59,
2004-04,4.78,
2004-05,4.84,
2004-06,4.82,
2004-07,4.72,
2004-08,4.54,
2004-09,4.47,
2004-10,4.36,
2004-11,4.24,
2004-12,4.11,
2005-01,3.90,
2005-02,4.04,
2005-03,4.05,
2005-04,3.81,
2005-05,3.65,
2005-06,3.53,
2005-07,3.52,
2005-08,3.48,
2005-09,3.49,
2005-10,3.69,
2005-11,3.68,
2005-12,3.49,
2006-01,3.69,
2006-02,3.70,
2006-03,3.95,
2006-04,4.19,
2006-05,4.18,
2006-06,4.29,
2006-07,4.14,
2006-08,3.99,
2006-09,3.82,
2006-10,3.89,
2006-11,3.84,
2006-12,4.05,
2007-01,4.20,
2007-02,4.08,
2007-03,4.19,
2007-04,4.35,
