"",BBK01.TVD425,BBK01.TVD425_FLAGS
"",Claims on non-Euro-Area residents / of which loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:01,
1980-01,0,
1980-02,563,
1980-03,2933,
1980-04,959,
1980-05,-258,
1980-06,-316,
1980-07,-643,
1980-08,1071,
1980-09,-26,
1980-10,2555,
1980-11,2315,
1980-12,-744,
1981-01,279,
1981-02,34,
1981-03,1498,
1981-04,-988,
1981-05,2618,
1981-06,-95,
1981-07,1052,
1981-08,596,
1981-09,-1366,
1981-10,1520,
1981-11,1791,
1981-12,1606,
1982-01,-2041,
1982-02,1091,
1982-03,-22,
1982-04,-1220,
1982-05,659,
1982-06,361,
1982-07,-272,
1982-08,403,
1982-09,898,
1982-10,394,
1982-11,1009,
1982-12,580,
1983-01,-1977,
1983-02,-539,
1983-03,-1230,
1983-04,258,
1983-05,866,
1983-06,2335,
1983-07,-1314,
1983-08,-259,
1983-09,1435,
1983-10,489,
1983-11,1522,
1983-12,2006,
1984-01,-1278,
1984-02,372,
1984-03,-105,
1984-04,-633,
1984-05,1158,
1984-06,471,
1984-07,-214,
1984-08,232,
1984-09,4282,
1984-10,1328,
1984-11,1967,
1984-12,4333,
1985-01,-1054,
1985-02,4276,
1985-03,-2063,
1985-04,-704,
1985-05,-549,
1985-06,4194,
1985-07,-2298,
1985-08,559,
1985-09,261,
1985-10,1668,
1985-11,1854,
1985-12,7370,
1986-01,-1056,
1986-02,3888,
1986-03,1347,
1986-04,-389,
1986-05,2981,
1986-06,1750,
1986-07,-1793,
1986-08,3946,
1986-09,5852,
1986-10,-436,
1986-11,5647,
1986-12,1506,
1987-01,-792,
1987-02,1726,
1987-03,3697,
1987-04,697,
1987-05,3388,
1987-06,3315,
1987-07,-1758,
1987-08,346,
1987-09,147,
1987-10,-914,
1987-11,-1526,
1987-12,-825,
1988-01,-1120,
1988-02,1494,
1988-03,-1163,
1988-04,-1666,
1988-05,1790,
1988-06,5718,
1988-07,2193,
1988-08,3025,
1988-09,3149,
1988-10,-191,
1988-11,691,
1988-12,-133,
1989-01,-3471,
1989-02,-1628,
1989-03,2390,
1989-04,2665,
1989-05,6647,
1989-06,4102,
1989-07,-241,
1989-08,3035,
1989-09,1972,
1989-10,1219,
1989-11,10334,
1989-12,2992,
1990-01,-1054,
1990-02,2719,
1990-03,-451,
1990-04,1580,
1990-05,2452,
1990-06,-1983,
1990-07,1703,
1990-08,420,
1990-09,4166,
1990-10,-3880,
1990-11,4980,
1990-12,5414,
1991-01,-3162,
1991-02,7575,
1991-03,604,
1991-04,-6900,
1991-05,-2338,
1991-06,4580,
1991-07,-6232,
1991-08,1892,
1991-09,-766,
1991-10,1603,
1991-11,4990,
1991-12,867,
1992-01,-661,
1992-02,-1065,
1992-03,272,
1992-04,-1191,
1992-05,-2299,
1992-06,-5087,
1992-07,-416,
1992-08,776,
1992-09,250,
1992-10,9440,
1992-11,3785,
1992-12,-4824,
1993-01,-3276,
1993-02,8171,
1993-03,5136,
1993-04,186,
1993-05,3022,
1993-06,14558,
1993-07,544,
1993-08,-13090,
1993-09,7844,
1993-10,3191,
1993-11,9206,
1993-12,18845,
1994-01,-832,
1994-02,-1668,
1994-03,-12949,
1994-04,-3362,
1994-05,-3766,
1994-06,-1767,
1994-07,-9211,
1994-08,2942,
1994-09,-2337,
1994-10,-3049,
1994-11,9611,
1994-12,13540,
1995-01,-7797,
1995-02,86,
1995-03,-2920,
1995-04,6571,
1995-05,6396,
1995-06,3377,
1995-07,3268,
1995-08,12628,
1995-09,2261,
1995-10,-2217,
1995-11,2347,
1995-12,-313,
1996-01,-2066,
1996-02,3283,
1996-03,2215,
1996-04,2143,
1996-05,2758,
1996-06,2495,
1996-07,-7205,
1996-08,3989,
1996-09,4160,
1996-10,-11352,
1996-11,14078,
1996-12,10697,
1997-01,4413,
1997-02,8235,
1997-03,5816,
1997-04,6264,
1997-05,-1258,
1997-06,11522,
1997-07,11782,
1997-08,-3625,
1997-09,-4813,
1997-10,13735,
1997-11,8384,
1997-12,6917,
1998-01,-6278,
1998-02,3529,
1998-03,8696,
1998-04,883,
1998-05,3385,
1998-06,3916,
1998-07,-3116,
1998-08,19875,
1998-09,-4040,
1998-10,-5109,
1998-11,17537,
1998-12,-12122,
1999-01,26320,
1999-02,-34971,
1999-03,8566,
1999-04,8017,
1999-05,-12149,
1999-06,-4642,
1999-07,13094,
1999-08,1687,
1999-09,-4917,
1999-10,11568,
1999-11,12610,
1999-12,-12027,
2000-01,6415,
2000-02,10278,
2000-03,-4072,
2000-04,15160,
2000-05,2962,
2000-06,-9257,
2000-07,1848,
2000-08,11102,
2000-09,-1868,
2000-10,18170,
2000-11,15395,
2000-12,5763,
2001-01,4737,
2001-02,19905,
2001-03,13353,
2001-04,15232,
2001-05,-6889,
2001-06,-4107,
2001-07,-18444,
2001-08,29941,
2001-09,25088,
2001-10,3865,
2001-11,17989,
2001-12,-14716,
2002-01,-6482,
2002-02,-2646,
2002-03,11554,
2002-04,985,
2002-05,22541,
2002-06,-422,
2002-07,-7114,
2002-08,7060,
2002-09,31348,
2002-10,11785,
2002-11,27522,
2002-12,-32713,
2003-01,10077,
2003-02,20642,
2003-03,21791,
2003-04,16284,
2003-05,18740,
2003-06,16118,
2003-07,-18943,
2003-08,-19197,
2003-09,14368,
2003-10,-3619,
2003-11,12106,
2003-12,9132,
2004-01,32092,
2004-02,-1070,
2004-03,8533,
2004-04,21199,
2004-05,-10285,
2004-06,-14092,
2004-07,-9792,
2004-08,10550,
2004-09,35920,
2004-10,7548,
2004-11,38807,
2004-12,-19110,
2005-01,20988,
2005-02,13590,
2005-03,3664,
2005-04,53440,
2005-05,-27434,
2005-06,-10652,
2005-07,16852,
2005-08,-12846,
2005-09,11115,
2005-10,2355,
2005-11,529,
2005-12,-40415,
2006-01,34404,
2006-02,9218,
2006-03,16313,
2006-04,12816,
2006-05,1508,
2006-06,34880,
2006-07,-11559,
2006-08,1093,
2006-09,23166,
2006-10,-9827,
2006-11,34702,
2006-12,18936,
2007-01,9885,
2007-02,13310,
2007-03,17316,
2007-04,18538,
2007-05,-4946,
2007-06,19309,
2007-07,12416,
2007-08,-2506,
2007-09,46978,
2007-10,-9671,
2007-11,16819,
2007-12,-952,
2008-01,-10423,
2008-02,23990,
2008-03,30232,
2008-04,20907,
2008-05,-6889,
2008-06,-34559,
2008-07,-4270,
2008-08,-4146,
2008-09,65558,
2008-10,7362,
2008-11,-65531,
2008-12,-29852,
2009-01,-48130,
2009-02,-20695,
2009-03,-35231,
2009-04,41439,
2009-05,-7373,
2009-06,-21143,
2009-07,-29441,
2009-08,-9784,
2009-09,-25311,
2009-10,3181,
2009-11,863,
2009-12,-10652,
2010-01,6323,
2010-02,-13817,
2010-03,-1258,
2010-04,40738,
2010-05,15070,
2010-06,-64290,
2010-07,-33533,
2010-08,12996,
2010-09,-21215,
2010-10,-482,
2010-11,6618,
2010-12,-9012,
2011-01,2265,
2011-02,6099,
2011-03,-32240,
2011-04,52434,
2011-05,-2826,
2011-06,-41156,
2011-07,-2875,
2011-08,27032,
2011-09,-13423,
2011-10,-20801,
2011-11,2326,
2011-12,-11687,
2012-01,29283,
2012-02,-8424,
2012-03,770,
2012-04,296,
2012-05,-2456,
2012-06,-27068,
2012-07,5161,
2012-08,10208,
2012-09,9134,
2012-10,-849,
2012-11,-6336,
2012-12,-27383,
2013-01,-4764,
2013-02,1585,
2013-03,-7089,
2013-04,2088,
