"",BBK01.TVD425,BBK01.TVD425_FLAGS
2013-05,-2848,
2013-06,-8764,
2013-07,-11779,
2013-08,-13285,
2013-09,-17639,
2013-10,26627,
2013-11,15527,
2013-12,-26842,
2014-01,33301,
2014-02,11495,
2014-03,-11988,
2014-04,10414,
2014-05,15888,
2014-06,9051,
2014-07,23929,
2014-08,-11697,
2014-09,-17725,
2014-10,14312,
2014-11,28113,
2014-12,-22858,
2015-01,80962,
