"",BBFB1.M.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Balance / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:38:03,
1991-01,1834.088,
1991-02,1749.652,
1991-03,1526.575,
1991-04,1516.154,
1991-05,1260.787,
1991-06,54.334,
1991-07,1049.676,
1991-08,1425.566,
1991-09,1488.760,
1991-10,1448.787,
1991-11,1236.387,
1991-12,1157.969,
1992-01,1467.038,
1992-02,1405.150,
1992-03,1254.398,
1992-04,1436.632,
1992-05,1099.950,
1992-06,720.971,
1992-07,1201.795,
1992-08,1527.907,
1992-09,1141.361,
1992-10,1460.057,
1992-11,933.691,
1992-12,1378.681,
1993-01,919.844,
1993-02,823.813,
1993-03,1130.665,
1993-04,956.840,
1993-05,354.379,
1993-06,889.504,
1993-07,716.538,
1993-08,574.261,
1993-09,665.844,
1993-10,829.933,
1993-11,637.058,
1993-12,1129.856,
1994-01,84.806,
1994-02,-190.683,
1994-03,437.462,
1994-04,289.593,
1994-05,-714.089,
1994-06,-68.397,
1994-07,-275.499,
1994-08,-127.322,
1994-09,46.199,
1994-10,1453.656,
1994-11,-338.845,
1994-12,-269.401,
1995-01,-416.003,
1995-02,-385.031,
1995-03,11.113,
1995-04,-93.702,
1995-05,-787.339,
1995-06,-282.968,
1995-07,-514.162,
1995-08,-830.329,
1995-09,-241.068,
1995-10,-621.001,
1995-11,-1449.027,
1995-12,2660.687,
1996-01,96.285,
1996-02,-22.339,
1996-03,908.658,
1996-04,-23.497,
1996-05,-752.291,
1996-06,-413.852,
1996-07,-1637.253,
1996-08,-585.128,
1996-09,-767.924,
1996-10,-214.243,
1996-11,-527.958,
1996-12,3356.198,
1997-01,-525.035,
1997-02,-315.579,
1997-03,-20.451,
1997-04,-235.114,
1997-05,-1795.097,
1997-06,-986.719,
1997-07,-1020.682,
1997-08,-471.536,
1997-09,-409.891,
1997-10,-883.766,
1997-11,-1149.964,
1997-12,3404.272,
1998-01,-62.279,
1998-02,-1183.565,
1998-03,-333.370,
1998-04,-999.490,
1998-05,-2007.739,
1998-06,-2255.630,
1998-07,-1974.233,
1998-08,-1221.425,
1998-09,-821.066,
1998-10,-1915.996,
1998-11,-1260.575,
1998-12,2288.881,
1999-01,-1556.084,
1999-02,-2366.177,
