"",BBK01.QUX165,BBK01.QUX165_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:17,
2001-12,3.618,
2002-01,3.627,
2002-02,3.730,
2002-03,3.339,
2002-04,3.465,
2002-05,3.966,
2002-06,4.078,
2002-07,4.108,
2002-08,4.309,
2002-09,4.406,
2002-10,4.608,
2002-11,4.860,
2002-12,5.076,
2003-01,5.177,
2003-02,5.274,
2003-03,5.385,
2003-04,5.414,
2003-05,5.459,
2003-06,5.528,
2003-07,5.749,
2003-08,5.941,
2003-09,6.125,
2003-10,6.309,
2003-11,6.429,
2003-12,6.737,
2004-01,6.809,
2004-02,6.900,
2004-03,6.906,
2004-04,7.007,
2004-05,3.956,
2004-06,4.037,
2004-07,4.217,
2004-08,4.324,
2004-09,4.353,
2004-10,4.443,
2004-11,4.474,
2004-12,4.672,
2005-01,4.819,
2005-02,5.162,
2005-03,5.686,
2005-04,5.709,
2005-05,6.123,
2005-06,6.180,
2005-07,6.303,
2005-08,6.375,
2005-09,6.561,
2005-10,6.761,
2005-11,7.135,
2005-12,7.427,
2006-01,7.342,
2006-02,7.730,
2006-03,8.044,
2006-04,8.026,
2006-05,8.362,
2006-06,6.939,
2006-07,7.309,
2006-08,7.483,
2006-09,7.716,
2006-10,7.745,
2006-11,7.846,
2006-12,7.622,
2007-01,0.834,
2007-02,0.841,
2007-03,0.893,
2007-04,0.915,
2007-05,0.964,
2007-06,0.971,
2007-07,0.993,
2007-08,0.992,
2007-09,1.068,
2007-10,0.987,
2007-11,0.985,
2007-12,12.299,
2008-01,12.458,
2008-02,11.918,
2008-03,12.500,
2008-04,12.466,
2008-05,12.870,
2008-06,13.189,
2008-07,13.158,
2008-08,13.320,
2008-09,13.581,
2008-10,13.873,
2008-11,13.612,
2008-12,13.714,
2009-01,13.699,
2009-02,13.856,
2009-03,13.949,
2009-04,14.131,
2009-05,14.438,
2009-06,14.431,
2009-07,14.880,
2009-08,14.685,
2009-09,14.744,
2009-10,14.707,
2009-11,14.621,
2009-12,1.215,
2010-01,1.367,
2010-02,1.388,
2010-03,1.195,
2010-04,1.192,
2010-05,1.188,
2010-06,1.133,
2010-07,0.966,
2010-08,1.071,
2010-09,0.975,
2010-10,0.977,
2010-11,1.085,
2010-12,1.049,
2011-01,1.020,
2011-02,1.138,
2011-03,0.991,
2011-04,0.957,
2011-05,0.988,
2011-06,0.942,
2011-07,0.946,
2011-08,0.902,
2011-09,0.952,
2011-10,0.960,
2011-11,0.905,
2011-12,0.484,
2012-01,0.469,
2012-02,0.446,
2012-03,0.449,
2012-04,0.427,
2012-05,0.438,
2012-06,0.541,
2012-07,0.544,
2012-08,0.532,
2012-09,0.477,
2012-10,0.190,
2012-11,0.185,
2012-12,0.179,
2013-01,0.175,
2013-02,0.176,
2013-03,0.205,
2013-04,0.224,
2013-05,0.200,
2013-06,0.198,
2013-07,0.146,
2013-08,0.145,
2013-09,0.152,
2013-10,0.124,
2013-11,0.109,
2013-12,0.121,
2014-01,0.120,
2014-02,0.118,
2014-03,0.118,
2014-04,0.116,
2014-05,0.115,
2014-06,0.114,
2014-07,0.113,
2014-08,0.107,
2014-09,0.114,
2014-10,0.112,
2014-11,0.113,
