"",BBK01.CEF550,BBK01.CEF550_FLAGS
"",Equity and investment fund shares or units                                                     debtor: OFI                              creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:36:01,
1999-01,32.2,
1999-04,31.4,
1999-07,25.9,
1999-10,34.5,
2000-01,38.1,
2000-04,35.9,
2000-07,33.5,
2000-10,29.8,
2001-01,27.1,
2001-04,29.3,
2001-07,26.4,
2001-10,28.0,
2002-01,29.9,
2002-04,28.5,
2002-07,20.7,
2002-10,20.1,
2003-01,24.4,
2003-04,24.7,
2003-07,16.0,
2003-10,14.0,
2004-01,15.0,
2004-04,15.2,
2004-07,14.3,
2004-10,14.5,
2005-01,17.3,
2005-04,20.0,
2005-07,25.1,
2005-10,17.7,
2006-01,25.8,
2006-04,25.0,
2006-07,38.1,
2006-10,41.7,
2007-01,47.7,
2007-04,61.5,
2007-07,64.9,
2007-10,73.4,
2008-01,52.9,
2008-04,62.8,
2008-07,48.7,
2008-10,42.5,
2009-01,42.7,
2009-04,42.2,
2009-07,42.1,
2009-10,55.6,
2010-01,56.9,
2010-04,54.4,
2010-07,32.6,
2010-10,33.6,
2011-01,36.2,
2011-04,35.9,
2011-07,27.8,
2011-10,31.2,
2012-01,34.5,
2012-04,31.7,
2012-07,33.1,
2012-10,34.8,
2013-01,31.8,
2013-04,32.6,
2013-07,33.9,
2013-10,35.1,
2014-01,36.3,
2014-04,35.8,
2014-07,39.0,
