"",BBK01.QUF787,BBK01.QUF787_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Malta / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:27,
2004-12,0.005,
2005-01,0.006,
2005-02,0.007,
2005-03,0.009,
2005-04,0.014,
2005-05,0.014,
2005-06,0.015,
2005-07,0.014,
2005-08,0.004,
2005-09,0.040,
2005-10,0.046,
2005-11,0.022,
2005-12,0.015,
2006-01,0.014,
2006-02,0.018,
2006-03,0.020,
2006-04,0.020,
2006-05,0.017,
2006-06,0.018,
2006-07,0.016,
2006-08,0.035,
2006-09,0.023,
2006-10,0.013,
2006-11,0.021,
2006-12,0.023,
2007-01,0.015,
2007-02,0.020,
2007-03,0.021,
2007-04,0.023,
2007-05,0.011,
2007-06,0.014,
2007-07,0.015,
2007-08,0.073,
2007-09,0.070,
2007-10,0.072,
2007-11,0.070,
2007-12,0.089,
2008-01,0.071,
2008-02,0.138,
2008-03,0.130,
2008-04,0.121,
2008-05,0.120,
2008-06,0.067,
2008-07,0.074,
2008-08,0.114,
2008-09,0.084,
2008-10,0.092,
2008-11,0.015,
2008-12,0.011,
2009-01,0.070,
2009-02,0.018,
2009-03,0.010,
2009-04,0.006,
2009-05,0.027,
2009-06,0.004,
2009-07,0.007,
2009-08,0.007,
2009-09,0.008,
2009-10,0.007,
2009-11,0.022,
2009-12,0.023,
2010-01,0.023,
2010-02,0.027,
2010-03,0.030,
2010-04,0.029,
2010-05,0.063,
2010-06,0.067,
2010-07,0.037,
2010-08,0.037,
2010-09,0.033,
2010-10,0.041,
2010-11,0.044,
2010-12,0.041,
2011-01,0.048,
2011-02,0.042,
2011-03,0.045,
2011-04,0.045,
2011-05,0.050,
2011-06,0.067,
2011-07,0.044,
2011-08,0.044,
2011-09,0.031,
2011-10,0.038,
2011-11,0.035,
2011-12,0.036,
2012-01,0.056,
2012-02,0.054,
2012-03,0.056,
2012-04,0.059,
2012-05,0.060,
2012-06,0.057,
2012-07,0.053,
2012-08,0.070,
2012-09,0.066,
2012-10,0.065,
2012-11,0.061,
2012-12,0.038,
2013-01,0.052,
2013-02,0.040,
2013-03,0.054,
2013-04,0.034,
2013-05,0.041,
2013-06,0.024,
2013-07,0.059,
2013-08,0.029,
2013-09,0.032,
2013-10,0.037,
2013-11,0.037,
2013-12,0.039,
2014-01,0.061,
2014-02,0.086,
2014-03,0.128,
2014-04,0.056,
2014-05,0.062,
2014-06,0.084,
2014-07,0.066,
2014-08,0.204,
2014-09,0.315,
2014-10,0.077,
2014-11,0.024,
