"",BBK01.CEF302,BBK01.CEF302_FLAGS
"",Debt securities                                  debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:59,
1999-01,1329.3,
1999-04,1360.6,
1999-07,1345.2,
1999-10,1343.1,
2000-01,1393.5,
2000-04,1412.7,
2000-07,1441.4,
2000-10,1446.4,
2001-01,1503.9,
2001-04,1519.2,
2001-07,1526.2,
2001-10,1542.1,
2002-01,1546.9,
2002-04,1561.9,
2002-07,1620.6,
2002-10,1610.8,
2003-01,1677.2,
2003-04,1727.2,
2003-07,1692.2,
2003-10,1700.0,
2004-01,1799.6,
2004-04,1798.9,
2004-07,1848.4,
2004-10,1877.3,
2005-01,1927.8,
2005-04,2026.8,
2005-07,2030.9,
2005-10,2004.5,
2006-01,1995.7,
2006-04,1996.6,
2006-07,2026.5,
2006-10,2032.1,
2007-01,2068.0,
2007-04,2058.3,
2007-07,2058.0,
2007-10,2075.1,
2008-01,2113.7,
2008-04,2098.8,
2008-07,2113.5,
2008-10,2218.1,
2009-01,2250.5,
2009-04,2284.7,
2009-07,2350.6,
2009-10,2357.4,
2010-01,2411.4,
2010-04,2462.9,
2010-07,2463.6,
2010-10,2353.4,
2011-01,2291.0,
2011-04,2297.4,
2011-07,2361.9,
2011-10,2351.8,
2012-01,2416.7,
2012-04,2461.2,
2012-07,2489.6,
2012-10,2509.4,
2013-01,2498.7,
2013-04,2463.6,
2013-07,2433.8,
2013-10,2443.2,
2014-01,2506.0,
2014-04,2566.0,
2014-07,2636.4,
