"",BBK01.OEAH21Q,BBK01.OEAH21Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:05,
2002-01,13.161,
2002-04,13.274,
2002-07,11.909,
2002-10,12.472,
2003-01,13.250,
2003-04,13.220,
2003-07,13.864,
2003-10,13.629,
2004-01,14.213,
2004-04,13.953,
2004-07,14.419,
2004-10,22.618,
2005-01,23.099,
2005-04,23.173,
2005-07,23.202,
2005-10,23.147,
2006-01,23.087,
2006-04,23.018,
2006-07,16.069,
2006-10,18.570,
2007-01,18.833,
2007-04,19.471,
2007-07,20.208,
2007-10,20.842,
2008-01,20.839,
2008-04,21.121,
2008-07,20.853,
2008-10,20.735,
2009-01,22.795,
2009-04,23.214,
2009-07,23.959,
2009-10,23.959,
2010-01,23.709,
2010-04,23.545,
2010-07,22.980,
2010-10,22.581,
2011-01,22.263,
2011-04,21.930,
2011-07,27.706,
2011-10,27.132,
2012-01,26.417,
2012-04,25.618,
2012-07,25.177,
2012-10,24.516,
2013-01,24.088,
2013-04,24.268,
2013-07,23.876,
2013-10,23.560,
2014-01,23.124,
2014-04,22.903,
2014-07,22.659,
