"",BBK01.OEAH08G,BBK01.OEAH08G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:08,
2002-01,16.232,
2002-04,16.303,
2002-07,16.410,
2002-10,16.119,
2003-01,15.804,
2003-04,15.629,
2003-07,15.257,
2003-10,15.166,
2004-01,14.612,
2004-04,14.262,
2004-07,14.111,
2004-10,14.276,
2005-01,13.900,
2005-04,13.852,
2005-07,13.534,
2005-10,13.627,
2006-01,13.635,
2006-04,13.632,
2006-07,13.816,
2006-10,14.237,
2007-01,14.394,
2007-04,14.866,
2007-07,15.755,
2007-10,16.917,
2008-01,17.315,
2008-04,18.068,
2008-07,18.668,
2008-10,20.725,
2009-01,20.191,
2009-04,18.655,
2009-07,17.139,
2009-10,16.087,
2010-01,15.197,
2010-04,14.764,
2010-07,14.491,
2010-10,14.936,
2011-01,14.871,
2011-04,15.326,
2011-07,15.452,
2011-10,16.178,
2012-01,15.572,
2012-04,15.009,
2012-07,14.228,
2012-10,13.565,
2013-01,12.539,
2013-04,11.509,
2013-07,10.620,
2013-10,10.348,
2014-01,9.646,
2014-04,8.822,
2014-07,8.232,
