"",BBK01.OUL026,BBK01.OUL026_FLAGS
"",Securities (excluding money market paper) issued by foreign non-banks / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:58,
1958-12,0.001,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.002,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.004,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.003,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.004,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.004,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.004,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.005,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.005,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.006,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.006,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.006,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.006,
1965-01,0.006,
1965-02,0.006,
1965-03,0.005,
1965-04,0.005,
1965-05,0.005,
1965-06,0.005,
1965-07,0.005,
1965-08,0.005,
1965-09,0.005,
1965-10,0.004,
1965-11,0.004,
1965-12,0.004,
1966-01,0.004,
1966-02,0.004,
1966-03,0.004,
1966-04,0.005,
1966-05,0.005,
1966-06,0.005,
1966-07,0.005,
1966-08,0.005,
1966-09,0.005,
1966-10,0.005,
1966-11,0.005,
1966-12,0.005,
1967-01,0.005,
1967-02,0.005,
1967-03,0.005,
1967-04,0.005,
1967-05,0.005,
1967-06,0.005,
1967-07,0.005,
1967-08,0.005,
1967-09,0.005,
1967-10,0.005,
1967-11,0.006,
1967-12,0.005,
1968-01,0.006,
1968-02,0.006,
1968-03,0.007,
1968-04,0.007,
1968-05,0.008,
1968-06,0.010,
1968-07,0.014,
1968-08,0.020,
1968-09,0.022,
1968-10,0.025,
1968-11,0.028,
1968-12,0.032,
1969-01,0.036,
1969-02,0.050,
1969-03,0.055,
1969-04,0.059,
1969-05,0.063,
1969-06,0.065,
1969-07,0.066,
1969-08,0.068,
1969-09,0.071,
1969-10,0.075,
1969-11,0.079,
1969-12,0.087,
1970-01,0.085,
1970-02,0.086,
1970-03,0.087,
1970-04,0.087,
1970-05,0.087,
1970-06,0.087,
1970-07,0.087,
1970-08,0.088,
1970-09,0.089,
1970-10,0.089,
1970-11,0.089,
1970-12,0.088,
1971-01,0.087,
1971-02,0.087,
1971-03,0.087,
1971-04,0.086,
1971-05,0.086,
1971-06,0.086,
1971-07,0.085,
1971-08,0.085,
1971-09,0.084,
1971-10,0.084,
1971-11,0.084,
1971-12,0.084,
1972-01,0.079,
1972-02,0.075,
1972-03,0.065,
1972-04,0.063,
1972-05,0.056,
1972-06,0.049,
1972-07,0.036,
1972-08,0.029,
1972-09,0.026,
1972-10,0.025,
1972-11,0.024,
1972-12,0.021,
1973-01,0.020,
1973-02,0.018,
1973-03,0.016,
1973-04,0.014,
1973-05,0.014,
1973-06,0.013,
1973-07,0.013,
1973-08,0.013,
1973-09,0.013,
1973-10,0.013,
1973-11,0.012,
1973-12,0.013,
1974-01,0.013,
1974-02,0.012,
1974-03,0.012,
1974-04,0.011,
1974-05,0.012,
1974-06,0.012,
1974-07,0.012,
1974-08,0.012,
1974-09,0.012,
1974-10,0.012,
1974-11,0.012,
1974-12,0.012,
1975-01,0.012,
1975-02,0.012,
1975-03,0.014,
1975-04,0.015,
1975-05,0.015,
1975-06,0.017,
1975-07,0.019,
1975-08,0.020,
1975-09,0.018,
1975-10,0.018,
1975-11,0.018,
1975-12,0.018,
1976-01,0.018,
1976-02,0.018,
1976-03,0.019,
1976-04,0.020,
1976-05,0.019,
1976-06,0.019,
1976-07,0.020,
1976-08,0.020,
1976-09,0.020,
1976-10,0.018,
1976-11,0.018,
1976-12,0.019,
1977-01,0.021,
1977-02,0.022,
1977-03,0.027,
1977-04,0.029,
1977-05,0.037,
1977-06,0.044,
1977-07,0.048,
1977-08,0.052,
1977-09,0.054,
1977-10,0.057,
1977-11,0.059,
1977-12,0.063,
1978-01,0.070,
1978-02,0.074,
1978-03,0.075,
1978-04,0.077,
1978-05,0.083,
1978-06,0.086,
1978-07,0.086,
1978-08,0.082,
1978-09,0.081,
1978-10,0.083,
1978-11,0.078,
1978-12,0.084,
1979-01,0.080,
1979-02,0.079,
1979-03,0.081,
1979-04,0.083,
1979-05,0.083,
1979-06,0.081,
1979-07,0.079,
1979-08,0.077,
1979-09,0.076,
1979-10,0.085,
1979-11,0.100,
1979-12,0.106,
1980-01,0.138,
1980-02,0.145,
1980-03,0.146,
1980-04,0.146,
1980-05,0.147,
1980-06,0.147,
1980-07,0.155,
1980-08,0.155,
1980-09,0.156,
1980-10,0.159,
1980-11,0.159,
1980-12,0.177,
1981-01,0.174,
1981-02,0.176,
1981-03,0.175,
1981-04,0.175,
1981-05,0.176,
1981-06,0.172,
1981-07,0.172,
1981-08,0.163,
1981-09,0.188,
1981-10,0.185,
1981-11,0.189,
1981-12,0.186,
1982-01,0.187,
1982-02,0.190,
1982-03,0.195,
1982-04,0.197,
1982-05,0.189,
1982-06,0.192,
1982-07,0.173,
1982-08,0.174,
1982-09,0.175,
1982-10,0.178,
1982-11,0.176,
1982-12,0.182,
1983-01,0.193,
1983-02,0.186,
1983-03,0.196,
1983-04,0.193,
1983-05,0.180,
1983-06,0.179,
1983-07,0.161,
1983-08,0.160,
1983-09,0.161,
1983-10,0.157,
1983-11,0.155,
1983-12,0.154,
1984-01,0.152,
1984-02,0.152,
1984-03,0.152,
1984-04,0.152,
1984-05,0.153,
1984-06,0.163,
1984-07,0.164,
1984-08,0.165,
1984-09,0.170,
1984-10,0.176,
1984-11,0.180,
1984-12,0.178,
1985-01,0.191,
1985-02,0.191,
1985-03,0.198,
1985-04,0.208,
1985-05,0.228,
1985-06,0.236,
1985-07,0.244,
1985-08,0.256,
1985-09,0.265,
1985-10,0.269,
1985-11,0.266,
1985-12,0.298,
1986-01,0.296,
1986-02,0.300,
1986-03,0.304,
1986-04,0.321,
1986-05,0.328,
1986-06,0.174,
1986-07,0.186,
1986-08,0.191,
1986-09,0.193,
1986-10,0.189,
1986-11,0.186,
1986-12,0.189,
1987-01,0.182,
1987-02,0.192,
1987-03,0.212,
1987-04,0.217,
1987-05,0.227,
1987-06,0.240,
1987-07,0.258,
1987-08,0.260,
1987-09,0.265,
1987-10,0.274,
1987-11,0.271,
1987-12,0.266,
1988-01,0.291,
1988-02,0.300,
1988-03,0.311,
1988-04,0.313,
1988-05,0.314,
1988-06,0.321,
1988-07,0.312,
1988-08,0.308,
1988-09,0.303,
1988-10,0.326,
1988-11,0.348,
1988-12,0.361,
1989-01,0.360,
1989-02,0.348,
1989-03,0.337,
1989-04,0.331,
1989-05,0.321,
1989-06,0.320,
1989-07,0.329,
1989-08,0.335,
1989-09,0.335,
1989-10,0.339,
1989-11,0.344,
1989-12,0.379,
1990-01,0.345,
1990-02,0.341,
1990-03,0.341,
1990-04,0.367,
1990-05,0.380,
1990-06,0.383,
1990-07,0.383,
1990-08,0.401,
1990-09,0.404,
1990-10,0.404,
1990-11,0.431,
1990-12,0.455,
1991-01,0.422,
1991-02,0.418,
1991-03,0.438,
1991-04,0.435,
1991-05,0.462,
1991-06,0.461,
1991-07,0.444,
1991-08,0.459,
1991-09,0.456,
1991-10,0.471,
1991-11,0.464,
1991-12,0.467,
1992-01,0.477,
1992-02,0.534,
1992-03,0.534,
1992-04,0.575,
1992-05,0.577,
1992-06,0.652,
1992-07,0.686,
1992-08,0.712,
1992-09,0.728,
1992-10,0.802,
1992-11,1.135,
1992-12,1.139,
1993-01,1.217,
1993-02,1.545,
1993-03,1.702,
1993-04,1.798,
1993-05,1.853,
1993-06,1.971,
1993-07,2.091,
1993-08,2.182,
1993-09,2.252,
