"",BBK01.EU8124,BBK01.EU8124_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Gold and gold claims,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:26,
1998-12,29311.715,comment
1999-01,27474.703,
1999-02,27474.703,
1999-03,29047.678,
1999-04,29047.678,
1999-05,29047.678,
1999-06,28105.677,
1999-07,28105.677,
1999-08,28105.677,
1999-09,31761.714,
1999-10,31761.714,
1999-11,31761.714,
1999-12,32286.745,
2000-01,32286.745,
2000-02,32286.745,
2000-03,32207.790,
2000-04,32207.802,
2000-05,32207.790,
2000-06,33743.963,
2000-07,33743.963,
2000-08,33743.963,
2000-09,34874.208,
2000-10,34874.208,
2000-11,34874.208,
2000-12,32676.169,
2001-01,31944.847,
2001-02,31955.583,
2001-03,32709.625,
2001-04,33100.123,
2001-05,34994.333,
2001-06,35494.253,
2001-07,33707.975,
2001-08,33413.597,
2001-09,35398.886,
2001-10,34530.542,
2001-11,34308.768,
2001-12,35005.419,
2002-01,36220.463,
2002-02,38095.189,
2002-03,38504.555,
2002-04,38071.857,
2002-05,38648.724,
2002-06,35434.767,
2002-07,34595.721,
2002-08,35197.208,
2002-09,36224.668,
2002-10,35530.228,
2002-11,35516.782,
2002-12,36208.050,
2003-01,37934.022,
2003-02,35721.208,
2003-03,34099.801,
2003-04,33441.698,
2003-05,34251.712,
2003-06,33435.322,
2003-07,34758.969,
2003-08,37546.083,
2003-09,36491.119,
2003-10,36594.859,
2003-11,36704.541,
2003-12,36532.920,
2004-01,35834.379,
2004-02,34929.722,
2004-03,38265.852,
2004-04,35848.622,
2004-05,35704.754,
2004-06,35792.836,
2004-07,35721.208,
2004-08,37194.968,
2004-09,36679.773,
2004-10,36935.493,
2004-11,37527.333,
2004-12,35494.603,
2005-01,35887.857,
2005-02,36348.487,
2005-03,36399.403,
2005-04,36904.693,
2005-05,37281.870,
2005-06,39815.647,
2005-07,38927.359,
2005-08,39120.811,
2005-09,43324.957,
2005-10,43324.683,
2005-11,46240.242,
2005-12,47924.109,
2006-01,51820.318,
2006-02,51646.409,
2006-03,53173.151,
2006-04,56105.544,
2006-05,55979.321,
2006-06,51982.685,
2006-07,54918.300,
2006-08,53253.159,
2006-09,52302.477,
2006-10,52080.496,
2006-11,53218.027,
2006-12,53113.672,
2007-01,54852.995,
2007-02,56388.793,
2007-03,54820.342,
2007-04,54836.657,
2007-05,53675.341,
2007-06,52809.059,
2007-07,53446.393,
2007-08,53554.407,
2007-09,57167.806,
2007-10,59548.661,
2007-11,59156.528,
2007-12,62433.338,
2008-01,68254.518,
2008-02,70195.943,
2008-03,65126.322,
2008-04,61352.396,
2008-05,62311.467,
2008-06,64929.832,
2008-07,64107.636,
2008-08,62296.185,
2008-09,68808.405,
2008-10,62655.207,
2008-11,70130.621,
2008-12,68194.076,
2009-01,78632.636,
2009-02,81893.336,
2009-03,75725.514,
2009-04,73475.629,
2009-05,75645.804,
2009-06,72955.146,
2009-07,72585.774,
2009-08,72998.377,
2009-09,74913.301,
2009-10,77320.220,
2009-11,85449.041,
2009-12,83938.598,
2010-01,84916.562,
2010-02,89795.882,
2010-03,90158.304,
2010-04,96677.483,
2010-05,108044.517,
2010-06,110726.873,
2010-07,98074.340,
2010-08,106416.801,
2010-09,105059.255,
2010-10,105507.116,
2010-11,115698.290,
2010-12,115403.276,
2011-01,106492.682,
2011-02,111426.365,
2011-03,110136.408,
2011-04,112654.881,
2011-05,116830.876,
2011-06,114087.213,
2011-07,123740.071,
2011-08,138174.072,
2011-09,131912.089,
2011-10,133986.655,
2011-11,138668.955,
2011-12,132873.839,
2012-01,144033.537,
2012-02,145234.153,
2012-03,135776.753,
2012-04,137380.405,
2012-05,137999.733,
2012-06,136094.116,
2012-07,144216.740,
2012-08,143507.096,
2012-09,150372.806,
2012-10,144171.818,
2012-11,145110.160,
2012-12,137512.882,
2013-01,134744.954,
2013-02,132131.141,
2013-03,136453.606,
2013-04,122843.914,
2013-05,118227.638,
2013-06,100280.085,
2013-07,109338.474,
2013-08,114713.779,
2013-09,107819.400,
2013-10,106477.102,
2013-11,99631.006,
2013-12,94875.884,
2014-01,100431.997,
2014-02,104678.212,
2014-03,102178.707,
2014-04,101564.089,
2014-05,100273.855,
2014-06,104599.585,
2014-07,105317.032,
2014-08,106079.134,
2014-09,104629.357,
2014-10,101929.470,
2014-11,103244.813,
2014-12,107475.021,
2015-01,121606.511,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
