"",BBK01.PQB356,BBK01.PQB356_FLAGS
"",Lending to domestic enterprises / Medium-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:30,
1968-10,3.050,
1969-01,3.182,
1969-04,3.246,
1969-07,3.298,
1969-10,3.693,
1970-01,3.655,
1970-04,3.851,
1970-07,4.043,
1970-10,4.286,
1971-01,4.307,
1971-04,4.405,
1971-07,4.562,
1971-10,5.059,
1972-01,4.858,
1972-04,4.980,
1972-07,5.400,
1972-10,6.124,
1973-01,6.519,
1973-04,6.882,
1973-07,6.719,
1973-10,6.649,
1974-01,6.450,
1974-04,6.506,
1974-07,6.454,
1974-10,6.437,
1975-01,5.870,
1975-04,5.656,
1975-07,5.568,
1975-10,5.849,
1976-01,5.643,
1976-04,5.736,
1976-07,5.932,
1976-10,6.436,
1977-01,6.119,
1977-04,6.321,
1977-07,6.446,
1977-10,6.881,
1978-01,6.559,
1978-04,6.544,
1978-07,6.799,
1978-10,7.219,
1979-01,7.070,
1979-04,7.266,
1979-07,7.390,
1979-10,7.692,
1980-01,7.437,
1980-04,7.430,
1980-07,7.417,
1980-10,7.745,
1981-01,7.178,
1981-04,7.179,
1981-07,7.342,
1981-10,8.427,
1982-01,7.908,
1982-04,8.187,
1982-07,8.177,
1982-10,8.807,
1983-01,7.868,
1983-04,8.207,
1983-07,8.477,
1983-10,9.228,
1984-01,8.501,
1984-04,8.681,
1984-07,8.542,
1984-10,8.594,
1985-01,8.159,
1985-04,8.001,
1985-07,7.958,
1985-10,8.640,
1986-01,8.065,
1986-04,7.790,
1986-07,7.858,
1986-10,10.825,
1987-01,10.588,
1987-04,10.578,
1987-07,10.826,
1987-10,11.103,
1988-01,11.114,
1988-04,11.307,
1988-07,11.622,
1988-10,11.935,
1989-01,12.217,
1989-04,12.234,
1989-07,12.759,
1989-10,13.712,
1990-01,14.508,
1990-04,14.996,
1990-07,15.516,
1990-10,16.847,
1991-01,17.222,
1991-04,18.168,
1991-07,19.128,
1991-10,19.415,
1992-01,20.363,
1992-04,21.251,
1992-07,22.258,
1992-10,23.332,
1993-01,23.528,
1993-04,24.487,
1993-07,24.446,
1993-10,24.328,
1994-01,26.179,
1994-04,25.711,
1994-07,25.458,
1994-10,24.090,
1995-01,24.243,
1995-04,23.807,
1995-07,20.511,
1995-10,20.624,
1996-01,20.708,
1996-04,20.583,
1996-07,20.371,
1996-10,19.938,
1997-01,19.485,
1997-04,19.217,
1997-07,18.946,
1997-10,19.587,
1998-01,18.974,
1998-04,18.588,
1998-07,18.675,
1998-10,18.215,
1999-01,25.924,
1999-04,24.060,
1999-07,24.905,
1999-10,24.845,
2000-01,24.709,
2000-04,25.196,
2000-07,28.409,
2000-10,30.137,
2001-01,29.487,
2001-04,26.389,
2001-07,27.849,
2001-10,27.920,
2002-01,27.094,
2002-04,28.165,
2002-07,27.816,
2002-10,27.116,
2003-01,26.903,
2003-04,27.096,
2003-07,27.093,
2003-10,28.004,
2004-01,28.925,
2004-04,29.381,
2004-07,29.683,
2004-10,28.921,
2005-01,28.529,
2005-04,27.980,
2005-07,29.323,
2005-10,29.513,
2006-01,30.163,
2006-04,31.275,
2006-07,32.390,
2006-10,32.259,
2007-01,36.529,
2007-04,38.805,
2007-07,39.491,
2007-10,41.237,
2008-01,45.262,
2008-04,46.170,
2008-07,46.349,
2008-10,48.059,
2009-01,47.124,
2009-04,50.360,
2009-07,49.443,
2009-10,52.169,
2010-01,48.800,
2010-04,49.320,
2010-07,49.333,
2010-10,50.766,
2011-01,50.898,
2011-04,48.982,
2011-07,53.223,
2011-10,54.095,
2012-01,52.856,
2012-04,52.912,
2012-07,52.689,
2012-10,52.826,
2013-01,53.342,
2013-04,53.983,
2013-07,51.579,
2013-10,51.908,
2014-01,52.309,
2014-04,52.888,
2014-07,53.124,
2014-10,55.277,
