"",BBK01.OEAH26U,BBK01.OEAH26U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:20,
2002-01,8.629,
2002-04,8.345,
2002-07,8.283,
2002-10,8.604,
2003-01,8.741,
2003-04,8.746,
2003-07,8.896,
2003-10,9.244,
2004-01,9.326,
2004-04,9.320,
2004-07,9.379,
2004-10,9.612,
2005-01,10.383,
2005-04,10.356,
2005-07,10.350,
2005-10,10.379,
2006-01,10.344,
2006-04,10.217,
2006-07,9.998,
2006-10,10.003,
2007-01,9.835,
2007-04,9.648,
2007-07,9.415,
2007-10,9.506,
2008-01,9.467,
2008-04,9.251,
2008-07,9.058,
2008-10,9.085,
2009-01,9.256,
2009-04,9.374,
2009-07,9.753,
2009-10,10.111,
2010-01,10.386,
2010-04,10.535,
2010-07,10.736,
2010-10,11.036,
2011-01,11.167,
2011-04,11.073,
2011-07,11.067,
2011-10,11.206,
2012-01,11.339,
2012-04,11.340,
2012-07,11.423,
2012-10,11.664,
2013-01,11.867,
2013-04,11.895,
2013-07,11.905,
2013-10,11.986,
2014-01,11.981,
2014-04,11.905,
2014-07,11.942,
