"",BBK01.OEAA13V,BBK01.OEAA13V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:07,
2002-01,47.761,
2002-04,47.829,
2002-07,47.940,
2002-10,48.285,
2003-01,47.861,
2003-04,46.409,
2003-07,46.580,
2003-10,46.713,
2004-01,46.273,
2004-04,46.611,
2004-07,47.057,
2004-10,46.737,
2005-01,47.596,
2005-04,47.502,
2005-07,47.827,
2005-10,47.584,
2006-01,47.287,
2006-04,47.592,
2006-07,47.367,
2006-10,47.458,
2007-01,46.842,
2007-04,46.206,
2007-07,46.016,
2007-10,45.681,
2008-01,44.540,
2008-04,40.452,
2008-07,40.920,
2008-10,41.383,
2009-01,40.405,
2009-04,44.257,
2009-07,44.234,
2009-10,46.102,
2010-01,45.993,
2010-04,46.237,
2010-07,44.962,
2010-10,44.978,
2011-01,45.550,
2011-04,45.709,
2011-07,46.470,
2011-10,46.522,
2012-01,46.553,
2012-04,48.411,
2012-07,48.573,
2012-10,48.689,
2013-01,48.532,
2013-04,48.685,
2013-07,48.945,
2013-10,49.256,
2014-01,49.408,
2014-04,49.632,
2014-07,49.732,
