"",BBK01.PQ8180,BBK01.PQ8180_FLAGS
"",Lending to hotels and restaurants / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:13,
1989-01,-,Nothing exists
1989-04,.,No value available
1989-07,3.171,
1989-10,3.346,
1990-01,3.422,
1990-04,3.525,
1990-07,3.645,
1990-10,3.797,
1991-01,3.927,
1991-04,4.035,
1991-07,4.138,
1991-10,4.293,
1992-01,4.374,
1992-04,4.588,
1992-07,4.749,
1992-10,4.875,
1993-01,4.833,
1993-04,4.838,
1993-07,4.912,
1993-10,5.156,
1994-01,5.146,
1994-04,5.251,
1994-07,5.436,
1994-10,5.519,
1995-01,5.587,
1995-04,5.723,
1995-07,5.577,
1995-10,5.612,
1996-01,5.605,
1996-04,5.609,
1996-07,5.641,
1996-10,6.009,
1997-01,6.071,
1997-04,6.093,
1997-07,5.961,
1997-10,6.004,
1998-01,5.644,
1998-04,5.619,
1998-07,5.428,
1998-10,5.423,
1999-01,5.127,
1999-04,5.135,
1999-07,5.028,
1999-10,5.067,
2000-01,5.004,
2000-04,5.041,
2000-07,4.939,
2000-10,4.957,
2001-01,4.882,
2001-04,4.875,
2001-07,4.889,
2001-10,4.912,
2002-01,4.893,
2002-04,4.860,
2002-07,4.814,
2002-10,4.760,
2003-01,4.650,
2003-04,4.545,
2003-07,4.408,
2003-10,4.280,
2004-01,4.295,
2004-04,4.308,
2004-07,4.130,
2004-10,4.017,
2005-01,3.978,
2005-04,3.945,
2005-07,3.903,
2005-10,3.783,
2006-01,3.761,
2006-04,3.772,
2006-07,3.740,
2006-10,3.639,
2007-01,3.695,
2007-04,3.589,
2007-07,3.499,
2007-10,3.502,
2008-01,3.475,
2008-04,3.415,
2008-07,3.346,
2008-10,3.386,
2009-01,3.424,
2009-04,3.379,
2009-07,3.282,
2009-10,3.352,
2010-01,3.361,
2010-04,3.339,
2010-07,3.335,
2010-10,3.334,
2011-01,3.359,
2011-04,3.387,
2011-07,3.528,
2011-10,3.537,
2012-01,3.626,
2012-04,3.689,
2012-07,3.683,
2012-10,3.683,
2013-01,3.722,
2013-04,3.698,
2013-07,3.746,
2013-10,3.731,
2014-01,3.785,
2014-04,4.061,
2014-07,3.997,
2014-10,3.905,
