"",BBK01.PC3657,BBK01.PC3657_FLAGS
"",Lending to domestic employees and other individuals / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:43,
1985-10,0.676,
1986-01,0.666,
1986-04,0.676,
1986-07,0.680,
1986-10,0.677,
1987-01,0.669,
1987-04,0.681,
1987-07,0.687,
1987-10,0.672,
1988-01,0.668,
1988-04,0.669,
1988-07,0.732,
1988-10,0.800,
1989-01,0.838,
1989-04,0.865,
1989-07,0.890,
1989-10,0.846,
1990-01,0.871,
1990-04,0.940,
1990-07,0.966,
1990-10,0.939,
1991-01,1.008,
1991-04,1.047,
1991-07,1.095,
1991-10,1.187,
1992-01,1.255,
1992-04,1.173,
1992-07,1.197,
1992-10,1.538,
1993-01,1.473,
1993-04,1.467,
1993-07,1.457,
1993-10,1.420,
1994-01,3.169,
1994-04,3.240,
1994-07,3.332,
1994-10,3.400,
1995-01,3.401,
1995-04,3.510,
1995-07,3.539,
1995-10,3.522,
1996-01,3.613,
1996-04,3.721,
1996-07,3.836,
1996-10,3.887,
1997-01,3.916,
1997-04,4.824,
1997-07,3.928,
1997-10,3.959,
1998-01,3.951,
1998-04,3.930,
1998-07,3.865,
1998-10,3.811,
1999-01,5.200,
1999-04,5.333,
1999-07,5.331,
1999-10,5.361,
2000-01,6.787,
2000-04,6.847,
2000-07,7.088,
2000-10,7.555,
2001-01,7.843,
2001-04,8.346,
2001-07,8.566,
2001-10,8.397,
2002-01,7.942,
2002-04,9.332,
2002-07,9.819,
2002-10,9.864,
2003-01,10.107,
2003-04,10.335,
2003-07,10.454,
2003-10,10.597,
2004-01,11.092,
2004-04,11.378,
2004-07,11.716,
2004-10,11.838,
2005-01,11.826,
2005-04,12.375,
2005-07,12.628,
2005-10,13.806,
2006-01,14.123,
2006-04,14.541,
2006-07,14.829,
2006-10,15.189,
2007-01,15.170,
2007-04,15.516,
2007-07,15.971,
2007-10,15.470,
2008-01,15.574,
2008-04,15.754,
2008-07,15.164,
2008-10,15.647,
2009-01,17.341,
2009-04,17.721,
2009-07,18.405,
2009-10,19.263,
2010-01,19.121,
2010-04,18.517,
2010-07,17.855,
2010-10,17.847,
2011-01,17.824,
2011-04,17.889,
2011-07,17.853,
2011-10,16.942,
2012-01,16.245,
2012-04,16.293,
2012-07,16.444,
2012-10,16.378,
2013-01,17.272,
2013-04,17.434,
2013-07,17.799,
2013-10,17.825,
2014-01,17.867,
2014-04,17.068,
2014-07,17.354,
2014-10,17.452,
