"",BBK01.OUE007,BBK01.OUE007_FLAGS
"",Other assets / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:14:15,
1968-12,0.038,
1969-01,0.034,
1969-02,0.035,
1969-03,0.044,
1969-04,0.043,
1969-05,0.043,
1969-06,0.070,
1969-07,0.043,
1969-08,0.054,
1969-09,0.081,
1969-10,0.142,
1969-11,0.159,
1969-12,0.071,
1970-01,0.062,
1970-02,0.072,
1970-03,0.077,
1970-04,0.075,
1970-05,0.069,
1970-06,0.061,
1970-07,0.063,
1970-08,0.075,
1970-09,0.093,
1970-10,0.074,
1970-11,0.079,
1970-12,0.091,
1971-01,0.111,
1971-02,0.085,
1971-03,0.082,
1971-04,0.084,
1971-05,0.087,
1971-06,0.095,
1971-07,0.090,
1971-08,0.107,
1971-09,0.099,
1971-10,0.106,
1971-11,0.107,
1971-12,0.101,
1972-01,0.104,
1972-02,0.117,
1972-03,0.111,
1972-04,0.150,
1972-05,0.109,
1972-06,0.097,
1972-07,0.114,
1972-08,0.098,
1972-09,0.113,
1972-10,0.121,
1972-11,0.162,
1972-12,0.130,
1973-01,0.114,
1973-02,0.130,
1973-03,0.151,
1973-04,0.152,
1973-05,0.156,
1973-06,0.173,
1973-07,0.203,
1973-08,0.199,
1973-09,0.178,
1973-10,0.193,
1973-11,0.188,
1973-12,0.191,
1974-01,0.182,
1974-02,0.210,
1974-03,0.175,
1974-04,0.177,
1974-05,0.162,
1974-06,0.145,
1974-07,0.182,
1974-08,0.159,
1974-09,0.160,
1974-10,0.186,
1974-11,0.167,
1974-12,0.190,
1975-01,0.192,
1975-02,0.183,
1975-03,0.172,
1975-04,0.211,
1975-05,0.191,
1975-06,0.172,
1975-07,0.230,
1975-08,0.220,
1975-09,0.227,
1975-10,0.194,
1975-11,0.242,
1975-12,0.213,
1976-01,0.203,
1976-02,0.196,
1976-03,0.202,
1976-04,0.201,
1976-05,0.213,
1976-06,0.214,
1976-07,0.208,
1976-08,0.201,
1976-09,0.196,
1976-10,0.206,
1976-11,0.197,
1976-12,0.234,
1977-01,0.247,
1977-02,0.240,
1977-03,0.212,
1977-04,0.211,
1977-05,0.225,
1977-06,0.216,
1977-07,0.238,
1977-08,0.230,
1977-09,0.228,
1977-10,0.228,
1977-11,0.247,
1977-12,0.265,
1978-01,0.266,
1978-02,0.291,
1978-03,0.321,
1978-04,0.291,
1978-05,0.303,
1978-06,0.284,
1978-07,0.297,
1978-08,0.333,
1978-09,0.325,
1978-10,0.348,
1978-11,0.335,
1978-12,0.376,
1979-01,0.360,
1979-02,0.359,
1979-03,0.383,
1979-04,0.361,
1979-05,0.345,
1979-06,0.352,
1979-07,0.341,
1979-08,0.338,
1979-09,0.353,
1979-10,0.325,
1979-11,0.351,
1979-12,0.351,
1980-01,0.343,
1980-02,0.330,
1980-03,0.404,
1980-04,0.336,
1980-05,0.324,
1980-06,0.319,
1980-07,0.326,
1980-08,0.325,
1980-09,0.384,
1980-10,0.389,
1980-11,0.375,
1980-12,0.432,
1981-01,0.533,
1981-02,0.488,
1981-03,0.484,
1981-04,0.497,
1981-05,0.471,
1981-06,0.461,
1981-07,0.473,
1981-08,0.445,
1981-09,0.450,
1981-10,0.418,
1981-11,0.440,
1981-12,0.449,
1982-01,0.446,
1982-02,0.448,
1982-03,0.513,
1982-04,0.446,
1982-05,0.478,
1982-06,0.452,
1982-07,0.445,
1982-08,0.458,
1982-09,0.542,
1982-10,0.508,
1982-11,0.511,
1982-12,0.528,
1983-01,0.538,
1983-02,0.615,
1983-03,0.554,
1983-04,0.525,
1983-05,0.524,
1983-06,0.531,
1983-07,0.543,
1983-08,0.556,
1983-09,0.615,
1983-10,0.548,
1983-11,0.557,
1983-12,0.593,
1984-01,0.601,
1984-02,0.597,
1984-03,0.699,
1984-04,0.632,
1984-05,0.622,
1984-06,0.603,
1984-07,0.597,
1984-08,0.619,
1984-09,0.779,
1984-10,0.637,
1984-11,0.594,
1984-12,0.641,
1985-01,0.679,
1985-02,0.678,
1985-03,0.732,
1985-04,0.655,
1985-05,0.643,
1985-06,0.630,
1985-07,0.653,
1985-08,0.583,
1985-09,0.679,
1985-10,0.590,
1985-11,0.550,
1985-12,0.601,
1986-01,0.622,
1986-02,0.602,
1986-03,0.772,
1986-04,0.662,
1986-05,0.645,
1986-06,0.607,
1986-07,0.543,
1986-08,0.559,
1986-09,0.664,
1986-10,0.567,
1986-11,0.572,
1986-12,0.520,
1987-01,0.531,
1987-02,0.576,
1987-03,0.598,
1987-04,0.543,
1987-05,0.579,
1987-06,0.551,
1987-07,0.550,
1987-08,0.551,
1987-09,0.608,
1987-10,0.751,
1987-11,0.602,
1987-12,0.677,
1988-01,0.641,
1988-02,0.623,
1988-03,0.670,
1988-04,0.568,
1988-05,0.575,
1988-06,0.551,
1988-07,0.544,
1988-08,0.554,
1988-09,0.629,
1988-10,0.591,
1988-11,0.598,
1988-12,0.578,
1989-01,0.581,
1989-02,0.561,
1989-03,0.790,
1989-04,0.569,
1989-05,0.652,
1989-06,0.602,
1989-07,0.622,
1989-08,0.637,
1989-09,0.801,
1989-10,0.717,
1989-11,0.732,
1989-12,0.741,
1990-01,0.695,
1990-02,0.699,
1990-03,0.940,
1990-04,0.632,
1990-05,0.646,
1990-06,0.639,
1990-07,0.611,
1990-08,0.637,
1990-09,0.800,
1990-10,0.665,
1990-11,0.666,
1990-12,0.660,
1991-01,0.643,
1991-02,0.689,
1991-03,1.042,
1991-04,0.737,
1991-05,0.728,
1991-06,0.753,
1991-07,0.691,
1991-08,0.713,
1991-09,0.766,
1991-10,0.638,
1991-11,0.652,
1991-12,0.634,
1992-01,0.576,
1992-02,0.612,
1992-03,0.808,
1992-04,0.526,
1992-05,0.507,
1992-06,0.461,
1992-07,0.461,
1992-08,0.497,
1992-09,0.768,
1992-10,0.489,
1992-11,0.477,
1992-12,0.503,
