"",BBK01.AY4956,BBK01.AY4956_FLAGS
"",Deposits / Redeemable at notice of up to 3 months / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:11,
1995-01,78.89052,
1995-02,79.54866,
1995-03,80.17707,
1995-04,81.03311,
1995-05,81.91965,
1995-06,82.95793,
1995-07,83.91164,
1995-08,84.96135,
1995-09,86.20484,
1995-10,87.59810,
1995-11,88.85651,
1995-12,90.32343,
1996-01,92.00020,
1996-02,93.64318,
1996-03,95.19585,
1996-04,96.73873,
1996-05,97.63738,
1996-06,98.62017,
1996-07,99.69429,
1996-08,100.60060,
1996-09,101.44697,
1996-10,102.44349,
1996-11,103.25035,
1996-12,104.28221,
1997-01,105.30850,
1997-02,106.03458,
1997-03,106.74770,
1997-04,107.51420,
1997-05,108.17163,
1997-06,108.63698,
1997-07,109.22592,
1997-08,109.86271,
1997-09,110.43512,
1997-10,110.65712,
1997-11,111.10995,
1997-12,111.47526,
1998-01,111.81065,
1998-02,112.24741,
1998-03,112.69312,
1998-04,112.97320,
1998-05,113.37128,
1998-06,113.91138,
1998-07,114.25071,
1998-08,114.57621,
1998-09,114.89909,
1998-10,115.34356,
1998-11,115.83545,
1998-12,116.37069,
1999-01,116.63171,
1999-02,117.23150,
1999-03,117.30592,
1999-04,118.00303,
1999-05,118.90769,
1999-06,119.31843,
1999-07,119.59546,
1999-08,119.60516,
1999-09,119.43983,
1999-10,119.11412,
1999-11,118.59399,
1999-12,117.73828,
2000-01,116.68556,
2000-02,115.61959,
2000-03,114.50026,
2000-04,113.46430,
2000-05,112.34959,
2000-06,111.12588,
2000-07,109.99685,
2000-08,108.99785,
2000-09,108.00280,
2000-10,107.07006,
2000-11,105.90251,
2000-12,105.20819,
2001-01,104.39950,
2001-02,103.91913,
2001-03,103.94020,
2001-04,104.04796,
2001-05,104.15840,
2001-06,104.47309,
2001-07,104.59210,
2001-08,104.75457,
2001-09,105.11198,
2001-10,105.94192,
2001-11,106.63519,
2001-12,108.00638,
2002-01,108.66907,
2002-02,108.59951,
2002-03,108.87670,
2002-04,107.59476,
2002-05,107.86766,
2002-06,107.95011,
2002-07,107.98523,
2002-08,108.10846,
2002-09,108.43932,
2002-10,109.10464,
2002-11,109.96033,
2002-12,111.23719,
2003-01,112.28868,
2003-02,112.86850,
2003-03,113.42175,
2003-04,113.77024,
2003-05,114.15518,
2003-06,114.69082,
2003-07,115.25396,
2003-08,116.08034,
2003-09,116.38595,
2003-10,116.83346,
2003-11,117.29180,
2003-12,117.62814,
2004-01,118.07570,
2004-02,118.22550,
2004-03,118.39542,
2004-04,118.71009,
2004-05,119.00879,
2004-06,119.24976,
2004-07,119.47262,
2004-08,119.84032,
2004-09,119.96656,
2004-10,120.31185,
2004-11,120.62011,
2004-12,120.98022,
2005-01,121.30051,
2005-02,121.24834,
2005-03,121.12358,
2005-04,121.26125,
2005-05,121.42490,
2005-06,121.45240,
2005-07,121.55204,
2005-08,121.66115,
2005-09,121.77939,
2005-10,121.74320,
2005-11,121.77471,
2005-12,121.53154,
2006-01,121.31071,
2006-02,121.06133,
2006-03,120.67631,
2006-04,120.38683,
2006-05,119.81778,
2006-06,119.50371,
2006-07,118.68693,
2006-08,117.90324,
2006-09,117.11322,
2006-10,116.18323,
2006-11,115.09594,
2006-12,114.16022,
2007-01,112.73402,
2007-02,111.65453,
2007-03,110.98065,
2007-04,110.17165,
2007-05,109.39977,
2007-06,108.71115,
2007-07,107.47039,
2007-08,106.82292,
2007-09,106.09260,
2007-10,105.13868,
2007-11,104.51375,
2007-12,104.52926,
2008-01,103.37232,
2008-02,102.67193,
2008-03,102.39025,
2008-04,101.93489,
2008-05,101.65804,
2008-06,101.44397,
2008-07,100.33898,
2008-08,99.86420,
2008-09,99.20554,
2008-10,99.01396,
2008-11,99.04020,
2008-12,99.61634,
2009-01,100.41231,
2009-02,101.39312,
2009-03,102.17007,
2009-04,103.10313,
2009-05,103.90052,
2009-06,105.05565,
2009-07,106.21843,
2009-08,107.55999,
2009-09,108.42916,
2009-10,109.53510,
2009-11,110.49885,
2009-12,111.44271,
2010-01,112.41162,
2010-02,113.46522,
2010-03,114.06668,
2010-04,114.80230,
2010-05,115.55389,
2010-06,116.04362,
2010-07,116.99126,
2010-08,117.64340,
2010-09,118.41645,
2010-10,119.15362,
2010-11,119.86955,
2010-12,120.47538,
2011-01,120.93721,
2011-02,121.05340,
2011-03,121.46088,
2011-04,121.48352,
2011-05,121.26542,
2011-06,121.13085,
2011-07,120.96123,
2011-08,120.81659,
2011-09,120.72240,
2011-10,120.75854,
2011-11,120.91197,
2011-12,120.82830,
2012-01,121.18373,
2012-02,121.74493,
2012-03,122.04715,
2012-04,122.13063,
2012-05,122.47039,
2012-06,122.76597,
2012-07,123.10291,
2012-08,123.42512,
2012-09,123.62833,
2012-10,123.75081,
2012-11,124.05419,
2012-12,124.18273,
2013-01,124.26751,
2013-02,124.26523,
2013-03,124.12816,
2013-04,124.37432,
2013-05,124.79193,
2013-06,124.98651,
2013-07,125.04852,
2013-08,125.15519,
2013-09,125.17428,
2013-10,125.27656,
2013-11,125.43491,
2013-12,125.08856,
2014-01,124.84555,
2014-02,124.66823,
2014-03,124.54329,
2014-04,124.56502,
2014-05,124.73662,
2014-06,124.86529,
2014-07,124.88275,
2014-08,125.02612,
2014-09,125.13024,
2014-10,125.16173,
2014-11,125.25027,
2014-12,124.50906,Provisional value
2015-01,124.13877,
"",General: 1 Statistical changes have been eliminated.,
