"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC23._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC23._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Air transport / Sonstige / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:21,
1991-01,93.608,
1991-02,118.686,
1991-03,85.637,
1991-04,141.560,
1991-05,81.502,
1991-06,102.552,
1991-07,93.928,
1991-08,136.617,
1991-09,120.949,
1991-10,99.614,
1991-11,91.693,
1991-12,116.419,
1992-01,79.767,
1992-02,104.069,
1992-03,110.463,
1992-04,91.446,
1992-05,129.275,
1992-06,102.804,
1992-07,151.539,
1992-08,115.770,
1992-09,122.652,
1992-10,144.493,
1992-11,116.298,
1992-12,138.787,
1993-01,78.483,
1993-02,113.323,
1993-03,125.599,
1993-04,102.597,
1993-05,90.075,
1993-06,139.796,
1993-07,114.923,
1993-08,104.404,
1993-09,139.555,
1993-10,129.059,
1993-11,91.334,
1993-12,158.039,
1994-01,77.532,
1994-02,97.120,
1994-03,131.979,
1994-04,123.240,
1994-05,99.132,
1994-06,139.868,
1994-07,105.082,
1994-08,116.491,
1994-09,156.641,
1994-10,106.722,
1994-11,135.868,
1994-12,154.393,
1995-01,113.473,
1995-02,97.294,
1995-03,161.600,
1995-04,95.755,
1995-05,114.641,
1995-06,145.844,
1995-07,128.091,
1995-08,146.368,
1995-09,142.583,
1995-10,137.686,
1995-11,118.334,
1995-12,128.218,
1996-01,112.929,
1996-02,117.879,
1996-03,110.394,
1996-04,122.775,
1996-05,119.587,
1996-06,125.208,
1996-07,129.680,
1996-08,131.925,
1996-09,133.663,
1996-10,142.947,
1996-11,117.888,
1996-12,145.719,
1997-01,111.145,
1997-02,116.260,
1997-03,95.310,
1997-04,116.930,
1997-05,113.103,
1997-06,113.841,
1997-07,142.963,
1997-08,133.240,
1997-09,123.484,
1997-10,175.034,
1997-11,135.614,
1997-12,139.094,
1998-01,116.239,
1998-02,111.159,
1998-03,104.730,
1998-04,106.794,
1998-05,88.885,
1998-06,141.366,
1998-07,157.466,
1998-08,130.598,
1998-09,149.589,
1998-10,132.824,
1998-11,137.857,
1998-12,131.316,
1999-01,99.134,
1999-02,115.417,
1999-03,133.022,
1999-04,124.220,
1999-05,115.125,
1999-06,127.458,
1999-07,141.126,
1999-08,154.374,
1999-09,143.143,
1999-10,135.395,
1999-11,171.865,
1999-12,140.462,
2000-01,125.163,
2000-02,164.807,
2000-03,136.299,
2000-04,106.310,
2000-05,120.650,
2000-06,122.391,
2000-07,147.009,
2000-08,153.457,
2000-09,159.846,
2000-10,150.557,
2000-11,147.546,
2000-12,135.150,
2001-01,131.811,
2001-02,110.186,
2001-03,147.577,
2001-04,120.817,
2001-05,141.253,
2001-06,130.265,
2001-07,155.015,
2001-08,153.014,
2001-09,140.590,
2001-10,169.730,
2001-11,132.587,
2001-12,135.839,
2002-01,126.356,
2002-02,156.049,
2002-03,188.481,
2002-04,240.699,
2002-05,184.079,
2002-06,232.032,
2002-07,233.715,
2002-08,246.283,
2002-09,227.012,
2002-10,278.779,
2002-11,230.050,
2002-12,218.352,
2003-01,212.393,
2003-02,162.465,
2003-03,229.323,
2003-04,257.204,
2003-05,187.172,
2003-06,272.865,
2003-07,241.286,
2003-08,215.813,
2003-09,262.554,
2003-10,212.108,
2003-11,232.362,
2003-12,256.894,
2004-01,222.891,
2004-02,183.348,
2004-03,281.469,
2004-04,217.858,
2004-05,190.879,
2004-06,286.207,
2004-07,244.918,
2004-08,245.373,
2004-09,242.913,
2004-10,260.144,
2004-11,273.022,
2004-12,290.999,
2005-01,244.566,
2005-02,226.109,
2005-03,259.705,
2005-04,267.586,
2005-05,263.639,
2005-06,277.230,
2005-07,299.315,
2005-08,291.938,
2005-09,304.740,
2005-10,287.926,
2005-11,310.792,
2005-12,338.511,
2006-01,248.813,
2006-02,249.545,
2006-03,254.719,
2006-04,267.561,
2006-05,298.780,
2006-06,297.989,
2006-07,343.517,
2006-08,321.648,
2006-09,295.035,
2006-10,309.404,
2006-11,319.378,
2006-12,323.467,
2007-01,264.163,
2007-02,255.047,
2007-03,307.703,
2007-04,283.175,
2007-05,294.526,
2007-06,296.603,
2007-07,318.199,
2007-08,307.174,
2007-09,306.891,
2007-10,331.370,
2007-11,315.372,
2007-12,323.313,
2008-01,293.410,
2008-02,316.370,
2008-03,307.013,
2008-04,323.968,
2008-05,320.994,
2008-06,306.853,
2008-07,368.393,
2008-08,334.653,
2008-09,381.464,
2008-10,368.517,
2008-11,332.458,
2008-12,343.232,
2009-01,319.265,
2009-02,312.492,
2009-03,339.153,
2009-04,350.724,
2009-05,338.231,
2009-06,381.837,
2009-07,374.661,
2009-08,355.277,
2009-09,349.032,
2009-10,359.818,
2009-11,333.673,
2009-12,337.774,
2010-01,321.453,
2010-02,303.287,
2010-03,341.891,
2010-04,349.746,
2010-05,321.644,
2010-06,355.326,
2010-07,376.220,
2010-08,358.751,
2010-09,354.134,
2010-10,359.811,
2010-11,367.328,
2010-12,367.819,
2011-01,328.398,
2011-02,307.402,
2011-03,375.797,
2011-04,323.511,
2011-05,364.100,
2011-06,358.638,
2011-07,369.540,
2011-08,368.989,
2011-09,372.915,
2011-10,355.431,
2011-11,378.039,
2011-12,354.963,
2012-01,328.032,
2012-02,324.067,
2012-03,383.556,
2012-04,355.270,
2012-05,392.611,
2012-06,371.606,
2012-07,379.860,
2012-08,378.008,
2012-09,380.840,
2012-10,424.050,
2012-11,391.524,
2012-12,361.656,
2013-01,204.599,
2013-02,179.525,
2013-03,194.251,
2013-04,203.153,
2013-05,224.098,
2013-06,247.019,
2013-07,243.140,
2013-08,255.511,
2013-09,266.748,
2013-10,248.994,
2013-11,198.003,
2013-12,295.175,
2014-01,164.309,
2014-02,197.376,Provisional value
2014-03,196.776,Provisional value
2014-04,217.329,Provisional value
2014-05,214.445,Provisional value
2014-06,234.501,Provisional value
2014-07,243.166,Provisional value
2014-08,240.467,Provisional value
2014-09,247.871,
2014-10,255.850,
2014-11,234.583,
2014-12,225.555,Provisional value
