"",BBK01.SUD206,BBK01.SUD206_FLAGS
"",New business (volumes) of German banks / Households' deposits redeemable at notice of over 3 months,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:47,
2003-01,100457,
2003-02,99280,
2003-03,97731,
2003-04,95207,
2003-05,93946,
2003-06,92548,
2003-07,90491,
2003-08,88948,
2003-09,88197,
2003-10,88289,
2003-11,88529,
2003-12,89528,
2004-01,88506,
2004-02,88115,
2004-03,87863,
2004-04,86706,
2004-05,85838,
2004-06,85480,
2004-07,85562,
2004-08,85491,
2004-09,85177,
2004-10,85738,
2004-11,86549,
2004-12,87804,
2005-01,87540,
2005-02,88103,
2005-03,88481,
2005-04,88013,
2005-05,87517,
2005-06,86665,
2005-07,85918,
2005-08,84891,
2005-09,83344,
2005-10,82864,
2005-11,83107,
2005-12,83921,
2006-01,84615,
2006-02,84898,
2006-03,85689,
2006-04,85904,
2006-05,87032,
2006-06,88337,
2006-07,89399,
2006-08,90923,
2006-09,92142,
2006-10,94253,
2006-11,96851,
2006-12,98851,
2007-01,100630,
2007-02,102659,
2007-03,104158,
2007-04,104368,
2007-05,104138,
2007-06,104744,
2007-07,105360,
2007-08,105719,
2007-09,106318,
2007-10,107459,
2007-11,108404,
2007-12,109427,
2008-01,109322,
2008-02,108445,
2008-03,106376,
2008-04,105021,
2008-05,103615,
2008-06,102836,
2008-07,102337,
2008-08,101222,
2008-09,100148,
2008-10,103108,
2008-11,106825,
2008-12,110599,
2009-01,110567,
2009-02,110493,
2009-03,111178,
2009-04,112039,
2009-05,113497,
2009-06,114481,
2009-07,115616,
2009-08,116343,
2009-09,117556,
2009-10,119952,
2009-11,120775,
2009-12,119702,
2010-01,118141,
2010-02,117491,
2010-03,117551,
2010-04,115665,
2010-05,113839,
2010-06,112572,
2010-07,110429,
2010-08,108681,
2010-09,106394,
2010-10,105025,
2010-11,105590,
2010-12,105583,
2011-01,105207,
2011-02,105268,
2011-03,105429,
2011-04,104640,
2011-05,104562,
2011-06,104371,
2011-07,104420,
2011-08,104307,
2011-09,103815,
2011-10,103670,
2011-11,101829,
2011-12,101085,
2012-01,100172,
2012-02,99932,
2012-03,99132,
2012-04,98812,
2012-05,98036,
2012-06,97049,
2012-07,96163,
2012-08,94750,
2012-09,93164,
2012-10,92409,
2012-11,91114,
2012-12,89519,
2013-01,87663,
2013-02,86114,
2013-03,85257,
2013-04,83717,
2013-05,81737,
2013-06,80868,
2013-07,79828,
2013-08,78869,
2013-09,78103,
2013-10,78030,
2013-11,77998,
2013-12,77698,
2014-01,77239,
2014-02,77471,
2014-03,77451,
2014-04,77285,
2014-05,77128,
2014-06,76049,
2014-07,76712,
2014-08,77648,
2014-09,78170,
2014-10,77990,
2014-11,77625,
2014-12,76209,Provisional value
"",General: New business is collected in the same way as outstanding amounts for the sake of simplicity. This means that all outstanding deposit business at the end of the month has to be incorporated in the calculation of volumes. Data based on monthly balance sheet statistics. Including non-financial corporations' deposits redeemable at notice of over 3 months; including fidelity and growth premia. p = Provisional,
