"",BBK01.OUB366,BBK01.OUB366_FLAGS
"",Bills issued by foreign non-banks / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:30,
1999-01,0.770,
1999-02,0.757,
1999-03,0.776,
1999-04,0.783,
1999-05,0.765,
1999-06,0.757,
1999-07,0.751,
1999-08,0.763,
1999-09,0.803,
1999-10,0.772,
1999-11,0.819,
1999-12,0.812,
2000-01,0.778,
2000-02,0.748,
2000-03,0.798,
2000-04,0.840,
2000-05,0.829,
2000-06,0.818,
2000-07,0.833,
2000-08,0.833,
2000-09,0.770,
2000-10,0.766,
2000-11,0.744,
2000-12,0.718,
2001-01,0.657,
2001-02,0.634,
2001-03,0.647,
2001-04,0.615,
2001-05,0.569,
2001-06,0.568,
2001-07,0.543,
2001-08,0.537,
2001-09,0.524,
2001-10,0.520,
2001-11,0.509,
2001-12,0.507,
2002-01,0.472,
2002-02,0.435,
2002-03,0.432,
2002-04,0.401,
2002-05,0.381,
2002-06,0.367,
2002-07,0.363,
2002-08,0.364,
2002-09,0.350,
2002-10,0.358,
2002-11,0.384,
2002-12,0.435,
2003-01,0.354,
2003-02,0.345,
2003-03,0.342,
2003-04,0.331,
2003-05,0.379,
2003-06,0.386,
2003-07,0.358,
2003-08,0.330,
2003-09,0.378,
2003-10,0.303,
2003-11,0.313,
2003-12,0.331,
2004-01,0.306,
2004-02,0.295,
2004-03,0.342,
2004-04,0.330,
2004-05,0.325,
2004-06,0.351,
2004-07,0.400,
2004-08,0.398,
2004-09,0.394,
2004-10,0.414,
2004-11,0.400,
2004-12,0.393,
2005-01,0.350,
2005-02,0.326,
2005-03,0.327,
2005-04,0.320,
2005-05,0.292,
2005-06,0.298,
2005-07,0.312,
2005-08,0.278,
2005-09,0.255,
2005-10,0.256,
2005-11,0.257,
2005-12,0.275,
2006-01,0.232,
2006-02,0.228,
2006-03,0.210,
2006-04,0.196,
2006-05,0.184,
2006-06,0.220,
2006-07,0.184,
2006-08,0.191,
2006-09,0.244,
2006-10,0.261,
2006-11,0.246,
2006-12,0.296,
2007-01,0.304,
2007-02,0.318,
2007-03,0.326,
2007-04,0.332,
2007-05,0.313,
2007-06,0.330,
2007-07,0.304,
2007-08,0.303,
2007-09,0.296,
2007-10,0.289,
2007-11,0.233,
2007-12,0.211,
2008-01,0.190,
2008-02,0.174,
2008-03,0.174,
2008-04,0.170,
2008-05,0.195,
2008-06,0.206,
2008-07,0.183,
2008-08,0.187,
2008-09,0.196,
2008-10,0.192,
2008-11,0.202,
2008-12,0.230,
2009-01,0.212,
2009-02,0.187,
2009-03,0.178,
2009-04,0.159,
2009-05,0.149,
2009-06,0.164,
2009-07,0.166,
2009-08,0.168,
2009-09,0.170,
2009-10,0.167,
2009-11,0.148,
2009-12,0.149,
2010-01,0.145,
2010-02,0.136,
2010-03,0.128,
2010-04,0.140,
2010-05,0.148,
2010-06,0.131,
2010-07,0.132,
2010-08,0.125,
2010-09,0.116,
2010-10,0.100,
2010-11,0.100,
2010-12,0.095,
2011-01,0.096,
2011-02,0.094,
2011-03,0.083,
2011-04,0.075,
2011-05,0.071,
2011-06,0.076,
2011-07,0.076,
2011-08,0.061,
2011-09,0.065,
2011-10,0.060,
2011-11,0.060,
2011-12,0.075,
2012-01,0.068,
2012-02,0.067,
2012-03,0.076,
2012-04,0.067,
2012-05,0.046,
2012-06,0.046,
2012-07,0.044,
2012-08,0.041,
2012-09,0.038,
2012-10,0.037,
2012-11,0.034,
2012-12,0.038,
2013-01,0.028,
2013-02,0.027,
2013-03,0.026,
2013-04,0.031,
2013-05,0.031,
2013-06,0.031,
2013-07,0.030,
2013-08,0.029,
2013-09,0.030,
2013-10,0.031,
2013-11,0.038,
2013-12,0.042,
2014-01,0.051,
2014-02,0.057,
2014-03,0.057,
2014-04,0.073,
2014-05,0.084,
2014-06,0.089,
2014-07,0.078,
2014-08,0.091,
2014-09,0.101,
2014-10,0.089,
2014-11,0.090,
2014-12,0.100,Provisional value
