"",BBK01.PQ2725,BBK01.PQ2725_FLAGS
"","Lending to chemical industry, manufacture of coke, refined petroleum products and nuclear fuel / Total / Banks with special functions",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:35,
1968-10,0.182,
1969-01,0.182,
1969-04,0.191,
1969-07,0.199,
1969-10,0.201,
1970-01,0.219,
1970-04,0.220,
1970-07,0.229,
1970-10,0.237,
1971-01,0.247,
1971-04,0.253,
1971-07,0.271,
1971-10,0.300,
1972-01,0.333,
1972-04,0.330,
1972-07,0.341,
1972-10,0.343,
1973-01,0.364,
1973-04,0.375,
1973-07,0.377,
1973-10,0.364,
1974-01,0.394,
1974-04,0.407,
1974-07,0.428,
1974-10,0.497,
1975-01,0.536,
1975-04,0.544,
1975-07,0.593,
1975-10,0.348,
1976-01,0.361,
1976-04,0.355,
1976-07,0.409,
1976-10,0.416,
1977-01,0.438,
1977-04,0.414,
1977-07,0.401,
1977-10,0.414,
1978-01,0.409,
1978-04,0.402,
1978-07,0.422,
1978-10,0.424,
1979-01,0.432,
1979-04,0.443,
1979-07,0.465,
1979-10,0.465,
1980-01,0.467,
1980-04,0.448,
1980-07,0.436,
1980-10,0.438,
1981-01,0.433,
1981-04,0.467,
1981-07,0.478,
1981-10,0.446,
1982-01,0.426,
1982-04,0.414,
1982-07,0.417,
1982-10,0.402,
1983-01,0.387,
1983-04,0.358,
1983-07,0.362,
1983-10,0.367,
1984-01,0.379,
1984-04,0.394,
1984-07,0.411,
1984-10,0.407,
1985-01,0.402,
1985-04,0.390,
1985-07,0.389,
1985-10,0.393,
1986-01,0.402,
1986-04,0.394,
1986-07,0.451,
1986-10,0.528,
1987-01,0.526,
1987-04,0.554,
1987-07,0.536,
1987-10,0.537,
1988-01,0.534,
1988-04,0.553,
1988-07,0.575,
1988-10,0.587,
1989-01,0.599,
1989-04,0.594,
1989-07,0.597,
1989-10,0.614,
1990-01,0.599,
1990-04,0.601,
1990-07,0.605,
1990-10,0.605,
1991-01,0.635,
1991-04,0.644,
1991-07,0.650,
1991-10,0.655,
1992-01,0.659,
1992-04,0.675,
1992-07,0.726,
1992-10,0.817,
1993-01,1.821,
1993-04,1.633,
1993-07,1.194,
1993-10,0.841,
1994-01,0.803,
1994-04,0.784,
1994-07,0.678,
1994-10,0.620,
1995-01,0.546,
1995-04,0.472,
1995-07,0.483,
1995-10,0.496,
1996-01,0.516,
1996-04,0.532,
1996-07,0.560,
1996-10,0.558,
1997-01,0.570,
1997-04,0.650,
1997-07,0.663,
1997-10,0.680,
1998-01,0.674,
1998-04,0.695,
1998-07,0.706,
1998-10,0.759,
1999-01,0.692,
1999-04,0.772,
1999-07,0.841,
1999-10,0.859,
2000-01,0.828,
2000-04,0.750,
2000-07,0.610,
2000-10,0.889,
2001-01,0.816,
2001-04,0.796,
2001-07,1.105,
2001-10,1.127,
2002-01,1.139,
2002-04,1.161,
2002-07,1.109,
2002-10,1.099,
2003-01,1.126,
2003-04,1.146,
2003-07,1.218,
2003-10,1.226,
2004-01,1.277,
2004-04,1.306,
2004-07,1.327,
2004-10,1.277,
2005-01,1.328,
2005-04,1.354,
2005-07,1.085,
2005-10,1.087,
2006-01,1.051,
2006-04,0.901,
2006-07,0.951,
2006-10,1.006,
2007-01,1.112,
2007-04,1.112,
2007-07,1.110,
2007-10,1.078,
2008-01,1.031,
2008-04,1.057,
2008-07,1.180,
2008-10,1.196,
2009-01,1.196,
2009-04,1.088,
2009-07,1.077,
2009-10,1.073,
2010-01,1.084,
2010-04,1.295,
2010-07,1.197,
2010-10,1.200,
2011-01,1.200,
2011-04,1.173,
2011-07,1.142,
2011-10,1.140,
2012-01,1.178,
2012-04,1.140,
2012-07,1.128,
2012-10,1.072,
2013-01,1.048,
2013-04,0.998,
2013-07,1.017,
2013-10,1.039,
2014-01,1.045,
2014-04,1.244,
2014-07,1.151,
2014-10,1.046,
