"",BBK01.BU4906,BBK01.BU4906_FLAGS
"",Debt of the Redemption Fund for Inherited Liabilities - direct lending by credit institutions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:36:18,
1995-01,26587.2,
1995-02,25283.4,
1995-03,25181.1,
1995-04,25002.2,
1995-05,25436.8,
1995-06,24976.6,
1995-07,28916.2,
1995-08,29378.0,
1995-09,32622.2,
1995-10,32530.8,
1995-11,35651.1,
1995-12,37187.0,
1996-01,36123.5,
1996-02,37975.9,
1996-03,37992.3,
1996-04,38358.1,
1996-05,37770.3,
1996-06,38151.0,
1996-07,38523.8,
1996-08,40203.0,
1996-09,39746.0,
1996-10,38956.9,
1996-11,41085.4,
1996-12,41608.7,
1997-01,39896.5,
1997-02,38204.6,
1997-03,41278.9,
1997-04,40797.8,
1997-05,40255.3,
1997-06,40026.2,
1997-07,39535.9,
1997-08,38970.1,
1997-09,41338.2,
1997-10,41801.3,
1997-11,43494.7,
1997-12,41729.3,
1998-01,41346.3,
1998-02,41258.6,
1998-03,43493.3,
1998-04,43790.0,
1998-05,39320.9,
1998-06,40993.1,
1998-07,39319.5,
1998-08,38527.6,
1998-09,40364.2,
1998-10,40635.8,
1998-11,39238.8,
1998-12,40507.4,
1999-01,37594.3,
1999-02,36545.5,
1999-03,37432.8,
1999-04,36668.8,
1999-05,36354.4,
1999-06,36133.3,comment
1999-07,0.0,
1999-08,0.0,
1999-09,0.0,
1999-10,0.0,
1999-11,0.0,
1999-12,0.0,
2000-01,0.0,
2000-02,0.0,
2000-03,0.0,
2000-04,0.0,
2000-05,0.0,
2000-06,0.0,
2000-07,0.0,
2000-08,0.0,
2000-09,0.0,
2000-10,0.0,
2000-11,0.0,
2000-12,0.0,
2001-01,0.0,
2001-02,0.0,
2001-03,0.0,
2001-04,0.0,
2001-05,0.0,
2001-06,0.0,
2001-07,0.0,
2001-08,0.0,
2001-09,0.0,
2001-10,0.0,
2001-11,0.0,
2001-12,0.0,
