"",BBK01.OUL375,BBK01.OUL375_FLAGS
"",Lending to the foreign general government / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:39,
1999-01,3.010,
1999-02,3.255,
1999-03,3.362,
1999-04,3.360,
1999-05,3.388,
1999-06,3.480,
1999-07,3.121,
1999-08,3.277,
1999-09,3.300,
1999-10,3.339,
1999-11,3.315,
1999-12,3.235,
2000-01,3.230,
2000-02,3.195,
2000-03,3.195,
2000-04,3.229,
2000-05,3.254,
2000-06,3.333,
2000-07,3.341,
2000-08,3.328,
2000-09,3.330,
2000-10,3.270,
2000-11,3.137,
2000-12,3.088,
2001-01,3.148,
2001-02,3.215,
2001-03,3.191,
2001-04,3.197,
2001-05,3.165,
2001-06,3.165,
2001-07,3.136,
2001-08,3.130,
2001-09,3.073,
2001-10,3.054,
2001-11,2.922,
2001-12,2.805,
2002-01,2.763,
2002-02,2.767,
2002-03,2.639,
2002-04,2.627,
2002-05,2.610,
2002-06,2.397,
2002-07,2.351,
2002-08,2.360,
2002-09,2.292,
2002-10,2.292,
2002-11,2.212,
2002-12,2.138,
2003-01,2.158,
2003-02,2.032,
2003-03,1.953,
2003-04,1.936,
2003-05,1.785,
2003-06,1.781,
2003-07,1.589,
2003-08,1.599,
2003-09,1.596,
2003-10,2.231,
2003-11,2.187,
2003-12,2.210,
2004-01,2.194,
2004-02,2.293,
2004-03,2.289,
2004-04,2.610,
2004-05,2.554,
2004-06,2.589,
2004-07,2.575,
2004-08,2.607,
2004-09,2.647,
2004-10,2.881,
2004-11,2.722,
2004-12,2.559,
2005-01,2.676,
2005-02,2.520,
2005-03,2.475,
2005-04,2.534,
2005-05,2.479,
2005-06,2.483,
2005-07,2.471,
2005-08,2.529,
2005-09,2.376,
2005-10,2.273,
2005-11,2.239,
2005-12,2.528,
2006-01,2.577,
2006-02,2.403,
2006-03,2.417,
2006-04,2.404,
2006-05,2.344,
2006-06,2.317,
2006-07,2.284,
2006-08,2.379,
2006-09,2.394,
2006-10,2.406,
2006-11,2.402,
2006-12,2.451,
2007-01,2.582,
2007-02,2.155,
2007-03,2.125,
2007-04,2.178,
2007-05,2.195,
2007-06,2.197,
2007-07,2.116,
2007-08,2.107,
2007-09,1.864,
2007-10,1.781,
2007-11,1.660,
2007-12,1.498,
2008-01,1.444,
2008-02,1.434,
2008-03,1.529,
2008-04,1.479,
2008-05,1.477,
2008-06,1.436,
2008-07,1.379,
2008-08,1.342,
2008-09,1.335,
2008-10,1.300,
2008-11,1.402,
2008-12,1.558,
2009-01,1.727,
2009-02,1.802,
2009-03,1.867,
2009-04,1.778,
2009-05,1.891,
2009-06,2.075,
2009-07,2.216,
2009-08,2.202,
2009-09,2.334,
2009-10,2.351,
2009-11,2.378,
2009-12,2.458,
2010-01,2.491,
2010-02,2.648,
2010-03,2.781,
2010-04,2.845,
2010-05,2.758,
2010-06,2.836,
2010-07,3.008,
2010-08,3.133,
2010-09,3.258,
2010-10,3.276,
2010-11,3.339,
2010-12,3.388,
2011-01,3.339,
2011-02,3.367,
2011-03,3.368,
2011-04,3.368,
2011-05,3.353,
2011-06,3.257,
2011-07,3.392,
2011-08,3.342,
2011-09,3.327,
2011-10,3.282,
2011-11,3.320,
2011-12,3.466,
2012-01,3.524,
2012-02,3.621,
2012-03,3.637,
2012-04,3.663,
2012-05,3.910,
2012-06,3.900,
2012-07,3.818,
2012-08,3.805,
2012-09,3.805,
2012-10,4.034,
2012-11,4.060,
2012-12,4.223,
2013-01,4.499,
2013-02,4.559,
2013-03,4.693,
2013-04,4.632,
2013-05,4.658,
2013-06,4.657,
2013-07,4.724,
2013-08,4.820,
2013-09,4.742,
2013-10,4.716,
2013-11,4.781,
2013-12,4.806,
2014-01,4.986,
2014-02,5.102,
2014-03,5.386,
2014-04,5.154,
2014-05,5.303,
2014-06,5.367,
2014-07,5.405,
2014-08,5.349,
2014-09,5.425,
2014-10,5.503,
2014-11,5.635,
2014-12,5.743,Provisional value
