"",BBDE1.M.DE.Y.BAA1.N2C200000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C200000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 20 Manufacture of chemicals and chemical products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:52,
1991-01,74.8,
1991-02,71.8,
1991-03,72.0,
1991-04,72.3,
1991-05,70.2,
1991-06,71.8,
1991-07,72.2,
1991-08,72.3,
1991-09,71.5,
1991-10,72.8,
1991-11,72.7,
1991-12,74.0,
1992-01,74.3,
1992-02,76.3,
1992-03,74.6,
1992-04,74.0,
1992-05,73.7,
1992-06,73.2,
1992-07,72.1,
1992-08,71.3,
1992-09,71.5,
1992-10,69.9,
1992-11,69.8,
1992-12,68.0,
1993-01,69.5,
1993-02,69.3,
1993-03,70.3,
1993-04,69.1,
1993-05,67.9,
1993-06,69.4,
1993-07,69.5,
1993-08,69.9,
1993-09,71.3,
1993-10,71.2,
1993-11,72.2,
1993-12,70.7,
1994-01,71.4,
1994-02,71.6,
1994-03,72.4,
1994-04,72.7,
1994-05,74.1,
1994-06,74.4,
1994-07,74.7,
1994-08,76.2,
1994-09,77.4,
1994-10,77.3,
1994-11,78.4,
1994-12,78.9,
1995-01,78.6,
1995-02,77.1,
1995-03,76.2,
1995-04,76.8,
1995-05,78.8,
1995-06,78.6,
1995-07,75.2,
1995-08,73.6,
1995-09,75.3,
1995-10,76.4,
1995-11,76.8,
1995-12,75.9,
1996-01,76.8,
1996-02,76.6,
1996-03,78.2,
1996-04,78.9,
1996-05,79.9,
1996-06,78.3,
1996-07,80.0,
1996-08,80.6,
1996-09,81.4,
1996-10,80.7,
1996-11,81.5,
1996-12,83.8,
1997-01,81.4,
1997-02,83.4,
1997-03,83.3,
1997-04,84.5,
1997-05,84.6,
1997-06,85.8,
1997-07,87.1,
1997-08,85.8,
1997-09,85.9,
1997-10,87.2,
1997-11,86.7,
1997-12,88.3,
1998-01,88.0,
1998-02,87.8,
1998-03,86.5,
1998-04,86.4,
1998-05,85.2,
1998-06,86.6,
1998-07,85.8,
1998-08,84.4,
1998-09,84.5,
1998-10,84.5,
1998-11,82.3,
1998-12,80.5,
1999-01,89.8,
1999-02,84.5,
1999-03,86.1,
1999-04,86.9,
1999-05,87.1,
1999-06,87.8,
1999-07,89.1,
1999-08,89.3,
1999-09,91.1,
1999-10,90.3,
1999-11,90.8,
1999-12,92.6,
2000-01,89.7,
2000-02,91.2,
2000-03,88.5,
2000-04,91.2,
2000-05,93.3,
2000-06,93.5,
2000-07,92.7,
2000-08,93.7,
2000-09,91.9,
2000-10,94.2,
2000-11,94.5,
2000-12,93.1,
2001-01,92.5,
2001-02,90.0,
2001-03,89.7,
2001-04,90.3,
2001-05,88.5,
2001-06,90.0,
2001-07,89.1,
2001-08,87.6,
2001-09,86.5,
2001-10,87.7,
2001-11,86.4,
2001-12,85.3,
2002-01,89.7,
2002-02,92.2,
2002-03,94.0,
2002-04,91.3,
2002-05,93.2,
2002-06,91.9,
2002-07,93.3,
2002-08,93.7,
2002-09,93.7,
2002-10,92.3,
2002-11,92.9,
2002-12,91.1,
2003-01,91.8,
2003-02,90.8,
2003-03,95.3,
2003-04,93.4,
2003-05,92.6,
2003-06,92.3,
2003-07,91.4,
2003-08,89.8,
2003-09,86.7,
2003-10,90.2,
2003-11,91.4,
2003-12,92.3,
2004-01,91.5,
2004-02,95.6,
2004-03,90.7,
2004-04,96.2,
2004-05,91.7,
2004-06,92.7,
2004-07,91.7,
2004-08,96.8,
2004-09,95.9,
2004-10,96.1,
2004-11,98.2,
2004-12,98.0,
2005-01,98.3,
2005-02,96.3,
2005-03,97.9,
2005-04,96.5,
2005-05,96.5,
2005-06,95.0,
2005-07,95.1,
2005-08,98.5,
2005-09,97.6,
2005-10,100.6,
2005-11,98.4,
2005-12,98.7,
2006-01,98.7,
2006-02,99.2,
2006-03,97.8,
2006-04,97.2,
2006-05,105.1,
2006-06,99.3,
2006-07,101.2,
2006-08,102.4,
2006-09,105.4,
2006-10,99.9,
2006-11,99.8,
2006-12,111.5,
2007-01,102.2,
2007-02,103.5,
2007-03,104.8,
2007-04,102.4,
2007-05,104.1,
2007-06,103.8,
2007-07,103.8,
2007-08,102.8,
2007-09,102.8,
2007-10,104.2,
2007-11,102.0,
2007-12,104.3,
2008-01,105.2,
2008-02,103.7,
2008-03,103.4,
2008-04,102.7,
2008-05,102.7,
2008-06,101.3,
2008-07,104.1,
2008-08,102.8,
2008-09,99.2,
2008-10,97.8,
2008-11,85.2,
2008-12,77.6,
2009-01,74.2,
2009-02,77.5,
2009-03,77.0,
2009-04,79.4,
2009-05,81.4,
2009-06,85.9,
2009-07,89.6,
2009-08,89.1,
2009-09,91.4,
2009-10,90.8,
2009-11,94.9,
2009-12,89.5,
2010-01,95.3,
2010-02,95.3,
2010-03,98.2,
2010-04,98.0,
2010-05,100.3,
2010-06,101.3,
2010-07,99.9,
2010-08,102.6,
2010-09,101.1,
2010-10,101.4,
2010-11,102.5,
2010-12,100.8,
2011-01,103.3,
2011-02,103.5,
2011-03,104.8,
2011-04,103.9,
2011-05,101.6,
2011-06,102.3,
2011-07,100.5,
2011-08,100.1,
2011-09,98.7,
2011-10,98.5,
2011-11,96.5,
2011-12,93.8,
2012-01,98.2,
2012-02,98.7,
2012-03,98.3,
2012-04,100.1,
2012-05,99.8,
2012-06,97.7,
2012-07,98.3,
2012-08,98.7,
2012-09,97.2,
2012-10,97.2,
2012-11,97.2,
2012-12,98.3,
2013-01,98.2,
2013-02,97.1,
2013-03,98.9,
2013-04,94.8,
2013-05,100.5,
2013-06,98.4,
2013-07,100.6,
2013-08,97.4,
2013-09,98.1,
2013-10,101.1,
2013-11,99.8,
2013-12,101.9,
2014-01,98.2,
2014-02,98.3,
2014-03,95.9,
2014-04,96.8,
2014-05,94.5,
2014-06,96.0,
2014-07,96.0,
2014-08,97.0,
2014-09,94.2,
2014-10,94.6,Provisional value
2014-11,93.3,Provisional value
2014-12,96.3,Provisional value
