"",BBK01.QUF506,BBK01.QUF506_FLAGS
"",Foreign branches: Long-term loans and advances to non-residents / Slovenia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:11,
2003-12,0.043,
2004-01,0.043,
2004-02,0.033,
2004-03,0.034,
2004-04,0.036,
2004-05,0.032,
2004-06,0.036,
2004-07,0.038,
2004-08,0.044,
2004-09,0.050,
2004-10,0.049,
2004-11,0.047,
2004-12,0.051,
2005-01,0.051,
2005-02,0.053,
2005-03,0.061,
2005-04,0.061,
2005-05,0.059,
2005-06,0.061,
2005-07,0.061,
2005-08,0.069,
2005-09,0.099,
2005-10,0.098,
2005-11,0.096,
2005-12,0.156,
2006-01,0.164,
2006-02,0.160,
2006-03,0.160,
2006-04,0.184,
2006-05,0.217,
2006-06,0.245,
2006-07,0.252,
2006-08,0.251,
2006-09,0.251,
2006-10,0.240,
2006-11,0.238,
2006-12,0.264,
2007-01,0.276,
2007-02,0.272,
2007-03,0.272,
2007-04,0.297,
2007-05,0.301,
2007-06,0.304,
2007-07,0.297,
2007-08,0.299,
2007-09,0.269,
2007-10,0.255,
2007-11,0.259,
2007-12,0.264,
2008-01,0.264,
2008-02,0.262,
2008-03,0.259,
2008-04,0.252,
2008-05,0.245,
2008-06,0.300,
2008-07,0.305,
2008-08,0.299,
2008-09,0.306,
2008-10,0.302,
2008-11,0.295,
2008-12,0.282,
2009-01,0.283,
2009-02,0.287,
2009-03,0.242,
2009-04,0.232,
2009-05,0.248,
2009-06,0.225,
2009-07,0.237,
2009-08,0.263,
2009-09,0.269,
2009-10,0.260,
2009-11,0.243,
2009-12,0.183,
2010-01,0.182,
2010-02,0.182,
2010-03,0.178,
2010-04,0.169,
2010-05,0.163,
2010-06,0.143,
2010-07,0.141,
2010-08,0.141,
2010-09,0.096,
2010-10,0.092,
2010-11,0.083,
2010-12,0.063,
2011-01,0.083,
2011-02,0.083,
2011-03,0.081,
2011-04,0.067,
2011-05,0.064,
2011-06,0.052,
2011-07,0.086,
2011-08,0.086,
2011-09,0.098,
2011-10,0.089,
2011-11,0.090,
2011-12,0.083,
2012-01,0.083,
2012-02,0.075,
2012-03,0.075,
2012-04,0.074,
2012-05,0.074,
2012-06,0.072,
2012-07,0.072,
2012-08,0.072,
2012-09,0.071,
2012-10,0.059,
2012-11,0.059,
2012-12,0.059,
2013-01,0.059,
2013-02,0.059,
2013-03,0.059,
2013-04,0.059,
2013-05,0.059,
2013-06,0.059,
2013-07,0.018,
2013-08,0.018,
2013-09,0.017,
2013-10,0.017,
2013-11,0.017,
2013-12,0.007,
2014-01,0.007,
2014-02,0.007,
2014-03,0.008,
2014-04,0.008,
2014-05,0.008,
2014-06,0.008,
2014-07,0.011,
2014-08,0.011,
2014-09,0.010,
2014-10,0.010,
2014-11,0.010,
