"",BBFB1.Q.N.DE.W00200.S1.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W00200.S1.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Expenditure / Industrial Countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:35:18,
1991-01,12544.243,
1991-04,7449.049,
1991-07,7687.652,
1991-10,8584.030,
1992-01,8652.306,
1992-04,8219.690,
1992-07,8795.088,
1992-10,9231.401,
1993-01,9158.045,
1993-04,9358.680,
1993-07,9541.878,
1993-10,10719.240,
1994-01,10467.963,
1994-04,10162.584,
1994-07,10418.445,
1994-10,11232.249,
1995-01,10707.374,
1995-04,9835.406,
1995-07,10262.724,
1995-10,11145.171,
1996-01,11104.333,
1996-04,11211.083,
1996-07,9357.685,
1996-10,11043.595,
1997-01,13263.083,
1997-04,10512.926,
1997-07,11653.301,
1997-10,9876.493,
1998-01,13904.110,
1998-04,9554.756,
1998-07,11037.395,
1998-10,11105.819,
1999-01,12923.785,
1999-04,11777.664,
1999-07,13069.475,
1999-10,12583.219,
2000-01,13687.443,
2000-04,13108.789,
2000-07,12591.194,
2000-10,14448.415,
2001-01,14835.503,
2001-04,15295.305,
2001-07,13552.960,
2001-10,14000.117,
2002-01,16267.203,
2002-04,16274.621,
2002-07,13609.204,
2002-10,16006.407,
2003-01,17669.933,
2003-04,18221.827,
2003-07,18143.003,
2003-10,15863.546,
2004-01,16448.320,
2004-04,14647.407,
2004-07,14646.824,
2004-10,12906.825,
2005-01,16526.586,
2005-04,13537.445,
2005-07,13970.312,
2005-10,13202.747,
2006-01,16944.493,
2006-04,13497.208,
2006-07,14824.802,
2006-10,14469.805,
2007-01,17307.534,
2007-04,14346.353,
2007-07,14419.093,
2007-10,15757.840,
2008-01,17229.671,
2008-04,14313.071,
2008-07,13550.506,
2008-10,16088.425,
2009-01,15506.588,
2009-04,13445.923,
2009-07,12596.573,
2009-10,16797.195,
2010-01,18332.097,
2010-04,14546.417,
2010-07,16270.719,
2010-10,17689.697,
2011-01,19850.001,
2011-04,16804.254,
2011-07,17530.841,
2011-10,18156.666,
2012-01,22118.245,
2012-04,17507.212,
2012-07,17429.806,
2012-10,18990.087,
2013-01,23858.655,
2013-04,19264.698,
2013-07,18830.376,
2013-10,19906.905,
2014-01,23759.389,Provisional value
2014-04,20062.875,Provisional value
2014-07,17402.774,Provisional value
