"",BBK01.WXI036,BBK01.WXI036_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:40:55,
2009-01,1320,
2009-02,1431,
2009-03,1234,
2009-04,1201,
2009-05,946,
2009-06,794,
2009-07,852,
2009-08,863,
2009-09,516,
2009-10,497,
2009-11,523,
2009-12,422,
2010-01,471,
2010-02,532,
2010-03,499,
2010-04,514,
2010-05,631,
2010-06,527,
2010-07,558,
2010-08,562,
2010-09,510,
2010-10,534,
2010-11,519,
2010-12,477,
2011-01,605,
2011-02,623,
2011-03,614,
2011-04,760,
2011-05,676,
2011-06,625,
2011-07,630,
2011-08,703,
2011-09,624,
2011-10,703,
2011-11,659,
2011-12,608,
2012-01,692,
2012-02,726,
2012-03,586,
2012-04,544,
2012-05,670,
2012-06,503,
2012-07,619,
2012-08,567,
2012-09,504,
2012-10,495,
2012-11,524,
2012-12,456,
2013-01,619,
2013-02,480,
2013-03,511,
2013-04,506,
2013-05,541,
2013-06,595,
2013-07,493,
2013-08,487,
2013-09,465,
2013-10,531,
2013-11,606,
2013-12,573,
2014-01,502,
2014-02,581,
2014-03,545,
2014-04,684,
2014-05,637,
2014-06,590,
2014-07,587,
2014-08,756,
2014-09,696,
2014-10,707,
2014-11,794,
