"",BBK01.OUB178,BBK01.OUB178_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:16:43,
1968-12,2.937,
1969-01,2.943,
1969-02,2.876,
1969-03,2.767,
1969-04,2.799,
1969-05,2.848,
1969-06,2.787,
1969-07,2.828,
1969-08,2.824,
1969-09,2.750,
1969-10,2.727,
1969-11,2.754,
1969-12,2.715,
1970-01,2.638,
1970-02,2.589,
1970-03,2.532,
1970-04,2.416,
1970-05,2.282,
1970-06,2.224,
1970-07,2.143,
1970-08,2.253,
1970-09,2.215,
1970-10,2.198,
1970-11,2.234,
1970-12,2.303,
1971-01,2.265,
1971-02,2.229,
1971-03,2.224,
1971-04,2.198,
1971-05,2.194,
1971-06,2.183,
1971-07,2.180,
1971-08,2.190,
1971-09,2.146,
1971-10,2.162,
1971-11,2.159,
1971-12,2.199,
1972-01,2.174,
1972-02,2.253,
1972-03,2.257,
1972-04,2.259,
1972-05,2.264,
1972-06,2.283,
1972-07,2.271,
1972-08,2.285,
1972-09,2.279,
1972-10,2.256,
1972-11,2.279,
1972-12,2.391,
1973-01,2.321,
1973-02,2.261,
1973-03,2.257,
1973-04,2.263,
1973-05,2.292,
1973-06,2.297,
1973-07,2.288,
1973-08,2.346,
1973-09,2.382,
1973-10,2.424,
1973-11,2.500,
1973-12,2.539,
1974-01,2.525,
1974-02,2.522,
1974-03,2.556,
1974-04,2.569,
1974-05,2.574,
1974-06,2.599,
1974-07,2.577,
1974-08,2.583,
1974-09,2.568,
1974-10,2.624,
1974-11,2.589,
1974-12,2.420,
1975-01,2.378,
1975-02,2.397,
1975-03,2.439,
1975-04,2.512,
1975-05,2.484,
1975-06,2.527,
1975-07,2.535,
1975-08,2.507,
1975-09,2.519,
1975-10,2.623,
1975-11,2.608,
1975-12,3.201,
1976-01,3.258,
1976-02,3.377,
1976-03,3.523,
1976-04,3.594,
1976-05,3.638,
1976-06,3.684,
1976-07,3.783,
1976-08,3.826,
1976-09,3.842,
1976-10,3.869,
1976-11,3.924,
1976-12,4.086,
1977-01,4.160,
1977-02,4.231,
1977-03,4.239,
1977-04,4.338,
1977-05,4.395,
1977-06,4.402,
1977-07,4.407,
1977-08,4.533,
1977-09,4.614,
1977-10,4.849,
1977-11,5.038,
1977-12,5.265,
1978-01,5.521,
1978-02,5.787,
1978-03,5.907,
1978-04,5.954,
1978-05,6.038,
1978-06,6.146,
1978-07,6.315,
1978-08,6.409,
1978-09,6.449,
1978-10,6.629,
1978-11,6.698,
1978-12,6.771,
1979-01,6.755,
1979-02,6.801,
1979-03,6.874,
1979-04,6.867,
1979-05,6.926,
1979-06,6.982,
1979-07,7.049,
1979-08,7.113,
1979-09,7.238,
1979-10,7.108,
1979-11,7.128,
1979-12,7.137,
1980-01,6.614,
1980-02,6.711,
1980-03,6.678,
1980-04,6.623,
1980-05,6.670,
1980-06,6.709,
1980-07,6.737,
1980-08,6.781,
1980-09,6.784,
1980-10,6.781,
1980-11,6.756,
1980-12,6.804,
1981-01,6.859,
1981-02,6.888,
1981-03,6.989,
1981-04,7.037,
1981-05,6.993,
1981-06,7.020,
1981-07,7.022,
1981-08,7.004,
1981-09,6.999,
1981-10,7.002,
1981-11,7.068,
1981-12,7.023,
1982-01,6.852,
1982-02,6.745,
1982-03,6.692,
1982-04,6.716,
1982-05,6.708,
1982-06,6.773,
1982-07,6.708,
1982-08,6.796,
1982-09,6.815,
1982-10,6.894,
1982-11,6.880,
1982-12,6.910,
1983-01,7.049,
1983-02,7.126,
1983-03,7.393,
1983-04,7.527,
1983-05,7.623,
1983-06,7.837,
1983-07,8.068,
1983-08,8.181,
1983-09,8.213,
1983-10,9.016,
1983-11,9.148,
1983-12,8.982,
1984-01,9.168,
1984-02,9.619,
1984-03,9.720,
1984-04,9.867,
1984-05,9.965,
1984-06,10.064,
1984-07,10.209,
1984-08,10.790,
1984-09,10.933,
1984-10,11.112,
1984-11,11.404,
1984-12,11.651,
1985-01,11.929,
1985-02,12.329,
1985-03,12.327,
1985-04,12.497,
1985-05,13.148,
1985-06,13.436,
1985-07,13.782,
1985-08,14.190,
1985-09,14.256,
1985-10,14.883,
1985-11,15.173,
1985-12,15.136,
1986-01,15.463,
1986-02,16.182,
1986-03,16.543,
1986-04,16.903,
1986-05,17.748,
1986-06,17.733,
1986-07,18.293,
1986-08,18.783,
1986-09,19.241,
1986-10,19.557,
1986-11,20.475,
1986-12,21.611,
1987-01,22.547,
1987-02,23.278,
1987-03,23.906,
1987-04,24.483,
1987-05,25.101,
1987-06,25.430,
1987-07,26.085,
1987-08,26.305,
1987-09,27.267,
1987-10,27.383,
1987-11,27.418,
1987-12,27.632,
1988-01,28.161,
1988-02,28.533,
1988-03,29.062,
1988-04,29.850,
1988-05,30.323,
1988-06,30.944,
1988-07,32.021,
1988-08,32.543,
1988-09,33.408,
1988-10,33.233,
1988-11,33.253,
1988-12,31.907,
1989-01,30.806,
1989-02,31.184,
1989-03,31.456,
1989-04,32.250,
1989-05,32.884,
1989-06,33.748,
1989-07,34.333,
1989-08,35.314,
1989-09,35.795,
1989-10,36.576,
1989-11,36.572,
1989-12,36.978,
1990-01,38.811,
1990-02,39.507,
1990-03,39.917,
1990-04,40.322,
1990-05,40.370,
1990-06,40.980,
1990-07,41.181,
1990-08,41.680,
1990-09,41.862,
1990-10,41.962,
1990-11,42.107,
1990-12,42.380,
1991-01,42.527,
1991-02,42.569,
1991-03,43.112,
1991-04,43.721,
1991-05,43.835,
1991-06,44.315,
1991-07,44.621,
1991-08,45.155,
1991-09,45.684,
1991-10,45.973,
1991-11,45.985,
