"",BBK01.PQ0396,BBK01.PQ0396_FLAGS
"",Instalment credit to domestic employees and other individuals / Long-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:39,
1980-10,1.534,
1981-01,1.491,
1981-04,1.491,
1981-07,1.453,
1981-10,1.458,
1982-01,1.445,
1982-04,1.505,
1982-07,1.446,
1982-10,1.467,
1983-01,1.460,
1983-04,1.481,
1983-07,1.486,
1983-10,1.469,
1984-01,1.488,
1984-04,1.515,
1984-07,1.505,
1984-10,1.509,
1985-01,1.535,
1985-04,1.557,
1985-07,1.585,
1985-10,1.622,
1986-01,1.625,
1986-04,1.711,
1986-07,1.749,
1986-10,6.234,
1987-01,6.172,
1987-04,6.311,
1987-07,6.433,
1987-10,6.461,
1988-01,6.460,
1988-04,6.628,
1988-07,6.809,
1988-10,6.871,
1989-01,7.041,
1989-04,7.265,
1989-07,7.454,
1989-10,7.654,
1990-01,7.915,
1990-04,8.222,
1990-07,8.509,
1990-10,8.785,
1991-01,9.293,
1991-04,10.011,
1991-07,10.558,
1991-10,10.798,
1992-01,11.183,
1992-04,11.681,
1992-07,12.387,
1992-10,12.427,
1993-01,12.685,
1993-04,13.104,
1993-07,13.597,
1993-10,13.523,
1994-01,14.278,
1994-04,14.745,
1994-07,15.124,
1994-10,15.217,
1995-01,15.285,
1995-04,15.562,
1995-07,16.095,
1995-10,16.078,
1996-01,16.463,
1996-04,17.034,
1996-07,17.434,
1996-10,17.565,
1997-01,18.057,
1997-04,18.028,
1997-07,18.556,
1997-10,18.761,
1998-01,18.530,
1998-04,18.735,
1998-07,19.055,
1998-10,19.042,
1999-01,12.344,
1999-04,12.582,
1999-07,14.664,
1999-10,14.822,
2000-01,15.285,
2000-04,15.723,
2000-07,16.319,
2000-10,16.471,
2001-01,16.832,
2001-04,17.067,
2001-07,17.035,
2001-10,17.502,
2002-01,18.139,
2002-04,19.032,
2002-07,19.966,
2002-10,20.245,
2003-01,21.092,
2003-04,22.020,
2003-07,22.975,
2003-10,23.533,
2004-01,24.680,
2004-04,25.227,
2004-07,26.022,
2004-10,23.129,
2005-01,23.559,
2005-04,24.182,
2005-07,24.484,
2005-10,24.184,
2006-01,24.337,
2006-04,25.017,
2006-07,25.714,
2006-10,26.764,
2007-01,27.039,
2007-04,27.670,
2007-07,28.494,
2007-10,29.030,
2008-01,29.620,
2008-04,30.061,
2008-07,30.619,
2008-10,30.897,
2009-01,31.410,
2009-04,31.747,
2009-07,32.031,
2009-10,31.766,
2010-01,31.506,
2010-04,30.888,
2010-07,31.190,
2010-10,31.093,
2011-01,31.437,
2011-04,31.572,
2011-07,32.108,
2011-10,31.761,
2012-01,32.019,
2012-04,32.129,
2012-07,32.369,
2012-10,32.245,
2013-01,32.321,
2013-04,32.673,
2013-07,32.685,
2013-10,32.827,
2014-01,33.492,
2014-04,35.161,
2014-07,34.885,
2014-10,35.167,
