"",BBK01.OUP103,BBK01.OUP103_FLAGS
"",Balances and loans to domestic banks (MFIs) / long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:58,
1985-12,0.881,
1986-01,0.911,
1986-02,0.905,
1986-03,0.934,
1986-04,0.999,
1986-05,1.082,
1986-06,1.080,
1986-07,1.118,
1986-08,1.124,
1986-09,1.159,
1986-10,1.142,
1986-11,1.180,
1986-12,1.280,
1987-01,1.142,
1987-02,1.176,
1987-03,1.182,
1987-04,1.125,
1987-05,1.124,
1987-06,1.009,
1987-07,1.096,
1987-08,1.118,
1987-09,1.127,
1987-10,1.161,
1987-11,1.173,
1987-12,1.239,
1988-01,1.151,
1988-02,1.195,
1988-03,1.235,
1988-04,1.215,
1988-05,1.227,
1988-06,1.352,
1988-07,1.360,
1988-08,1.405,
1988-09,1.431,
1988-10,1.491,
1988-11,1.529,
1988-12,1.439,
1989-01,1.392,
1989-02,1.364,
1989-03,1.352,
1989-04,1.338,
1989-05,1.330,
1989-06,1.320,
1989-07,1.276,
1989-08,1.252,
1989-09,1.279,
1989-10,1.247,
1989-11,1.193,
1989-12,1.158,
1990-01,1.146,
1990-02,1.199,
1990-03,1.175,
1990-04,1.038,
1990-05,1.009,
1990-06,0.994,
1990-07,0.974,
1990-08,0.906,
1990-09,0.901,
1990-10,0.922,
1990-11,0.917,
1990-12,0.924,
1991-01,0.919,
1991-02,0.868,
1991-03,0.870,
1991-04,0.843,
1991-05,0.791,
1991-06,0.831,
1991-07,0.783,
1991-08,0.769,
1991-09,0.785,
1991-10,0.758,
1991-11,0.775,
1991-12,0.811,
1992-01,0.832,
1992-02,0.929,
1992-03,0.943,
1992-04,0.931,
1992-05,0.850,
1992-06,0.863,
1992-07,0.873,
1992-08,0.896,
1992-09,0.857,
1992-10,0.837,
1992-11,0.862,
1992-12,1.235,
1993-01,1.241,
1993-02,1.167,
1993-03,1.133,
1993-04,1.084,
1993-05,1.067,
1993-06,1.059,
1993-07,1.055,
1993-08,1.010,
1993-09,1.001,
1993-10,0.970,
1993-11,0.956,
1993-12,0.961,
1994-01,0.830,
1994-02,0.835,
1994-03,0.917,
1994-04,0.905,
1994-05,0.915,
1994-06,0.929,
1994-07,1.230,
1994-08,1.253,
1994-09,1.299,
1994-10,1.265,
1994-11,1.351,
1994-12,1.357,
1995-01,1.255,
1995-02,1.341,
1995-03,1.379,
1995-04,1.370,
1995-05,1.498,
1995-06,1.478,
1995-07,1.515,
1995-08,1.520,
1995-09,1.613,
1995-10,1.611,
1995-11,1.785,
1995-12,1.796,
1996-01,1.668,
1996-02,1.822,
1996-03,1.800,
1996-04,1.816,
1996-05,1.941,
1996-06,1.915,
1996-07,1.861,
1996-08,2.089,
1996-09,1.970,
1996-10,2.096,
1996-11,2.146,
1996-12,2.257,
1997-01,2.292,
1997-02,2.346,
1997-03,2.397,
1997-04,2.808,
1997-05,2.630,
1997-06,2.732,
1997-07,2.744,
1997-08,2.656,
1997-09,2.865,
1997-10,3.177,
1997-11,3.315,
1997-12,3.390,
1998-01,3.784,
1998-02,3.790,
1998-03,3.986,
1998-04,4.264,
1998-05,4.237,
1998-06,4.456,
1998-07,4.499,
1998-08,4.839,
1998-09,4.927,
1998-10,5.368,
1998-11,5.312,
1998-12,5.096,
1999-01,2.648,
1999-02,2.543,
1999-03,2.852,
1999-04,3.163,
1999-05,3.097,
1999-06,3.200,
1999-07,3.358,
1999-08,3.302,
1999-09,3.370,
1999-10,3.297,
1999-11,3.145,
1999-12,3.344,
2000-01,3.539,
2000-02,3.588,
2000-03,3.737,
2000-04,3.799,
2000-05,3.863,
2000-06,3.874,
2000-07,3.520,
2000-08,3.529,
2000-09,3.503,
2000-10,3.402,
