"",BBK01.QUX234,BBK01.QUX234_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Countries in Europe / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:53,
2001-12,177.886,
2002-01,183.549,
2002-02,182.605,
2002-03,187.664,
2002-04,170.692,
2002-05,179.670,
2002-06,175.054,
2002-07,165.352,
2002-08,165.525,
2002-09,164.459,
2002-10,168.534,
2002-11,168.157,
2002-12,166.120,
2003-01,160.649,
2003-02,165.090,
2003-03,163.663,
2003-04,162.786,
2003-05,165.888,
2003-06,167.467,
2003-07,172.805,
2003-08,164.302,
2003-09,167.277,
2003-10,171.000,
2003-11,170.191,
2003-12,168.522,
2004-01,171.566,
2004-02,170.538,
2004-03,169.038,
2004-04,192.322,
2004-05,176.427,
2004-06,168.091,
2004-07,173.106,
2004-08,170.416,
2004-09,174.851,
2004-10,177.520,
2004-11,175.873,
2004-12,181.161,
2005-01,182.699,
2005-02,186.912,
2005-03,191.696,
2005-04,194.803,
2005-05,194.287,
2005-06,203.492,
2005-07,200.219,
2005-08,201.537,
2005-09,194.671,
2005-10,197.551,
2005-11,204.464,
2005-12,199.175,
2006-01,205.555,
2006-02,210.348,
2006-03,208.144,
2006-04,208.443,
2006-05,208.395,
2006-06,208.808,
2006-07,212.461,
2006-08,210.641,
2006-09,217.412,
2006-10,213.515,
2006-11,211.566,
2006-12,209.940,
2007-01,144.521,
2007-02,146.476,
2007-03,148.886,
2007-04,147.354,
2007-05,155.261,
2007-06,148.702,
2007-07,151.161,
2007-08,142.729,
2007-09,152.505,
2007-10,149.012,
2007-11,151.178,
2007-12,153.660,
2008-01,152.260,
2008-02,150.797,
2008-03,152.284,
2008-04,159.174,
2008-05,160.882,
2008-06,160.627,
2008-07,151.204,
2008-08,149.873,
2008-09,152.599,
2008-10,149.391,
2008-11,149.364,
2008-12,141.868,
2009-01,137.957,
2009-02,134.688,
2009-03,135.094,
2009-04,134.130,
2009-05,129.824,
2009-06,129.994,
2009-07,126.388,
2009-08,121.395,
2009-09,119.528,
2009-10,120.853,
2009-11,123.078,
2009-12,103.408,
2010-01,107.311,
2010-02,105.897,
2010-03,106.340,
2010-04,115.814,
2010-05,119.874,
2010-06,111.302,
2010-07,115.610,
2010-08,111.965,
2010-09,109.386,
2010-10,105.327,
2010-11,103.808,
2010-12,105.600,
2011-01,106.646,
2011-02,110.170,
2011-03,108.176,
2011-04,105.926,
2011-05,105.224,
2011-06,105.095,
2011-07,101.982,
2011-08,104.813,
2011-09,107.030,
2011-10,106.170,
2011-11,105.421,
2011-12,90.452,
2012-01,93.703,
2012-02,95.227,
2012-03,99.154,
2012-04,97.621,
2012-05,96.733,
2012-06,94.972,
2012-07,100.346,
2012-08,98.678,
2012-09,101.496,
2012-10,96.977,
2012-11,97.687,
2012-12,94.656,
2013-01,95.193,
2013-02,96.199,
2013-03,97.042,
2013-04,93.997,
2013-05,94.703,
2013-06,94.642,
2013-07,92.178,
2013-08,91.200,
2013-09,88.274,
2013-10,88.745,
2013-11,86.762,
2013-12,83.500,
2014-01,81.619,
2014-02,78.200,
2014-03,79.209,
2014-04,81.729,
2014-05,79.929,
2014-06,77.558,
2014-07,81.761,
2014-08,80.220,
2014-09,76.282,
2014-10,73.719,
2014-11,70.970,
