"",BBK01.OUB367,BBK01.OUB367_FLAGS
"",Lending to foreign enterprises and households / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:03,
1999-01,71.362,
1999-02,68.278,
1999-03,73.840,
1999-04,74.936,
1999-05,78.814,
1999-06,74.459,
1999-07,79.056,
1999-08,77.312,
1999-09,80.551,
1999-10,85.159,
1999-11,88.069,
1999-12,85.086,
2000-01,89.635,
2000-02,91.368,
2000-03,97.688,
2000-04,104.788,
2000-05,105.325,
2000-06,95.621,
2000-07,98.447,
2000-08,105.382,
2000-09,105.985,
2000-10,108.837,
2000-11,111.044,
2000-12,116.051,
2001-01,127.748,
2001-02,133.370,
2001-03,154.906,
2001-04,165.669,
2001-05,171.422,
2001-06,160.100,
2001-07,152.279,
2001-08,151.423,
2001-09,158.238,
2001-10,159.932,
2001-11,171.261,
2001-12,159.442,
2002-01,162.850,
2002-02,163.909,
2002-03,171.185,
2002-04,162.923,
2002-05,166.677,
2002-06,158.774,
2002-07,153.172,
2002-08,151.597,
2002-09,157.633,
2002-10,159.933,
2002-11,162.927,
2002-12,147.381,
2003-01,150.609,
2003-02,167.561,
2003-03,169.342,
2003-04,183.085,
2003-05,184.781,
2003-06,178.492,
2003-07,173.389,
2003-08,171.616,
2003-09,176.664,
2003-10,177.503,
2003-11,189.443,
2003-12,180.743,
2004-01,188.724,
2004-02,196.640,
2004-03,204.834,
2004-04,207.270,
2004-05,195.974,
2004-06,200.886,
2004-07,203.172,
2004-08,209.497,
2004-09,214.060,
2004-10,210.416,
2004-11,230.189,
2004-12,209.621,
2005-01,221.337,
2005-02,225.741,
2005-03,213.252,
2005-04,241.273,
2005-05,233.633,
2005-06,223.786,
2005-07,222.996,
2005-08,221.973,
2005-09,222.054,
2005-10,223.756,
2005-11,239.145,
2005-12,224.086,
2006-01,234.388,
2006-02,230.995,
2006-03,228.169,
2006-04,236.993,
2006-05,232.520,
2006-06,226.080,
2006-07,231.303,
2006-08,236.297,
2006-09,239.788,
2006-10,244.498,
2006-11,251.142,
2006-12,237.253,
2007-01,251.480,
2007-02,267.553,
2007-03,264.630,
2007-04,271.889,
2007-05,285.442,
2007-06,288.721,
2007-07,286.117,
2007-08,290.420,
2007-09,287.179,
2007-10,275.635,
2007-11,296.054,
2007-12,269.356,
2008-01,285.904,
2008-02,297.019,
2008-03,290.717,
2008-04,285.706,
2008-05,290.389,
2008-06,263.157,
2008-07,264.452,
2008-08,275.711,
2008-09,282.692,
2008-10,282.722,
2008-11,264.170,
2008-12,230.293,
2009-01,234.027,
2009-02,223.213,
2009-03,215.879,
2009-04,226.891,
2009-05,226.718,
2009-06,230.846,
2009-07,226.269,
2009-08,217.946,
2009-09,211.035,
2009-10,207.357,
2009-11,203.674,
2009-12,193.826,
2010-01,198.502,
2010-02,200.099,
2010-03,189.989,
2010-04,211.342,
2010-05,225.263,
2010-06,204.491,
2010-07,204.271,
2010-08,210.089,
2010-09,189.606,
2010-10,190.616,
2010-11,207.559,
2010-12,187.891,
2011-01,185.757,
2011-02,190.828,
2011-03,184.797,
2011-04,204.483,
2011-05,212.211,
2011-06,202.947,
2011-07,201.889,
2011-08,206.184,
2011-09,204.454,
2011-10,190.587,
2011-11,194.836,
2011-12,195.541,
2012-01,194.836,
2012-02,189.484,
2012-03,207.303,
2012-04,211.060,
2012-05,216.851,
2012-06,205.447,
2012-07,214.260,
2012-08,216.627,
2012-09,214.089,
2012-10,218.386,
2012-11,228.975,
2012-12,215.110,
2013-01,221.592,
2013-02,221.049,
2013-03,229.181,
2013-04,227.611,
2013-05,229.378,
2013-06,221.745,
2013-07,224.543,
2013-08,218.568,
2013-09,211.556,
2013-10,211.346,
2013-11,218.587,
2013-12,209.183,
2014-01,217.915,
2014-02,211.511,
2014-03,213.430,
2014-04,218.870,
2014-05,218.566,
2014-06,221.384,
2014-07,227.475,
2014-08,224.544,
2014-09,225.321,
2014-10,223.942,
2014-11,229.109,
2014-12,213.792,Provisional value
