"",BBK01.OEAD01V,BBK01.OEAD01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:01:53,
2002-01,4.153,
2002-04,4.186,
2002-07,4.129,
2002-10,3.865,
2003-01,3.941,
2003-04,3.634,
2003-07,3.547,
2003-10,3.478,
2004-01,3.451,
2004-04,3.333,
2004-07,3.331,
2004-10,3.068,
2005-01,3.023,
2005-04,3.002,
2005-07,2.806,
2005-10,2.749,
2006-01,2.721,
2006-04,2.736,
2006-07,2.715,
2006-10,2.892,
2007-01,2.899,
2007-04,2.886,
2007-07,2.850,
2007-10,2.938,
2008-01,2.937,
2008-04,2.918,
2008-07,3.075,
2008-10,3.028,
2009-01,3.023,
2009-04,3.156,
2009-07,3.104,
2009-10,3.170,
2010-01,2.991,
2010-04,2.972,
2010-07,2.913,
2010-10,2.846,
2011-01,2.804,
2011-04,2.842,
2011-07,2.912,
2011-10,2.940,
2012-01,3.011,
2012-04,2.992,
2012-07,2.928,
2012-10,2.873,
2013-01,2.940,
2013-04,2.863,
2013-07,2.942,
2013-10,2.906,
2014-01,2.943,
2014-04,2.971,
2014-07,2.877,
