"",BBK01.OUH218,BBK01.OUH218_FLAGS
"",Time deposits of social security funds / for up and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:31,
1968-12,0.149,
1969-01,0.152,
1969-02,0.148,
1969-03,0.125,
1969-04,0.146,
1969-05,0.157,
1969-06,0.167,
1969-07,0.177,
1969-08,0.189,
1969-09,0.207,
1969-10,0.239,
1969-11,0.187,
1969-12,0.209,
1970-01,0.202,
1970-02,0.185,
1970-03,0.175,
1970-04,0.200,
1970-05,0.213,
1970-06,0.216,
1970-07,0.254,
1970-08,0.280,
1970-09,0.295,
1970-10,0.311,
1970-11,0.325,
1970-12,0.356,
1971-01,0.363,
1971-02,0.369,
1971-03,0.351,
1971-04,0.337,
1971-05,0.389,
1971-06,0.369,
1971-07,0.361,
1971-08,0.374,
1971-09,0.378,
1971-10,0.354,
1971-11,0.334,
1971-12,0.330,
1972-01,0.297,
1972-02,0.304,
1972-03,0.311,
1972-04,0.299,
1972-05,0.322,
1972-06,0.396,
1972-07,0.423,
1972-08,0.435,
1972-09,0.431,
1972-10,0.438,
1972-11,0.373,
1972-12,0.388,
1973-01,0.375,
1973-02,0.368,
1973-03,0.460,
1973-04,0.472,
1973-05,0.474,
1973-06,0.456,
1973-07,0.447,
1973-08,0.433,
1973-09,0.424,
1973-10,0.420,
1973-11,0.407,
1973-12,0.503,
1974-01,0.539,
1974-02,0.560,
1974-03,0.574,
1974-04,0.620,
1974-05,0.585,
1974-06,0.631,
1974-07,0.670,
1974-08,0.644,
1974-09,0.615,
1974-10,0.595,
1974-11,0.559,
1974-12,0.576,
1975-01,0.535,
1975-02,0.438,
1975-03,0.483,
1975-04,0.460,
1975-05,0.465,
1975-06,0.468,
1975-07,0.456,
1975-08,0.473,
1975-09,0.398,
1975-10,0.401,
1975-11,0.291,
1975-12,0.396,
1976-01,0.318,
1976-02,0.386,
1976-03,0.379,
1976-04,0.410,
1976-05,0.409,
1976-06,0.490,
1976-07,0.473,
1976-08,0.471,
1976-09,0.471,
1976-10,0.486,
1976-11,0.580,
1976-12,0.607,
1977-01,0.566,
1977-02,0.592,
1977-03,0.629,
1977-04,0.611,
1977-05,0.701,
1977-06,0.755,
1977-07,0.799,
1977-08,0.779,
1977-09,0.797,
1977-10,0.703,
1977-11,0.775,
1977-12,0.839,
1978-01,0.874,
1978-02,0.835,
1978-03,0.730,
1978-04,0.701,
1978-05,0.704,
1978-06,0.733,
1978-07,0.737,
1978-08,0.706,
1978-09,0.720,
1978-10,0.791,
1978-11,0.833,
1978-12,0.893,
1979-01,0.916,
1979-02,0.881,
1979-03,0.799,
1979-04,0.738,
1979-05,0.799,
1979-06,0.802,
1979-07,0.764,
1979-08,0.763,
1979-09,0.732,
1979-10,0.727,
1979-11,0.654,
1979-12,0.831,
1980-01,0.762,
1980-02,0.776,
1980-03,0.669,
1980-04,0.700,
1980-05,0.710,
1980-06,0.708,
1980-07,0.695,
1980-08,0.631,
1980-09,0.715,
1980-10,0.717,
1980-11,0.752,
1980-12,0.852,
1981-01,0.807,
1981-02,0.808,
1981-03,0.777,
1981-04,0.757,
1981-05,0.909,
1981-06,0.850,
1981-07,0.888,
1981-08,0.855,
1981-09,0.890,
1981-10,0.894,
1981-11,1.032,
1981-12,0.991,
1982-01,0.896,
1982-02,0.890,
1982-03,0.816,
1982-04,0.968,
1982-05,1.065,
1982-06,0.991,
1982-07,1.082,
1982-08,1.142,
1982-09,1.159,
1982-10,1.212,
1982-11,1.228,
1982-12,1.334,
1983-01,1.299,
1983-02,1.393,
1983-03,1.462,
1983-04,1.289,
1983-05,1.302,
1983-06,1.374,
1983-07,1.299,
1983-08,1.359,
1983-09,1.453,
1983-10,1.551,
1983-11,1.475,
1983-12,1.541,
1984-01,1.401,
1984-02,1.321,
1984-03,1.377,
1984-04,1.380,
1984-05,1.427,
1984-06,1.443,
1984-07,1.417,
1984-08,1.422,
1984-09,1.318,
1984-10,1.210,
1984-11,1.110,
1984-12,1.222,
1985-01,1.358,
1985-02,1.450,
1985-03,1.295,
1985-04,1.294,
1985-05,1.385,
1985-06,1.438,
1985-07,1.382,
1985-08,1.309,
1985-09,1.138,
1985-10,1.053,
1985-11,1.010,
1985-12,1.231,
1986-01,1.413,
1986-02,1.272,
1986-03,1.310,
1986-04,1.182,
1986-05,1.171,
1986-06,1.417,
1986-07,1.284,
1986-08,1.359,
1986-09,1.298,
1986-10,1.359,
1986-11,1.236,
1986-12,1.642,
1987-01,1.449,
1987-02,1.475,
1987-03,1.317,
1987-04,1.318,
1987-05,1.477,
1987-06,1.468,
1987-07,1.459,
1987-08,1.522,
1987-09,1.360,
1987-10,1.377,
1987-11,1.423,
1987-12,1.743,
1988-01,1.782,
1988-02,1.661,
1988-03,1.547,
1988-04,1.472,
1988-05,1.687,
1988-06,1.641,
1988-07,1.551,
1988-08,1.635,
1988-09,1.476,
1988-10,1.684,
1988-11,1.563,
1988-12,1.949,
1989-01,1.812,
1989-02,1.665,
1989-03,1.584,
1989-04,1.574,
1989-05,1.638,
1989-06,1.754,
1989-07,1.702,
1989-08,1.752,
1989-09,1.806,
1989-10,1.736,
1989-11,1.767,
1989-12,2.454,
1990-01,2.396,
1990-02,2.428,
1990-03,2.191,
1990-04,2.216,
1990-05,2.267,
1990-06,2.286,
1990-07,2.410,
1990-08,2.555,
1990-09,2.429,
1990-10,2.602,
1990-11,2.769,
1990-12,2.912,
1991-01,2.929,
1991-02,2.814,
1991-03,2.857,
1991-04,2.761,
1991-05,2.921,
1991-06,2.925,
1991-07,2.861,
1991-08,2.809,
1991-09,2.793,
1991-10,2.806,
1991-11,2.783,
1991-12,3.402,
1992-01,3.262,
1992-02,3.062,
1992-03,1.977,
1992-04,1.908,
1992-05,1.973,
1992-06,1.944,
1992-07,1.894,
1992-08,1.872,
1992-09,1.862,
1992-10,1.873,
1992-11,1.831,
1992-12,1.995,
1993-01,1.903,
1993-02,1.842,
1993-03,1.826,
1993-04,2.021,
1993-05,2.290,
1993-06,2.342,
1993-07,2.435,
1993-08,2.345,
1993-09,2.297,
1993-10,2.265,
1993-11,2.364,
1993-12,2.571,
1994-01,2.475,
1994-02,2.686,
1994-03,2.485,
1994-04,2.519,
1994-05,2.665,
1994-06,2.717,
1994-07,2.628,
1994-08,2.607,
1994-09,2.644,
1994-10,2.527,
1994-11,2.539,
1994-12,2.963,
1995-01,2.789,
1995-02,2.661,
1995-03,2.402,
1995-04,2.318,
1995-05,2.493,
1995-06,2.183,
1995-07,2.146,
1995-08,2.339,
1995-09,2.195,
1995-10,1.941,
1995-11,1.889,
1995-12,2.615,
1996-01,2.177,
1996-02,2.421,
1996-03,2.162,
1996-04,1.848,
1996-05,2.013,
1996-06,1.883,
1996-07,1.499,
1996-08,1.601,
1996-09,1.627,
1996-10,1.705,
1996-11,1.614,
1996-12,1.612,
1997-01,1.713,
1997-02,1.920,
1997-03,1.485,
1997-04,1.518,
1997-05,1.850,
1997-06,2.110,
1997-07,2.121,
1997-08,2.727,
1997-09,2.884,
1997-10,2.595,
1997-11,2.994,
1997-12,3.475,
1998-01,3.447,
1998-02,3.573,
1998-03,3.300,
1998-04,3.288,
1998-05,3.906,
1998-06,3.890,
1998-07,3.571,
1998-08,3.757,
1998-09,3.613,
1998-10,3.409,
1998-11,3.847,
1998-12,4.201,
1999-01,4.131,
1999-02,3.690,
1999-03,3.136,
1999-04,3.432,
1999-05,3.730,
1999-06,4.144,
1999-07,4.011,
1999-08,3.997,
1999-09,4.016,
1999-10,3.782,
1999-11,4.046,
1999-12,5.039,
2000-01,4.212,
2000-02,4.161,
2000-03,3.965,
2000-04,3.627,
2000-05,4.400,
2000-06,4.754,
2000-07,4.439,
2000-08,4.118,
2000-09,4.266,
2000-10,4.065,
2000-11,3.904,
2000-12,4.959,
2001-01,3.837,
2001-02,4.116,
2001-03,3.773,
2001-04,3.645,
2001-05,3.912,
2001-06,3.937,
2001-07,3.554,
2001-08,3.688,
2001-09,3.590,
2001-10,3.335,
2001-11,3.206,
2001-12,4.223,
2002-01,3.230,
2002-02,3.660,
2002-03,3.454,
2002-04,3.488,
2002-05,3.845,
2002-06,4.001,
2002-07,3.120,
2002-08,2.863,
2002-09,2.585,
2002-10,2.636,
2002-11,2.651,
2002-12,3.562,
2003-01,2.506,
2003-02,2.435,
2003-03,2.342,
2003-04,2.289,
2003-05,2.636,
2003-06,2.301,
2003-07,2.309,
2003-08,2.713,
2003-09,2.538,
2003-10,2.061,
2003-11,2.456,
2003-12,3.013,
2004-01,2.336,
2004-02,2.388,
2004-03,2.116,
2004-04,1.819,
2004-05,2.406,
2004-06,2.296,
2004-07,2.201,
2004-08,2.107,
2004-09,1.912,
2004-10,2.183,
2004-11,2.253,
2004-12,3.228,
2005-01,2.226,
2005-02,1.837,
2005-03,1.836,
2005-04,1.364,
2005-05,1.494,
2005-06,1.481,
2005-07,1.437,
2005-08,1.405,
2005-09,1.358,
2005-10,1.187,
2005-11,1.226,
2005-12,1.460,
2006-01,1.003,
2006-02,1.057,
2006-03,1.348,
