"",BBK01.OEAH29V,BBK01.OEAH29V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:56,
2002-01,9.804,
2002-04,10.145,
2002-07,10.178,
2002-10,10.640,
2003-01,10.231,
2003-04,10.410,
2003-07,10.540,
2003-10,11.757,
2004-01,11.668,
2004-04,12.413,
2004-07,13.217,
2004-10,12.858,
2005-01,12.145,
2005-04,12.557,
2005-07,14.848,
2005-10,13.984,
2006-01,13.202,
2006-04,13.521,
2006-07,13.793,
2006-10,14.533,
2007-01,14.638,
2007-04,14.406,
2007-07,14.557,
2007-10,15.055,
2008-01,15.307,
2008-04,10.308,
2008-07,11.196,
2008-10,10.927,
2009-01,12.208,
2009-04,12.004,
2009-07,12.356,
2009-10,12.067,
2010-01,12.324,
2010-04,12.145,
2010-07,12.111,
2010-10,12.525,
2011-01,12.210,
2011-04,12.163,
2011-07,12.746,
2011-10,12.980,
2012-01,12.793,
2012-04,12.630,
2012-07,13.081,
2012-10,13.223,
2013-01,12.908,
2013-04,13.002,
2013-07,13.923,
2013-10,13.952,
2014-01,14.438,
2014-04,14.423,
2014-07,14.946,
