"",BBK01.TVD427,BBK01.TVD427_FLAGS
2000-06,-32122,
2000-07,-18336,
2000-08,24177,
2000-09,-15953,
2000-10,33246,
2000-11,34800,
2000-12,10456,
2001-01,-34641,
2001-02,31852,
2001-03,12405,
2001-04,2427,
2001-05,-6228,
2001-06,-5919,
2001-07,-13763,
2001-08,-4224,
2001-09,30486,
2001-10,-12658,
2001-11,29824,
2001-12,-698,
2002-01,-44046,
2002-02,-28934,
2002-03,25374,
2002-04,-6939,
2002-05,24027,
2002-06,11101,
2002-07,-22397,
2002-08,18150,
2002-09,11116,
2002-10,19385,
2002-11,41270,
2002-12,22008,
2003-01,-19091,
2003-02,9104,
2003-03,5949,
2003-04,-14027,
2003-05,54505,
2003-06,-1164,
2003-07,-52073,
2003-08,-9960,
2003-09,4511,
2003-10,-10248,
2003-11,26068,
2003-12,10370,
2004-01,-11127,
2004-02,-6249,
2004-03,3998,
2004-04,21481,
2004-05,15239,
2004-06,4761,
2004-07,22382,
2004-08,-13516,
2004-09,-13109,
2004-10,40990,
2004-11,3507,
2004-12,-5880,
2005-01,-6213,
2005-02,28895,
2005-03,-29699,
2005-04,105888,
2005-05,-39738,
2005-06,-17734,
2005-07,4265,
2005-08,-23225,
2005-09,-4375,
2005-10,-871,
2005-11,-8196,
2005-12,23834,
2006-01,17473,
2006-02,-7487,
2006-03,-505,
2006-04,55537,
2006-05,1676,
2006-06,-17528,
2006-07,-10910,
2006-08,-15526,
2006-09,24395,
2006-10,4684,
2006-11,34666,
2006-12,19149,
2007-01,-19239,
2007-02,4929,
2007-03,29394,
2007-04,18594,
2007-05,-5847,
2007-06,-8981,
2007-07,-2648,
2007-08,14677,
2007-09,35814,
2007-10,16865,
2007-11,5923,
2007-12,58872,
2008-01,-61710,
2008-02,2940,
2008-03,26221,
2008-04,32625,
2008-05,-1214,
2008-06,-18016,
2008-07,-1792,
2008-08,5238,
2008-09,76224,
2008-10,67589,
2008-11,-36281,
2008-12,-25991,
2009-01,-42814,
2009-02,-35348,
2009-03,-60859,
2009-04,6540,
2009-05,-14762,
2009-06,17124,
2009-07,-53973,
2009-08,-5071,
2009-09,-31318,
2009-10,-1020,
2009-11,-2080,
2009-12,-11814,
2010-01,5289,
2010-02,3627,
2010-03,-15663,
2010-04,33474,
2010-05,25029,
2010-06,-13964,
2010-07,-94420,
2010-08,16847,
2010-09,-47290,
2010-10,36695,
2010-11,-8786,
2010-12,-16075,
2011-01,-4913,
2011-02,-16157,
2011-03,-16051,
2011-04,6580,
2011-05,-39227,
2011-06,-20905,
2011-07,-4534,
2011-08,16758,
2011-09,13797,
2011-10,-9554,
2011-11,5702,
2011-12,20124,
2012-01,32132,
2012-02,10191,
2012-03,16655,
2012-04,1788,
2012-05,-11538,
2012-06,-23695,
2012-07,-16257,
2012-08,-5419,
2012-09,-18434,
2012-10,-15531,
2012-11,-1307,
2012-12,-37292,
2013-01,2325,
2013-02,-24764,
2013-03,-15533,
2013-04,15840,
2013-05,-27702,
2013-06,-19847,
2013-07,-7669,
2013-08,12865,
2013-09,-493,
2013-10,-11531,
2013-11,16199,
2013-12,-45935,
2014-01,15962,
2014-02,-4359,
2014-03,-10429,
2014-04,28649,
2014-05,1496,
2014-06,-8128,
2014-07,5628,
2014-08,-16567,
2014-09,-13115,
2014-10,2915,
2014-11,-4864,
2014-12,-22447,
2015-01,57734,
