"",BBK01.OUB315,BBK01.OUB315_FLAGS
"",Time deposits of social security funds / for more than one year up to and including two years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:38,
1999-01,0.008,
1999-02,0.003,
1999-03,0.003,
1999-04,0.005,
1999-05,0.008,
1999-06,0.008,
1999-07,0.008,
1999-08,0.049,
1999-09,0.011,
1999-10,0.058,
1999-11,0.012,
1999-12,0.014,
2000-01,0.014,
2000-02,0.014,
2000-03,0.019,
2000-04,0.019,
2000-05,0.014,
2000-06,0.016,
2000-07,0.018,
2000-08,0.018,
2000-09,0.015,
2000-10,0.015,
2000-11,0.024,
2000-12,0.111,
2001-01,0.121,
2001-02,0.135,
2001-03,0.119,
2001-04,0.119,
2001-05,0.119,
2001-06,0.037,
2001-07,0.037,
2001-08,0.040,
2001-09,0.035,
2001-10,0.053,
2001-11,0.074,
2001-12,0.096,
2002-01,0.058,
2002-02,0.052,
2002-03,0.053,
2002-04,0.055,
2002-05,0.065,
2002-06,0.065,
2002-07,0.063,
2002-08,0.063,
2002-09,0.065,
2002-10,0.065,
2002-11,0.034,
2002-12,0.061,
2003-01,0.044,
2003-02,0.044,
2003-03,0.044,
2003-04,0.033,
2003-05,0.033,
2003-06,0.040,
2003-07,0.038,
2003-08,0.038,
2003-09,0.038,
2003-10,0.040,
2003-11,0.036,
2003-12,0.049,
2004-01,0.049,
2004-02,0.049,
2004-03,0.049,
2004-04,0.049,
2004-05,0.049,
2004-06,0.050,
2004-07,0.054,
2004-08,0.053,
2004-09,0.053,
2004-10,0.052,
2004-11,0.059,
2004-12,0.017,
2005-01,0.019,
2005-02,0.014,
2005-03,0.012,
2005-04,0.012,
2005-05,0.017,
2005-06,0.042,
2005-07,0.041,
2005-08,0.039,
2005-09,0.039,
2005-10,0.044,
2005-11,0.044,
2005-12,0.039,
2006-01,0.031,
2006-02,0.041,
2006-03,0.039,
2006-04,0.037,
2006-05,0.039,
2006-06,0.043,
2006-07,0.041,
2006-08,0.033,
2006-09,0.055,
2006-10,0.050,
2006-11,0.045,
2006-12,0.074,
2007-01,0.289,
2007-02,0.293,
2007-03,0.297,
2007-04,0.313,
2007-05,0.305,
2007-06,0.625,
2007-07,0.622,
2007-08,0.647,
2007-09,0.663,
2007-10,0.666,
2007-11,0.756,
2007-12,0.861,
2008-01,0.698,
2008-02,0.706,
2008-03,0.701,
2008-04,0.736,
2008-05,0.749,
2008-06,0.593,
2008-07,0.432,
2008-08,0.430,
2008-09,0.422,
2008-10,0.459,
2008-11,0.344,
2008-12,0.272,
2009-01,0.273,
2009-02,0.292,
2009-03,0.467,
2009-04,0.471,
2009-05,0.524,
2009-06,0.545,
2009-07,0.598,
2009-08,0.723,
2009-09,0.716,
2009-10,0.725,
2009-11,0.716,
2009-12,0.659,
2010-01,0.647,
2010-02,0.673,
2010-03,0.556,
2010-04,0.532,
2010-05,0.430,
2010-06,0.406,
2010-07,0.395,
2010-08,0.293,
2010-09,0.355,
2010-10,0.401,
2010-11,0.383,
2010-12,0.376,
2011-01,0.366,
2011-02,0.366,
2011-03,0.373,
2011-04,0.365,
2011-05,0.384,
2011-06,0.442,
2011-07,0.589,
2011-08,0.590,
2011-09,0.640,
2011-10,0.659,
2011-11,0.735,
2011-12,0.845,
2012-01,0.924,
2012-02,1.033,
2012-03,1.145,
2012-04,1.148,
2012-05,1.279,
2012-06,1.582,
2012-07,1.654,
2012-08,1.660,
2012-09,1.729,
2012-10,1.677,
2012-11,1.622,
2012-12,1.577,
2013-01,1.617,
2013-02,1.639,
2013-03,1.559,
2013-04,1.646,
2013-05,1.862,
2013-06,1.736,
2013-07,1.731,
2013-08,1.830,
2013-09,1.840,
2013-10,1.951,
2013-11,1.988,
2013-12,2.116,
2014-01,2.088,
2014-02,2.089,
2014-03,2.148,
2014-04,2.069,
2014-05,2.007,
2014-06,1.966,
2014-07,1.869,
2014-08,1.908,
2014-09,1.787,
2014-10,1.885,
2014-11,2.387,
2014-12,2.711,Provisional value
