"",BBK01.OUC002,BBK01.OUC002_FLAGS
"",Lending to banks / Securities issued by banks / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:30,
1950-06,0.005,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.006,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.007,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.005,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.011,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.017,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.064,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.100,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.141,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.145,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.195,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.164,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.143,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.144,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.246,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.291,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.355,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.434,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.563,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.645,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.575,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.416,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.484,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.465,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.487,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.568,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.567,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.629,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.610,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.718,
1965-01,0.641,
1965-02,0.619,
1965-03,0.627,
1965-04,0.621,
1965-05,0.571,
1965-06,0.598,
1965-07,0.550,
1965-08,0.524,
1965-09,0.519,
1965-10,0.522,
1965-11,0.533,
1965-12,0.555,
1966-01,0.551,
1966-02,0.564,
1966-03,0.520,
1966-04,0.497,
1966-05,0.491,
1966-06,0.475,
1966-07,0.475,
1966-08,0.467,
1966-09,0.477,
1966-10,0.455,
1966-11,0.467,
1966-12,0.468,
1967-01,0.459,
1967-02,0.489,
1967-03,0.559,
1967-04,0.536,
1967-05,0.533,
1967-06,0.528,
1967-07,0.508,
1967-08,0.512,
1967-09,0.515,
1967-10,0.510,
1967-11,0.564,
1967-12,0.602,
1968-01,0.552,
1968-02,0.538,
1968-03,0.599,
1968-04,0.746,
1968-05,0.795,
1968-06,0.801,
1968-07,0.861,
1968-08,0.983,
1968-09,0.941,
1968-10,0.992,
1968-11,1.036,
1968-12,0.955,
1969-01,0.970,
1969-02,1.030,
1969-03,1.023,
1969-04,0.949,
1969-05,0.992,
1969-06,1.056,
1969-07,1.100,
1969-08,1.185,
1969-09,1.164,
1969-10,1.271,
1969-11,1.332,
1969-12,1.209,
1970-01,1.273,
1970-02,1.246,
1970-03,1.239,
1970-04,1.266,
1970-05,1.239,
1970-06,1.213,
1970-07,1.216,
1970-08,1.196,
1970-09,1.122,
1970-10,1.047,
1970-11,1.032,
1970-12,1.030,
1971-01,1.085,
1971-02,1.099,
1971-03,1.107,
1971-04,1.076,
1971-05,1.062,
1971-06,1.073,
1971-07,1.061,
1971-08,1.044,
1971-09,1.089,
1971-10,1.088,
1971-11,1.052,
1971-12,0.998,
1972-01,1.066,
1972-02,1.050,
1972-03,0.959,
1972-04,0.902,
1972-05,0.901,
1972-06,0.893,
1972-07,0.984,
1972-08,1.030,
1972-09,1.089,
1972-10,1.072,
1972-11,1.123,
1972-12,1.099,
1973-01,1.131,
1973-02,1.167,
1973-03,1.292,
1973-04,1.207,
1973-05,1.281,
1973-06,1.291,
1973-07,1.297,
1973-08,1.278,
1973-09,1.478,
1973-10,1.482,
1973-11,1.436,
1973-12,1.390,
1974-01,1.418,
1974-02,1.351,
1974-03,1.372,
1974-04,1.322,
1974-05,1.397,
1974-06,1.341,
1974-07,1.274,
1974-08,1.277,
1974-09,1.263,
1974-10,1.317,
1974-11,1.415,
1974-12,1.389,
1975-01,1.366,
1975-02,1.388,
1975-03,1.400,
1975-04,1.375,
1975-05,1.424,
1975-06,1.444,
1975-07,1.326,
1975-08,1.311,
1975-09,1.365,
1975-10,1.192,
1975-11,1.485,
1975-12,1.522,
1976-01,1.393,
1976-02,1.479,
1976-03,1.525,
1976-04,1.376,
1976-05,1.282,
1976-06,1.191,
1976-07,1.272,
1976-08,1.397,
1976-09,1.381,
1976-10,1.315,
1976-11,1.356,
1976-12,1.401,
1977-01,1.418,
1977-02,1.284,
1977-03,1.356,
1977-04,1.447,
1977-05,1.274,
1977-06,1.239,
1977-07,1.491,
1977-08,1.460,
1977-09,1.425,
1977-10,1.496,
1977-11,1.532,
1977-12,1.795,
1978-01,1.753,
1978-02,2.028,
1978-03,1.880,
1978-04,1.882,
1978-05,1.955,
1978-06,2.030,
1978-07,2.110,
1978-08,2.258,
1978-09,2.437,
1978-10,2.255,
1978-11,2.245,
1978-12,2.477,
1979-01,2.265,
1979-02,2.259,
1979-03,2.260,
1979-04,2.211,
1979-05,2.061,
1979-06,1.981,
1979-07,1.977,
1979-08,1.916,
1979-09,2.059,
1979-10,2.043,
1979-11,2.115,
1979-12,2.336,
1980-01,2.527,
1980-02,2.548,
1980-03,2.892,
1980-04,2.902,
1980-05,3.141,
1980-06,3.265,
1980-07,3.381,
1980-08,3.341,
1980-09,3.417,
1980-10,3.403,
1980-11,3.386,
1980-12,3.756,
1981-01,3.550,
1981-02,3.506,
1981-03,3.373,
1981-04,3.351,
1981-05,3.429,
1981-06,3.582,
1981-07,3.673,
1981-08,3.562,
1981-09,3.878,
1981-10,3.827,
1981-11,4.084,
1981-12,4.055,
1982-01,4.063,
1982-02,3.983,
1982-03,4.163,
1982-04,4.169,
1982-05,4.012,
1982-06,3.973,
1982-07,3.887,
1982-08,4.052,
1982-09,3.998,
1982-10,4.175,
1982-11,4.401,
1982-12,4.797,
1983-01,4.074,
1983-02,4.058,
1983-03,3.968,
1983-04,4.070,
1983-05,4.080,
1983-06,4.563,
1983-07,4.403,
1983-08,4.239,
1983-09,4.138,
1983-10,4.257,
1983-11,4.374,
1983-12,4.743,
1984-01,4.103,
1984-02,3.825,
1984-03,4.015,
1984-04,3.999,
1984-05,4.016,
1984-06,3.921,
1984-07,3.732,
1984-08,3.564,
1984-09,3.864,
1984-10,3.979,
1984-11,4.157,
1984-12,4.532,
1985-01,3.961,
1985-02,3.829,
1985-03,3.867,
1985-04,3.711,
1985-05,3.561,
1985-06,3.744,
1985-07,3.947,
1985-08,3.998,
1985-09,4.171,
1985-10,4.061,
1985-11,4.327,
1985-12,4.288,
1986-01,4.423,
1986-02,4.211,
1986-03,4.583,
1986-04,4.672,
1986-05,4.707,
1986-06,5.918,
1986-07,5.923,
1986-08,5.144,
1986-09,5.204,
1986-10,5.191,
1986-11,5.125,
1986-12,5.012,
1987-01,4.408,
1987-02,4.530,
1987-03,4.644,
1987-04,4.524,
1987-05,4.735,
1987-06,4.717,
1987-07,4.665,
1987-08,4.542,
1987-09,4.701,
1987-10,4.635,
1987-11,4.564,
1987-12,4.622,
1988-01,4.417,
1988-02,4.090,
1988-03,4.471,
1988-04,4.494,
1988-05,4.671,
1988-06,4.782,
1988-07,4.877,
1988-08,4.931,
1988-09,4.854,
1988-10,4.849,
1988-11,5.145,
1988-12,5.555,
1989-01,5.439,
1989-02,5.350,
1989-03,5.502,
1989-04,5.324,
1989-05,5.227,
1989-06,5.114,
1989-07,5.146,
1989-08,5.269,
1989-09,5.358,
1989-10,5.552,
1989-11,5.652,
1989-12,5.793,
1990-01,5.667,
1990-02,5.413,
1990-03,5.463,
1990-04,5.501,
1990-05,5.158,
1990-06,4.959,
1990-07,5.081,
1990-08,5.095,
1990-09,5.399,
1990-10,5.922,
1990-11,5.874,
1990-12,5.593,
1991-01,5.349,
1991-02,5.556,
1991-03,5.850,
1991-04,6.033,
1991-05,6.539,
1991-06,6.652,
1991-07,6.518,
1991-08,7.063,
1991-09,7.179,
1991-10,7.909,
1991-11,8.284,
1991-12,8.916,
1992-01,9.578,
1992-02,9.591,
1992-03,10.128,
1992-04,10.209,
1992-05,9.877,
1992-06,9.453,
1992-07,9.792,
1992-08,10.235,
1992-09,9.199,
1992-10,9.579,
1992-11,9.503,
1992-12,8.670,
1993-01,8.962,
1993-02,8.971,
1993-03,9.551,
1993-04,10.182,
1993-05,9.670,
1993-06,9.467,
1993-07,10.162,
1993-08,10.307,
1993-09,11.041,
1993-10,11.008,
1993-11,11.484,
1993-12,11.011,
1994-01,10.217,
1994-02,9.925,
1994-03,10.095,
1994-04,10.679,
1994-05,9.868,
1994-06,9.915,
1994-07,10.376,
1994-08,10.625,
1994-09,11.161,
1994-10,10.658,
1994-11,10.706,
1994-12,10.327,
1995-01,10.314,
1995-02,10.194,
1995-03,10.496,
1995-04,11.027,
1995-05,11.298,
1995-06,10.917,
1995-07,11.144,
1995-08,11.984,
1995-09,11.232,
1995-10,11.202,
1995-11,12.799,
1995-12,13.147,
1996-01,13.867,
1996-02,13.921,
1996-03,14.925,
1996-04,15.961,
1996-05,16.318,
1996-06,14.487,
1996-07,16.498,
1996-08,16.277,
1996-09,19.214,
1996-10,19.332,
1996-11,19.663,
1996-12,18.408,
1997-01,20.975,
1997-02,21.640,
1997-03,22.717,
1997-04,21.576,
1997-05,22.916,
1997-06,24.574,
1997-07,27.634,
1997-08,27.581,
1997-09,27.830,
1997-10,29.835,
1997-11,30.027,
1997-12,26.655,
1998-01,32.952,
1998-02,34.487,
1998-03,33.557,
1998-04,34.406,
1998-05,35.763,
1998-06,40.161,
1998-07,37.054,
1998-08,39.215,
1998-09,38.574,
1998-10,40.830,
1998-11,39.047,
1998-12,35.684,
1999-01,42.303,
1999-02,42.491,
1999-03,44.349,
1999-04,49.168,
1999-05,49.581,
1999-06,48.901,
1999-07,45.334,
1999-08,47.289,
1999-09,48.905,
1999-10,50.802,
1999-11,50.882,
1999-12,50.649,
2000-01,50.578,
2000-02,52.189,
2000-03,58.352,
2000-04,59.068,
2000-05,61.871,
2000-06,57.452,
2000-07,56.478,
2000-08,57.151,
2000-09,59.490,
2000-10,60.481,
2000-11,61.762,
2000-12,67.127,
2001-01,69.214,
2001-02,70.429,
2001-03,76.817,
2001-04,80.161,
2001-05,79.947,
2001-06,65.218,
2001-07,72.552,
2001-08,67.766,
2001-09,68.280,
2001-10,65.527,
2001-11,64.265,
2001-12,66.405,
2002-01,60.213,
2002-02,59.501,
2002-03,58.832,
2002-04,57.105,
2002-05,56.687,
2002-06,59.210,
2002-07,54.030,
2002-08,52.752,
2002-09,54.053,
2002-10,54.805,
2002-11,55.565,
2002-12,57.941,
2003-01,53.421,
2003-02,53.292,
