"",BBK01.OUZ307,BBK01.OUZ307_FLAGS
"","Unsecuritised lending to banks (MFIs)(incl. Postal giro account balances, total, Mortgage banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:21,
1999-01,142.365,
1999-02,141.935,
1999-03,147.797,
1999-04,153.219,
1999-05,156.034,
1999-06,157.093,
1999-07,155.240,
1999-08,155.863,
1999-09,161.563,
1999-10,159.878,
1999-11,161.258,
1999-12,158.163,
2000-01,157.742,
2000-02,156.400,
2000-03,161.158,
2000-04,164.369,
2000-05,165.307,
2000-06,163.836,
2000-07,164.004,
2000-08,162.537,
2000-09,163.404,
2000-10,169.817,
2000-11,163.619,
2000-12,160.346,
2001-01,161.680,
2001-02,163.966,
2001-03,161.425,
2001-04,157.478,
2001-05,156.550,
2001-06,157.395,
2001-07,156.546,
2001-08,154.479,
2001-09,156.693,
2001-10,153.380,
2001-11,149.106,
2001-12,151.099,
2002-01,148.859,
2002-02,155.037,
2002-03,153.825,
2002-04,146.229,
2002-05,153.914,
2002-06,152.008,
2002-07,144.929,
2002-08,139.902,
2002-09,143.297,
2002-10,141.077,
2002-11,134.743,
2002-12,135.242,
2003-01,136.684,
2003-02,134.433,
2003-03,131.314,
2003-04,134.179,
2003-05,139.115,
2003-06,138.457,
2003-07,136.727,
2003-08,132.770,
2003-09,134.137,
2003-10,130.014,
2003-11,129.763,
2003-12,128.458,
2004-01,126.069,
2004-02,128.056,
2004-03,126.844,
2004-04,126.239,
2004-05,127.116,
2004-06,126.852,
2004-07,121.366,
2004-08,119.151,
2004-09,122.831,
2004-10,121.095,
2004-11,121.984,
2004-12,121.182,
2005-01,122.710,
2005-02,119.257,
2005-03,120.808,
2005-04,130.284,
2005-05,132.096,
2005-06,135.461,
2005-07,133.236,
2005-08,125.074,
2005-09,133.572,
2005-10,132.112,
2005-11,132.520,
2005-12,126.742,
2006-01,125.670,
2006-02,125.700,
2006-03,127.315,
2006-04,119.769,
2006-05,127.486,
2006-06,126.360,
2006-07,116.573,
2006-08,122.746,
2006-09,121.148,
2006-10,119.736,
2006-11,119.110,
2006-12,123.040,
2007-01,121.509,
2007-02,122.804,
2007-03,128.331,
2007-04,118.177,
2007-05,113.242,
2007-06,117.093,
2007-07,111.018,
2007-08,107.677,
2007-09,106.272,
2007-10,108.292,
2007-11,114.775,
2007-12,105.599,
2008-01,104.436,
2008-02,97.925,
2008-03,101.182,
2008-04,97.128,
2008-05,94.851,
2008-06,100.458,
2008-07,101.429,
2008-08,97.697,
2008-09,97.704,
2008-10,125.729,
2008-11,143.263,
2008-12,150.170,
2009-01,155.098,
2009-02,155.004,
2009-03,153.447,
2009-04,152.405,
2009-05,149.108,
2009-06,141.327,
2009-07,136.721,
2009-08,142.144,
2009-09,129.679,
2009-10,129.381,
2009-11,127.710,
2009-12,129.731,
2010-01,126.459,
2010-02,129.459,
2010-03,133.543,
2010-04,131.644,
2010-05,147.166,
2010-06,153.011,
2010-07,139.588,
2010-08,149.880,
2010-09,144.813,
2010-10,70.179,
2010-11,74.201,
2010-12,72.449,
2011-01,71.042,
2011-02,67.108,
2011-03,75.541,
2011-04,65.812,
2011-05,65.311,
2011-06,65.311,
2011-07,65.446,
2011-08,70.756,
2011-09,72.886,
2011-10,68.029,
2011-11,65.778,
2011-12,73.898,
2012-01,76.103,
2012-02,82.088,
2012-03,75.166,
2012-04,74.385,
2012-05,75.152,
2012-06,76.152,
2012-07,71.549,
2012-08,68.362,
2012-09,66.799,
2012-10,62.089,
2012-11,60.201,
2012-12,59.264,
2013-01,60.948,
2013-02,54.635,
2013-03,55.078,
2013-04,54.478,
2013-05,52.138,
2013-06,49.601,
2013-07,47.964,
2013-08,51.546,
2013-09,51.508,
2013-10,50.393,
2013-11,48.668,
2013-12,44.958,
2014-01,47.600,
2014-02,48.699,
2014-03,53.313,
2014-04,51.461,
2014-05,45.908,
2014-06,48.007,
2014-07,47.174,
2014-08,48.517,
2014-09,45.856,
2014-10,45.741,
2014-11,46.147,
