"",BBK01.PQ1593,BBK01.PQ1593_FLAGS
"",Instalment credit to domestic employees and other individuals / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:14,
1980-10,0.040,
1981-01,0.044,
1981-04,0.043,
1981-07,0.050,
1981-10,0.060,
1982-01,0.063,
1982-04,0.064,
1982-07,0.064,
1982-10,0.061,
1983-01,0.059,
1983-04,0.058,
1983-07,0.055,
1983-10,0.052,
1984-01,0.051,
1984-04,0.016,
1984-07,0.016,
1984-10,0.015,
1985-01,0.016,
1985-04,0.016,
1985-07,0.016,
1985-10,0.015,
1986-01,0.016,
1986-04,0.024,
1986-07,0.024,
1986-10,0.022,
1987-01,0.048,
1987-04,0.030,
1987-07,0.028,
1987-10,0.028,
1988-01,0.026,
1988-04,0.024,
1988-07,0.024,
1988-10,0.052,
1989-01,0.045,
1989-04,0.040,
1989-07,0.067,
1989-10,0.139,
1990-01,0.139,
1990-04,0.208,
1990-07,0.179,
1990-10,0.243,
1991-01,0.184,
1991-04,0.190,
1991-07,0.162,
1991-10,0.157,
1992-01,0.118,
1992-04,0.116,
1992-07,0.139,
1992-10,0.125,
1993-01,0.104,
1993-04,0.193,
1993-07,0.160,
1993-10,0.318,
1994-01,0.353,
1994-04,0.194,
1994-07,0.127,
1994-10,0.137,
1995-01,0.131,
1995-04,0.103,
1995-07,0.134,
1995-10,0.371,
1996-01,0.231,
1996-04,0.192,
1996-07,0.294,
1996-10,0.280,
1997-01,0.264,
1997-04,0.215,
1997-07,0.242,
1997-10,0.298,
1998-01,0.310,
1998-04,0.304,
1998-07,0.371,
1998-10,0.446,
1999-01,0.459,
1999-04,0.443,
1999-07,0.687,
1999-10,0.725,
2000-01,0.742,
2000-04,0.867,
2000-07,0.800,
2000-10,0.461,
2001-01,0.751,
2001-04,0.714,
2001-07,0.750,
2001-10,0.708,
2002-01,0.331,
2002-04,0.421,
2002-07,0.393,
2002-10,0.267,
2003-01,0.255,
2003-04,0.214,
2003-07,0.113,
2003-10,-,Nothing exists
2004-01,-,Nothing exists
2004-04,0.348,
2004-07,0.377,
2004-10,0.366,
2005-01,0.331,
2005-04,0.313,
2005-07,0.353,
2005-10,0.346,
2006-01,0.322,
2006-04,0.309,
2006-07,0.303,
2006-10,0.284,
2007-01,0.260,
2007-04,0.249,
2007-07,0.241,
2007-10,0.186,
2008-01,0.180,
2008-04,0.171,
2008-07,0.167,
2008-10,0.155,
2009-01,0.158,
2009-04,0.153,
2009-07,0.148,
2009-10,0.114,
2010-01,0.116,
2010-04,0.096,
2010-07,0.092,
2010-10,0.077,
2011-01,0.074,
2011-04,0.075,
2011-07,0.073,
2011-10,0.064,
2012-01,0.059,
2012-04,0.059,
2012-07,0.053,
2012-10,0.304,
2013-01,0.291,
2013-04,0.274,
2013-07,0.262,
2013-10,0.247,
2014-01,0.224,
2014-04,0.201,
2014-07,0.180,
2014-10,0.161,
