"",BBK01.OUA049,BBK01.OUA049_FLAGS
"",Time deposits of other domestic households / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:31:51,
1968-12,1.220,
1969-01,1.238,
1969-02,1.233,
1969-03,1.215,
1969-04,1.257,
1969-05,1.412,
1969-06,1.318,
1969-07,1.307,
1969-08,1.301,
1969-09,1.418,
1969-10,1.464,
1969-11,1.386,
1969-12,1.435,
1970-01,1.391,
1970-02,1.431,
1970-03,1.399,
1970-04,1.492,
1970-05,1.532,
1970-06,1.598,
1970-07,1.726,
1970-08,1.734,
1970-09,1.644,
1970-10,1.700,
1970-11,1.740,
1970-12,1.755,
1971-01,1.754,
1971-02,1.765,
1971-03,1.761,
1971-04,1.754,
1971-05,1.712,
1971-06,1.688,
1971-07,1.755,
1971-08,1.814,
1971-09,1.838,
1971-10,1.883,
1971-11,1.935,
1971-12,2.037,
1972-01,2.120,
1972-02,2.083,
1972-03,1.941,
1972-04,1.897,
1972-05,1.912,
1972-06,1.945,
1972-07,2.006,
1972-08,2.044,
1972-09,1.990,
1972-10,2.045,
1972-11,2.139,
1972-12,2.414,
1973-01,2.503,
1973-02,2.569,
1973-03,2.587,
1973-04,2.748,
1973-05,3.077,
1973-06,3.359,
1973-07,3.807,
1973-08,4.145,
1973-09,4.252,
1973-10,4.559,
1973-11,4.669,
1973-12,4.846,
1974-01,5.117,
1974-02,5.007,
1974-03,4.988,
1974-04,5.044,
1974-05,4.943,
1974-06,4.956,
1974-07,5.013,
1974-08,5.000,
1974-09,4.964,
1974-10,4.986,
1974-11,4.934,
1974-12,4.896,
1975-01,4.864,
1975-02,4.646,
1975-03,4.127,
1975-04,3.378,
1975-05,3.000,
1975-06,2.725,
1975-07,2.632,
1975-08,2.566,
1975-09,2.556,
1975-10,2.467,
1975-11,2.419,
1975-12,2.235,
1976-01,2.158,
1976-02,2.028,
1976-03,1.930,
1976-04,1.884,
1976-05,1.868,
1976-06,1.847,
1976-07,1.897,
1976-08,1.963,
1976-09,1.920,
1976-10,1.966,
1976-11,1.975,
1976-12,2.053,
1977-01,2.079,
1977-02,2.094,
1977-03,2.129,
1977-04,2.126,
1977-05,2.178,
1977-06,2.185,
1977-07,2.223,
1977-08,2.169,
1977-09,2.226,
1977-10,2.284,
1977-11,2.411,
1977-12,2.489,
1978-01,2.329,
1978-02,2.338,
1978-03,2.385,
1978-04,2.440,
1978-05,2.529,
1978-06,2.655,
1978-07,2.752,
1978-08,2.787,
1978-09,2.903,
1978-10,2.940,
1978-11,3.145,
1978-12,3.318,
1979-01,3.265,
1979-02,3.378,
1979-03,3.449,
1979-04,3.543,
1979-05,3.729,
1979-06,3.891,
1979-07,4.097,
1979-08,4.260,
1979-09,4.423,
1979-10,4.685,
1979-11,5.011,
1979-12,5.421,
1980-01,5.900,
1980-02,6.192,
1980-03,6.442,
1980-04,6.593,
1980-05,6.768,
1980-06,6.879,
1980-07,7.347,
1980-08,7.454,
1980-09,7.463,
1980-10,7.623,
1980-11,7.818,
1980-12,8.132,
1981-01,8.551,
1981-02,8.961,
1981-03,9.315,
1981-04,9.891,
1981-05,10.134,
1981-06,10.329,
1981-07,11.046,
1981-08,11.213,
1981-09,11.238,
1981-10,11.444,
1981-11,11.411,
1981-12,11.683,
1982-01,12.063,
1982-02,12.336,
1982-03,12.343,
1982-04,12.524,
1982-05,12.578,
1982-06,12.477,
1982-07,12.791,
1982-08,12.904,
1982-09,12.660,
1982-10,12.463,
1982-11,12.245,
1982-12,12.088,
1983-01,11.925,
1983-02,11.711,
1983-03,11.356,
1983-04,11.084,
1983-05,10.921,
1983-06,10.895,
1983-07,10.997,
1983-08,10.984,
1983-09,10.849,
1983-10,10.807,
1983-11,10.664,
1983-12,10.593,
1984-01,10.644,
1984-02,10.709,
1984-03,10.660,
1984-04,10.725,
1984-05,10.680,
1984-06,10.763,
1984-07,10.889,
1984-08,10.922,
1984-09,10.868,
1984-10,10.933,
1984-11,10.915,
1984-12,11.023,
1985-01,11.205,
1985-02,11.376,
1985-03,11.482,
1985-04,11.530,
1985-05,11.619,
1985-06,11.495,
1985-07,11.543,
1985-08,11.388,
1985-09,11.182,
1985-10,11.223,
1985-11,11.148,
1985-12,11.744,
1986-01,11.850,
1986-02,11.982,
1986-03,12.045,
1986-04,12.024,
1986-05,11.598,
1986-06,11.666,
1986-07,11.471,
1986-08,11.428,
1986-09,11.359,
1986-10,11.527,
1986-11,11.481,
1986-12,11.471,
1987-01,11.682,
1987-02,11.610,
1987-03,11.481,
1987-04,11.465,
1987-05,11.342,
1987-06,11.278,
1987-07,11.489,
1987-08,11.400,
1987-09,11.465,
1987-10,11.489,
1987-11,11.277,
1987-12,11.313,
1988-01,11.425,
1988-02,11.162,
1988-03,10.990,
1988-04,10.907,
1988-05,10.813,
1988-06,10.784,
1988-07,10.959,
1988-08,11.256,
1988-09,11.281,
1988-10,11.298,
1988-11,11.177,
1988-12,10.779,
1989-01,11.247,
1989-02,11.526,
1989-03,11.770,
1989-04,12.030,
1989-05,12.226,
