"",BBK01.OEAC37V,BBK01.OEAC37V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:53:42,
2002-01,0.169,
2002-04,0.147,
2002-07,0.140,
2002-10,0.139,
2003-01,0.119,
2003-04,0.119,
2003-07,0.117,
2003-10,0.133,
2004-01,0.131,
2004-04,0.133,
2004-07,0.131,
2004-10,0.124,
2005-01,0.125,
2005-04,0.125,
2005-07,0.123,
2005-10,0.109,
2006-01,0.110,
2006-04,0.115,
2006-07,0.116,
2006-10,0.124,
2007-01,0.121,
2007-04,0.126,
2007-07,0.124,
2007-10,0.123,
2008-01,0.122,
2008-04,0.115,
2008-07,0.115,
2008-10,0.109,
2009-01,0.098,
2009-04,0.121,
2009-07,0.119,
2009-10,0.121,
2010-01,0.121,
2010-04,0.125,
2010-07,0.141,
2010-10,0.141,
2011-01,0.142,
2011-04,0.142,
2011-07,0.146,
2011-10,0.144,
2012-01,0.136,
2012-04,0.137,
2012-07,0.131,
2012-10,0.135,
2013-01,0.133,
2013-04,0.124,
2013-07,0.127,
2013-10,0.132,
2014-01,0.137,
2014-04,0.146,
2014-07,0.151,
