"",BBK01.OEAH05J,BBK01.OEAH05J_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:57,
2002-01,7.911,
2002-04,7.976,
2002-07,8.083,
2002-10,8.248,
2003-01,8.137,
2003-04,8.265,
2003-07,8.472,
2003-10,8.671,
2004-01,9.088,
2004-04,9.376,
2004-07,9.773,
2004-10,10.108,
2005-01,10.763,
2005-04,11.017,
2005-07,11.259,
2005-10,12.012,
2006-01,11.820,
2006-04,12.154,
2006-07,12.565,
2006-10,11.203,
2007-01,11.614,
2007-04,11.656,
2007-07,11.888,
2007-10,12.098,
2008-01,12.191,
2008-04,12.377,
2008-07,12.364,
2008-10,12.408,
2009-01,12.768,
2009-04,12.885,
2009-07,12.797,
2009-10,12.872,
2010-01,12.814,
2010-04,12.505,
2010-07,12.348,
2010-10,12.348,
2011-01,12.324,
2011-04,12.380,
2011-07,12.243,
2011-10,12.082,
2012-01,12.102,
2012-04,11.852,
2012-07,11.521,
2012-10,11.231,
2013-01,11.022,
2013-04,9.444,
2013-07,8.375,
2013-10,8.206,
2014-01,6.475,
2014-04,6.229,
2014-07,5.710,
