"",BBK01.OEAH86M,BBK01.OEAH86M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:07,
2002-01,0.703,
2002-04,0.447,
2002-07,1.059,
2002-10,0.630,
2003-01,0.668,
2003-04,0.624,
2003-07,0.663,
2003-10,1.238,
2004-01,0.645,
2004-04,0.573,
2004-07,0.569,
2004-10,0.669,
2005-01,0.615,
2005-04,0.723,
2005-07,0.631,
2005-10,0.649,
2006-01,0.994,
2006-04,0.728,
2006-07,0.523,
2006-10,0.677,
2007-01,0.562,
2007-04,1.016,
2007-07,1.054,
2007-10,0.941,
2008-01,0.875,
2008-04,2.478,
2008-07,1.229,
2008-10,0.935,
2009-01,1.301,
2009-04,0.905,
2009-07,0.920,
2009-10,1.460,
2010-01,1.255,
2010-04,1.806,
2010-07,1.316,
2010-10,1.390,
2011-01,1.237,
2011-04,1.313,
2011-07,1.460,
2011-10,1.611,
2012-01,1.747,
2012-04,1.862,
2012-07,2.115,
2012-10,2.273,
2013-01,2.139,
2013-04,2.563,
2013-07,2.101,
2013-10,1.902,
2014-01,2.472,
2014-04,2.332,
2014-07,2.584,
