"",BBK01.OEAH59G,BBK01.OEAH59G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:27,
2002-01,69.173,
2002-04,68.442,
2002-07,68.510,
2002-10,69.893,
2003-01,69.549,
2003-04,68.928,
2003-07,68.203,
2003-10,69.427,
2004-01,69.432,
2004-04,68.997,
2004-07,68.838,
2004-10,70.589,
2005-01,65.661,
2005-04,65.622,
2005-07,65.573,
2005-10,68.033,
2006-01,68.884,
2006-04,68.934,
2006-07,69.415,
2006-10,71.718,
2007-01,72.718,
2007-04,73.497,
2007-07,74.682,
2007-10,78.797,
2008-01,80.239,
2008-04,81.768,
2008-07,83.246,
2008-10,87.212,
2009-01,85.877,
2009-04,82.646,
2009-07,78.425,
2009-10,77.410,
2010-01,76.251,
2010-04,75.576,
2010-07,75.905,
2010-10,78.173,
2011-01,81.979,
2011-04,82.607,
2011-07,83.706,
2011-10,86.315,
2012-01,86.281,
2012-04,86.361,
2012-07,85.706,
2012-10,86.655,
2013-01,87.829,
2013-04,87.100,
2013-07,85.799,
2013-10,86.989,
2014-01,87.541,
2014-04,88.051,
2014-07,88.525,
