"",BBK01.WX0214,BBK01.WX0214_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 42.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:38,
2002-01,5.245,
2002-02,5.374,
2002-03,5.589,
2002-04,5.524,
2002-05,5.532,
2002-06,5.216,
2002-07,5.102,
2002-08,4.986,
2002-09,4.890,
2002-10,5.066,
2002-11,5.042,
2002-12,4.856,
2003-01,4.709,
2003-02,4.796,
2003-03,4.961,
2003-04,5.020,
2003-05,4.913,
2003-06,5.098,
2003-07,5.374,
2003-08,5.183,
2003-09,5.220,
2003-10,5.263,
2003-11,5.357,
2003-12,5.266,
2004-01,5.261,
2004-02,5.207,
2004-03,5.124,
2004-04,5.230,
2004-05,5.358,
2004-06,5.201,
2004-07,5.111,
2004-08,4.983,
2004-09,4.935,
2004-10,4.888,
2004-11,4.717,
2004-12,4.569,
2005-01,4.291,
2005-02,4.453,
2005-03,4.367,
2005-04,4.295,
2005-05,4.113,
2005-06,3.940,
2005-07,4.043,
2005-08,3.848,
2005-09,3.870,
2005-10,4.033,
2005-11,4.018,
2005-12,3.794,
2006-01,3.976,
2006-02,3.967,
2006-03,4.248,
2006-04,4.434,
2006-05,4.576,
2006-06,4.573,
2006-07,4.473,
2006-08,4.258,
2006-09,4.097,
2006-10,3.971,
2006-11,3.944,
2006-12,4.159,
2007-01,4.323,
2007-02,4.203,
2007-03,4.365,
2007-04,4.417,
2007-05,4.622,
2007-06,4.826,
2007-07,4.641,
2007-08,4.689,
2007-09,4.776,
2007-10,4.687,
2007-11,4.778,
2007-12,4.731,
2008-01,4.613,
2008-02,4.525,
2008-03,4.517,
2008-04,4.672,
2008-05,4.812,
2008-06,4.637,
2008-07,4.487,
2008-08,4.401,
2008-09,4.210,
2008-10,3.900,
2008-11,3.073,
2008-12,3.038,
2009-01,3.188,
2009-02,2.924,
2009-03,3.325,
2009-04,3.394,
2009-05,3.601,
2009-06,3.746,
2009-07,3.603,
2009-08,3.574,
2009-09,3.703,
2009-10,3.660,
2009-11,3.523,
2009-12,3.648,
2010-01,3.565,
2010-02,3.453,
2010-03,3.452,
2010-04,3.288,
2010-05,2.952,
2010-06,3.005,
2010-07,3.158,
2010-08,2.351,
2010-09,2.602,
2010-10,2.662,
2010-11,2.848,
2010-12,3.191,
2011-01,3.386,
2011-02,3.354,
2011-03,3.579,
2011-04,3.525,
2011-05,3.411,
2011-06,3.794,
2011-07,3.368,
2011-08,3.161,
2011-09,2.686,
2011-10,2.799,
2011-11,2.807,
2011-12,2.522,
2012-01,2.412,
2012-02,2.454,
2012-03,2.501,
2012-04,2.496,
2012-05,1.879,
2012-06,2.361,
2012-07,2.424,
2012-08,2.365,
2012-09,2.561,
2012-10,2.521,
2012-11,2.494,
2012-12,2.450,
2013-01,2.583,
2013-02,2.556,
2013-03,2.503,
2013-04,2.330,
2013-05,2.563,
2013-06,2.645,
2013-07,2.569,
2013-08,2.810,
2013-09,2.726,
2013-10,2.748,
2013-11,2.693,
2013-12,2.786,
2014-01,2.582,
2014-02,2.594,
2014-03,2.546,
2014-04,2.457,
2014-05,2.361,
2014-06,2.252,
2014-07,2.183,
2014-08,1.875,
2014-09,2.048,
2014-10,1.925,
2014-11,1.710,
2014-12,1.558,
2015-01,1.210,
